0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
31,"Textiles, Apparels & Accessories",43195,0,0,43195,6397,0,0,6397,-691,0,0,-691,-102,0,0,-102,-58,0,0,-58,-9,0,0,-9,42568,0,0,42568,6304,0,0,6304,"May 31, 2018"
32,Transportation,41989,699,0,42688,6218,104,0,6322,63,0,0,63,9,0,0,9,101,0,0,101,15,0,0,15,40515,699,0,41214,6000,104,0,6104,"May 31, 2018"
32 a,Airlines,6976,699,0,7675,1033,104,0,1137,-74,0,0,-74,-11,0,0,-11,62,0,0,62,9,0,0,9,7134,699,0,7833,1056,104,0,1160,"May 31, 2018"
32 b,Logistics,2065,0,0,2065,306,0,0,306,-19,0,0,-19,-3,0,0,-3,14,0,0,14,2,0,0,2,2131,0,0,2131,316,0,0,316,"May 31, 2018"
32 c,Marine Port & Services,17640,0,0,17640,2612,0,0,2612,240,0,0,240,36,0,0,36,65,0,0,65,10,0,0,10,16817,0,0,16817,2490,0,0,2490,"May 31, 2018"
32 d,Roads & Highways,4931,0,0,4931,730,0,0,730,0,0,0,0,0,0,0,0,-80,0,0,-80,-12,0,0,-12,4176,0,0,4176,618,0,0,618,"May 31, 2018"
32 e,Shipping,1529,0,0,1529,226,0,0,226,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1462,0,0,1462,217,0,0,217,"May 31, 2018"
32 f,Surface Transportation,57,0,0,57,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,58,9,0,0,9,"May 31, 2018"
32 g,Transport Related Services,8790,0,0,8790,1302,0,0,1302,-85,0,0,-85,-13,0,0,-13,38,0,0,38,6,0,0,6,8736,0,0,8736,1294,0,0,1294,"May 31, 2018"
33,Utilities3,80470,6823,0,87293,11916,1010,0,12926,-260,-121,0,-381,-39,-18,0,-56,813,-65,0,748,120,-10,0,110,80888,6753,0,87641,11978,1000,0,12978,"May 31, 2018"
34,Sovereign,0,227970,0,227970,0,33759,0,33759,0,-5609,0,-5609,0,-831,0,-831,0,-5937,0,-5937,0,-879,0,-879,0,221805,0,221805,0,32846,0,32846,"May 31, 2018"
35,Others4,45486,123978,2543,172007,6736,18359,377,25472,16,-3853,-21,-3858,2,-571,-3,-571,268,-503,-40,-275,40,-73,-6,-33,45219,123502,2517,171238,6696,18289,373,25358,"May 31, 2018"
,Grand Total,2833444,432596,2543,3268583,419591,64061,377,484028,-3514,-11260,-21,-14795,-521,-1668,-3,-2191,-6546,-8394,-40,-14980,-969,-1242,-6,-2211,2751122,424046,2517,3177685,407399,62794,373,470566,"May 31, 2018"
