0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on July 15, 2015","AUC as on July 15, 2015","AUC as on July 15, 2015","AUC as on July 15, 2015","AUC as on July 15, 2015","AUC as on July 15, 2015","Net Investment July 01-15, 2015","Net Investment July 01-15, 2015","Net Investment July 01-15, 2015","Net Investment July 01-15, 2015","Net Investment July 01-15, 2015","Net Investment July 01-15, 2015","Net Investment July 16-31, 2015","Net Investment July 16-31, 2015","Net Investment July 16-31, 2015","Net Investment July 16-31, 2015","Net Investment July 16-31, 2015","Net Investment July 16-31, 2015","AUC as on July 31, 2015","AUC as on July 31, 2015","AUC as on July 31, 2015","AUC as on July 31, 2015","AUC as on July 31, 2015","AUC as on July 31, 2015","July 31, 2015"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"July 31, 2015"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"July 31, 2015"
1,Automobiles & Auto Components,121168,0,121168,19116,0,19116,89,0,89,14,0,14,57,0,57,9,0,9,120654,0,120654,18851,0,18851,"July 31, 2015"
2,Total Financial Services,373007,60547,433554,58848,9552,68400,2385,-512,1873,376,-81,295,822,-553,268,128,-86,42,431259,60072,491331,67379,9385,76764,"July 31, 2015"
2a,Banks,162484,1877,164362,25635,296,25931,2350,0,2350,371,0,371,-244,-82,-326,-38,-13,-51,186381,1790,188172,29120,280,29399,"July 31, 2015"
2b,Other Financial Services1,210523,58670,269193,33213,9256,42470,35,-512,-477,5,-81,-75,1066,-471,594,166,-74,93,244878,58281,303159,38259,9106,47365,"July 31, 2015"
3,Capital Goods,143864,867,144732,22697,137,22834,134,0,134,21,0,21,-354,0,-354,-55,0,-55,121554,867,122421,18991,136,19127,"July 31, 2015"
4,Chemicals & Petrochemicals,29662,0,29662,4680,0,4680,-215,-168,-383,-34,-26,-60,185,0,185,29,0,29,25307,0,25307,3954,0,3954,"July 31, 2015"
5,Coal,19634,0,19634,3098,0,3098,360,0,360,57,0,57,296,0,296,46,0,46,26255,0,26255,4102,0,4102,"July 31, 2015"
