0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on April 30, 2016","AUC as on April 30, 2016","AUC as on April 30, 2016","AUC as on April 30, 2016","AUC as on April 30, 2016","AUC as on April 30, 2016","Net Investment April 16-30, 2016","Net Investment April 16-30, 2016","Net Investment April 16-30, 2016","Net Investment April 16-30, 2016","Net Investment April 16-30, 2016","Net Investment April 16-30, 2016","Net Investment May 01-15, 2016","Net Investment May 01-15, 2016","Net Investment May 01-15, 2016","Net Investment May 01-15, 2016","Net Investment May 01-15, 2016","Net Investment May 01-15, 2016","AUC as on May 15, 2016","AUC as on May 15, 2016","AUC as on May 15, 2016","AUC as on May 15, 2016","AUC as on May 15, 2016","AUC as on May 15, 2016","May 15, 2016"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"May 15, 2016"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"May 15, 2016"
1,Automobiles & Auto Components,118437,270,118707,17805,41,17846,381,0,381,57,0,57,-379,0,-379,-57,0,-57,118559,270,118829,17759,40,17799,"May 15, 2016"
2,Total Financial Services,392520,46079,438599,59010,6927,65937,-420,-1005,-1425,-63,-151,-214,-722,-1113,-1836,-108,-167,-275,404641,45070,449712,60611,6751,67362,"May 15, 2016"
2a,Banks,191400,2117,193517,28774,318,29093,164,3,168,25,1,25,-400,221,-180,-60,33,-27,191651,2339,193989,28707,350,29057,"May 15, 2016"
2b,Other Financial Services1,201121,43961,245082,30236,6609,36845,-585,-1008,-1593,-88,-152,-239,-322,-1334,-1656,-48,-200,-248,212991,42732,255723,31904,6401,38304,"May 15, 2016"
3,Capital Goods,101678,877,102556,15286,132,15418,437,0,437,66,0,66,517,0,517,77,0,77,100076,877,100953,14990,131,15122,"May 15, 2016"
4,Chemicals & Petrochemicals,24364,0,24364,3663,0,3663,79,0,79,12,0,12,153,0,153,23,0,23,25779,0,25779,3861,0,3861,"May 15, 2016"
5,Coal,15220,0,15220,2288,0,2288,-153,0,-153,-23,0,-23,-181,0,-181,-27,0,-27,14759,0,14759,2211,0,2211,"May 15, 2016"
6,Commercial Services & Supplies,4583,200,4783,689,30,719,38,0,38,6,0,6,-26,0,-26,-4,0,-4,4275,200,4475,640,30,670,"May 15, 2016"
7,Construction Materials,40753,1007,41760,6127,151,6278,196,0,196,29,0,29,-29,24,-5,-4,4,-1,41123,1031,42154,6160,154,6314,"May 15, 2016"
8,Consumer Durables,5027,0,5027,756,0,756,8,0,8,1,0,1,-29,0,-29,-4,0,-4,5083,0,5083,761,0,761,"May 15, 2016"
9,Diversified2,3024,0,3024,455,0,455,-3,0,-3,-1,0,-1,-15,0,-15,-2,0,-2,3113,0,3113,466,0,466,"May 15, 2016"
10,Diversified Consumer Services,279,0,279,42,0,42,14,0,14,2,0,2,0,0,0,0,0,0,266,0,266,40,0,40,"May 15, 2016"
11,"Food, Beverages & Tobacco",86061,50,86111,12938,8,12946,82,0,82,12,0,12,-209,30,-178,-31,5,-27,86775,81,86856,12998,12,13010,"May 15, 2016"
12,Forest Materials,923,0,923,139,0,139,12,0,12,2,0,2,4,0,4,1,0,1,911,0,911,137,0,137,"May 15, 2016"
13,General Industrials,13839,385,14224,2081,58,2138,-5,0,-5,-1,0,-1,33,0,33,5,0,5,14151,385,14536,2120,58,2177,"May 15, 2016"
14,Hardware Technology & Equipment,36,0,36,5,0,5,0,0,0,0,0,0,-2,0,-2,0,0,0,33,0,33,5,0,5,"May 15, 2016"
15,Healthcare Equipment & Supplies,6,0,6,1,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,5,0,5,1,0,1,"May 15, 2016"
16,Healthcare Services,9144,0,9144,1375,0,1375,-31,0,-31,-5,0,-5,21,0,21,3,0,3,9182,0,9182,1375,0,1375,"May 15, 2016"
17,"Hotels, Restaurants & Tourism",6217,125,6342,935,19,953,240,0,240,36,0,36,-3,0,-3,0,0,0,6557,125,6682,982,19,1001,"May 15, 2016"
18,Household & Personal Products,70839,0,70839,10650,0,10650,186,0,186,28,0,28,-139,0,-139,-21,0,-21,71231,0,71231,10670,0,10670,"May 15, 2016"
19,Media,28503,760,29263,4285,114,4399,-8,0,-8,-1,0,-1,128,0,128,19,0,19,30557,764,31320,4577,114,4691,"May 15, 2016"
20,Metals & Mining,26702,770,27471,4014,116,4130,420,12,432,63,2,65,484,-55,429,72,-8,64,25338,715,26053,3795,107,3902,"May 15, 2016"
