0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment June 01-15, 2021","Net Investment June 01-15, 2021","Net Investment June 01-15, 2021","Net Investment June 01-15, 2021","Net Investment June 01-15, 2021","Net Investment June 01-15, 2021","Net Investment June 01-15, 2021","Net Investment June 01-15, 2021","Net Investment June 01-15, 2021","Net Investment June 01-15, 2021","AUC as on June 15, 2021","AUC as on June 15, 2021","AUC as on June 15, 2021","AUC as on June 15, 2021","AUC as on June 15, 2021","AUC as on June 15, 2021","AUC as on June 15, 2021","AUC as on June 15, 2021","AUC as on June 15, 2021","AUC as on June 15, 2021","June 15, 2021"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"June 15, 2021"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"June 15, 2021"
1,Automobiles & Auto Components,197473,317,0,0,197790,27230,44,0,0,27274,601,0,0,0,601,83,0,0,0,83,1301,0,0,0,1301,177,0,0,0,177,201815,317,0,0,202132,27542,43,0,0,27585,"June 15, 2021"
2,Total Financial Services,1419879,23968,10705,0,1454552,195788,3305,1476,0,200569,5091,-1322,59,0,3828,702,-182,8,0,528,4108,-1546,-110,0,2452,561,-211,-15,0,335,1435763,22903,10597,0,1469263,195938,3126,1446,0,200510,"June 15, 2021"
2a,Banks,839817,5860,106,0,845783,115803,808,15,0,116626,5309,-352,0,0,4957,732,-49,0,0,683,1914,-68,0,0,1846,261,-9,0,0,252,833277,6191,106,0,839574,113717,845,14,0,114576,"June 15, 2021"
2b,Other Financial Services1,580062,18108,10599,0,608769,79985,2497,1461,0,83943,-218,-970,59,0,-1129,-30,-134,8,0,-156,2194,-1478,-110,0,606,299,-202,-15,0,82,602485,16712,10491,0,629688,82221,2281,1432,0,85934,"June 15, 2021"
3,Capital Goods,171035,143,10,0,171188,23584,20,1,0,23605,424,-10,-31,0,383,58,-1,-4,0,53,1602,0,0,0,1602,219,0,0,0,219,175494,143,10,0,175647,23950,19,1,0,23970,"June 15, 2021"
4,Chemicals & Petrochemicals,74290,15,480,0,74785,10244,2,66,0,10312,199,15,0,0,214,27,2,0,0,29,762,0,-330,0,432,104,0,-45,0,59,78522,15,170,0,78707,10716,2,23,0,10741,"June 15, 2021"
5,Coal,6056,0,0,0,6056,835,0,0,0,835,-73,0,0,0,-73,-10,0,0,0,-10,88,0,0,0,88,12,0,0,0,12,6511,0,0,0,6511,889,0,0,0,889,"June 15, 2021"
6,Commercial Services & Supplies,34811,0,0,0,34811,4800,0,0,0,4800,-529,0,0,0,-529,-73,0,0,0,-73,-252,0,0,0,-252,-34,0,0,0,-34,39636,0,0,0,39636,5409,0,0,0,5409,"June 15, 2021"
7,Construction Materials,89195,499,150,0,89844,12299,69,21,0,12389,91,0,0,0,91,12,0,0,0,12,52,0,0,0,52,7,0,0,0,7,90626,499,150,0,91275,12368,68,20,0,12456,"June 15, 2021"
8,Consumer Durables,103478,0,0,0,103478,14269,0,0,0,14269,519,0,0,0,519,72,0,0,0,72,1204,0,0,0,1204,164,0,0,0,164,107947,0,0,0,107947,14732,0,0,0,14732,"June 15, 2021"
9,Diversified2,10186,1149,535,0,11870,1405,158,74,0,1637,3,0,0,0,3,0,0,0,0,0,211,0,0,0,211,29,0,0,0,29,11423,1149,535,0,13107,1559,157,73,0,1789,"June 15, 2021"
10,Diversified Consumer Services,2999,0,0,0,2999,414,0,0,0,414,40,0,0,0,40,6,0,0,0,6,-11,0,0,0,-11,-2,0,0,0,-2,3141,0,0,0,3141,429,0,0,0,429,"June 15, 2021"
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"June 15, 2021"
12,"Food, Beverages & Tobacco",114978,363,0,0,115341,15854,50,0,0,15904,-1093,150,0,0,-943,-151,21,0,0,-130,-953,0,0,0,-953,-130,0,0,0,-130,114041,490,0,0,114531,15563,67,0,0,15630,"June 15, 2021"
13,Forest Materials,1579,335,79,0,1993,218,46,11,0,275,14,0,0,0,14,2,0,0,0,2,-3,0,0,0,-3,0,0,0,0,0,1695,335,79,0,2109,231,46,11,0,288,"June 15, 2021"
14,General Industrials,32207,55,0,0,32262,4441,8,0,0,4449,1,0,0,0,1,0,0,0,0,0,493,0,0,0,493,67,0,0,0,67,34663,55,0,0,34718,4730,8,0,0,4738,"June 15, 2021"
