0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on February 28, 2022","AUC as on February 28, 2022","AUC as on February 28, 2022","AUC as on February 28, 2022","AUC as on February 28, 2022","AUC as on February 28, 2022","AUC as on February 28, 2022","AUC as on February 28, 2022","AUC as on February 28, 2022","AUC as on February 28, 2022","Net Investment February 16-28, 2022","Net Investment February 16-28, 2022","Net Investment February 16-28, 2022","Net Investment February 16-28, 2022","Net Investment February 16-28, 2022","Net Investment February 16-28, 2022","Net Investment February 16-28, 2022","Net Investment February 16-28, 2022","Net Investment February 16-28, 2022","Net Investment February 16-28, 2022","Net Investment March 01-15, 2022","Net Investment March 01-15, 2022","Net Investment March 01-15, 2022","Net Investment March 01-15, 2022","Net Investment March 01-15, 2022","Net Investment March 01-15, 2022","Net Investment March 01-15, 2022","Net Investment March 01-15, 2022","Net Investment March 01-15, 2022","Net Investment March 01-15, 2022","AUC as on March 15, 2022","AUC as on March 15, 2022","AUC as on March 15, 2022","AUC as on March 15, 2022","AUC as on March 15, 2022","AUC as on March 15, 2022","AUC as on March 15, 2022","AUC as on March 15, 2022","AUC as on March 15, 2022","AUC as on March 15, 2022","March 15, 2022"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"March 15, 2022"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"March 15, 2022"
1,Automobiles & Auto Components,192841,0,0,0,192841,25546,0,0,0,25546,-1631,0,0,0,-1631,-216,0,0,0,-216,-5603,0,0,0,-5603,-733,0,0,0,-733,174340,0,0,0,174340,22793,0,0,0,22793,"March 15, 2022"
2,Total Financial Services,1378160,17041,6754,0,1401955,182566,2257,895,0,185718,-8131,131,507,0,-7493,-1077,17,67,0,-993,-20604,-485,174,0,-20915,-2694,-63,23,0,-2734,1302984,16542,6950,0,1326476,170352,2163,909,0,173424,"March 15, 2022"
2a,Banks,813917,4027,419,0,818363,107820,533,56,0,108409,-3953,-68,0,0,-4021,-524,-9,0,0,-533,-13338,-70,100,0,-13308,-1744,-9,13,0,-1740,769090,3957,519,0,773566,100551,517,68,0,101136,"March 15, 2022"
2b,Other Financial Services1,564243,13014,6335,0,583592,74746,1724,839,0,77309,-4178,199,507,0,-3472,-553,26,67,0,-460,-7266,-414,74,0,-7606,-950,-54,10,0,-994,533894,12585,6431,0,552910,69801,1645,841,0,72287,"March 15, 2022"
3,Capital Goods,145593,274,60,0,145927,19287,36,8,0,19331,-888,0,0,0,-888,-118,0,0,0,-118,-3350,-18,0,0,-3368,-438,-2,0,0,-440,137306,255,60,0,137621,17951,33,8,0,17992,"March 15, 2022"
4,Chemicals & Petrochemicals,76958,0,0,0,76958,10195,0,0,0,10195,-594,0,0,0,-594,-79,0,0,0,-79,286,0,0,0,286,37,0,0,0,37,80961,0,0,0,80961,10585,0,0,0,10585,"March 15, 2022"
5,Coal,7358,0,0,0,7358,975,0,0,0,975,23,0,0,0,23,3,0,0,0,3,-190,0,0,0,-190,-25,0,0,0,-25,7439,0,0,0,7439,973,0,0,0,973,"March 15, 2022"
6,Commercial Services & Supplies,37773,0,0,0,37773,5004,0,0,0,5004,-175,0,0,0,-175,-23,0,0,0,-23,-394,0,0,0,-394,-52,0,0,0,-52,38473,0,0,0,38473,5030,0,0,0,5030,"March 15, 2022"
7,Construction Materials,81145,1202,795,0,83142,10749,159,105,0,11013,-1148,0,0,0,-1148,-152,0,0,0,-152,-3225,0,0,0,-3225,-422,0,0,0,-422,72561,1202,795,0,74558,9487,157,104,0,9748,"March 15, 2022"
8,Consumer Durables,130664,0,0,0,130664,17309,0,0,0,17309,-522,0,0,0,-522,-69,0,0,0,-69,-2664,0,0,0,-2664,-348,0,0,0,-348,120789,0,0,0,120789,15792,0,0,0,15792,"March 15, 2022"
9,Diversified2,14900,0,0,0,14900,1974,0,0,0,1974,73,0,0,0,73,10,0,0,0,10,-184,0,0,0,-184,-24,0,0,0,-24,14814,0,0,0,14814,1937,0,0,0,1937,"March 15, 2022"
10,Diversified Consumer Services,6360,0,0,0,6360,843,0,0,0,843,-78,0,0,0,-78,-10,0,0,0,-10,-25,0,0,0,-25,-3,0,0,0,-3,6113,0,0,0,6113,799,0,0,0,799,"March 15, 2022"
11,Food & Drugs Retailing,385,0,0,0,385,51,0,0,0,51,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,-23,-3,0,0,0,-3,345,0,0,0,345,45,0,0,0,45,"March 15, 2022"
12,"Food, Beverages & Tobacco",118455,562,220,0,119237,15692,74,29,0,15795,-359,0,0,0,-359,-48,0,0,0,-48,2045,0,0,0,2045,267,0,0,0,267,122056,562,220,0,122838,15958,73,29,0,16060,"March 15, 2022"
13,Forest Materials,2193,450,0,0,2643,290,60,0,0,350,39,0,0,0,39,5,0,0,0,5,62,0,0,0,62,8,0,0,0,8,2447,450,0,0,2897,320,59,0,0,379,"March 15, 2022"
14,General Industrials,35218,55,0,0,35273,4665,7,0,0,4672,-572,0,0,0,-572,-76,0,0,0,-76,-721,0,0,0,-721,-94,0,0,0,-94,34461,159,0,0,34620,4505,21,0,0,4526,"March 15, 2022"
15,Hardware Technology & Equipment,78,0,0,0,78,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,78,10,0,0,0,10,"March 15, 2022"
16,Healthcare Equipment & Supplies,1584,0,0,0,1584,210,0,0,0,210,-1,0,0,0,-1,0,0,0,0,0,-5,0,0,0,-5,-1,0,0,0,-1,1632,0,0,0,1632,213,0,0,0,213,"March 15, 2022"
17,Healthcare Services,58171,0,0,0,58171,7706,0,0,0,7706,-482,0,0,0,-482,-64,0,0,0,-64,629,0,0,0,629,82,0,0,0,82,58649,0,0,0,58649,7668,0,0,0,7668,"March 15, 2022"
18,"Hotels, Restaurants & Tourism",29971,100,125,0,30196,3970,13,17,0,4000,-666,0,0,0,-666,-88,0,0,0,-88,-1296,0,0,0,-1296,-169,0,0,0,-169,26933,100,125,0,27158,3521,13,16,0,3550,"March 15, 2022"
19,Household & Personal Products,142949,0,0,0,142949,18937,0,0,0,18937,-999,0,0,0,-999,-132,0,0,0,-132,-2416,0,0,0,-2416,-316,0,0,0,-316,134732,0,0,0,134732,17615,0,0,0,17615,"March 15, 2022"
20,Insurance,96240,95,0,0,96335,12749,13,0,0,12762,-1170,0,0,0,-1170,-155,0,0,0,-155,-1959,0,0,0,-1959,-256,0,0,0,-256,91225,95,0,0,91320,11927,12,0,0,11939,"March 15, 2022"
21,Media,17467,56,165,0,17688,2314,7,22,0,2343,-282,0,0,0,-282,-37,0,0,0,-37,-335,-43,0,0,-378,-44,-6,0,0,-50,18613,0,165,0,18778,2433,0,22,0,2455,"March 15, 2022"
22,Metals & Mining,115121,280,0,0,115401,15250,37,0,0,15287,1006,0,0,0,1006,133,0,0,0,133,2763,0,0,0,2763,361,0,0,0,361,116478,280,0,0,116758,15228,37,0,0,15265,"March 15, 2022"
23,Oil & Gas,479755,621,488,0,480864,63554,82,65,0,63701,-1676,0,-50,0,-1726,-222,0,-7,0,-229,-2297,-135,0,0,-2432,-300,-18,0,0,-318,478572,486,487,0,479545,62568,63,64,0,62695,"March 15, 2022"
24,Pharmaceuticals & Biotechnology,153432,135,0,0,153567,20325,18,0,0,20343,-84,0,0,0,-84,-11,0,0,0,-11,-269,0,0,0,-269,-35,0,0,0,-35,157963,135,0,0,158098,20652,18,0,0,20670,"March 15, 2022"
