0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
,,"AUC as on September 15, 2019","AUC as on September 15, 2019","AUC as on September 15, 2019","AUC as on September 15, 2019","AUC as on September 15, 2019","AUC as on September 15, 2019","AUC as on September 15, 2019","AUC as on September 15, 2019","Net Investment September 01-15, 2019","Net Investment September 01-15, 2019","Net Investment September 01-15, 2019","Net Investment September 01-15, 2019","Net Investment September 01-15, 2019","Net Investment September 01-15, 2019","Net Investment September 01-15, 2019","Net Investment September 01-15, 2019","Net Investment September 16-30, 2019","Net Investment September 16-30, 2019","Net Investment September 16-30, 2019","Net Investment September 16-30, 2019","Net Investment September 16-30, 2019","Net Investment September 16-30, 2019","Net Investment September 16-30, 2019","Net Investment September 16-30, 2019","AUC as on September 30, 2019","AUC as on September 30, 2019","AUC as on September 30, 2019","AUC as on September 30, 2019","AUC as on September 30, 2019","AUC as on September 30, 2019","AUC as on September 30, 2019","AUC as on September 30, 2019","September 30, 2019"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"September 30, 2019"
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,"September 30, 2019"
1,Automobiles & Auto Components,142367,317,0,142684,20069,45,0,20114,-274,0,0,-274,-39,0,0,-39,1553,0,0,1553,220,0,0,220,147222,317,0,147539,20828,45,0,20873,"September 30, 2019"
2,Total Financial Services,996559,53518,9190,1059267,140482,7544,1295,149321,-424,165,5,-254,-60,23,1,-36,1411,-1259,19,171,200,-178,3,25,820887,52482,9305,882674,116133,7425,1316,124874,"September 30, 2019"
2a,Banks,577846,7836,0,585682,81457,1105,0,82562,-383,48,0,-335,-54,7,0,-47,2428,0,0,2428,344,0,0,344,413345,7829,0,421174,58477,1108,0,59585,"September 30, 2019"
2b,Other Financial Services1,418712,45683,9190,473585,59025,6440,1295,66760,-41,117,5,81,-6,16,1,11,-1018,-1259,19,-2258,-144,-178,3,-319,407542,44653,9305,461500,57656,6317,1316,65289,"September 30, 2019"
3,Capital Goods,90775,578,0,91353,12796,82,0,12878,205,0,0,205,29,0,0,29,668,0,0,668,94,0,0,94,96117,578,0,96695,13598,82,0,13680,"September 30, 2019"
4,Chemicals & Petrochemicals,42145,0,0,42145,5941,0,0,5941,-19,0,0,-19,-3,0,0,-3,-192,0,0,-192,-27,0,0,-27,42754,0,0,42754,6049,0,0,6049,"September 30, 2019"
5,Coal,10700,0,0,10700,1508,0,0,1508,-10,0,0,-10,-1,0,0,-1,-48,0,0,-48,-7,0,0,-7,10778,0,0,10778,1525,0,0,1525,"September 30, 2019"
6,Commercial Services & Supplies,7315,200,0,7515,1031,28,0,1059,115,0,0,115,16,0,0,16,81,0,0,81,12,0,0,12,7558,200,0,7758,1069,28,0,1097,"September 30, 2019"
7,Construction Materials,53524,599,0,54123,7545,84,0,7629,-537,0,0,-537,-76,0,0,-76,-3,0,0,-3,0,0,0,0,55202,599,0,55801,7810,85,0,7895,"September 30, 2019"
8,Consumer Durables,43346,0,0,43346,6110,0,0,6110,-1,0,0,-1,0,0,0,0,224,0,0,224,32,0,0,32,48659,0,0,48659,6884,0,0,6884,"September 30, 2019"
9,Diversified2,3255,0,0,3255,459,0,0,459,-56,0,0,-56,-8,0,0,-8,-229,0,0,-229,-32,0,0,-32,2990,0,0,2990,423,0,0,423,"September 30, 2019"
10,Diversified Consumer Services,2946,0,0,2946,415,0,0,415,8,0,0,8,1,0,0,1,22,0,0,22,3,0,0,3,3141,0,0,3141,444,0,0,444,"September 30, 2019"
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 30, 2019"
12,"Food, Beverages & Tobacco",103800,772,0,104572,14632,109,0,14741,-24,0,0,-24,-3,0,0,-3,-1685,0,0,-1685,-238,0,0,-238,110021,772,0,110793,15565,109,0,15674,"September 30, 2019"
13,Forest Materials,884,335,0,1219,125,47,0,172,-19,0,0,-19,-3,0,0,-3,2,0,0,2,0,0,0,0,911,335,0,1246,129,47,0,176,"September 30, 2019"
14,General Industrials,17158,385,0,17543,2419,54,0,2473,51,0,0,51,7,0,0,7,258,0,0,258,36,0,0,36,17997,385,0,18382,2546,54,0,2600,"September 30, 2019"
15,Hardware Technology & Equipment,34,0,0,34,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,32,5,0,0,5,"September 30, 2019"
16,Healthcare Equipment & Supplies,95,0,0,95,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,101,14,0,0,14,"September 30, 2019"
