0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on July 31, 2016","AUC as on July 31, 2016","AUC as on July 31, 2016","AUC as on July 31, 2016","AUC as on July 31, 2016","AUC as on July 31, 2016","Net Investment July 16-31, 2016","Net Investment July 16-31, 2016","Net Investment July 16-31, 2016","Net Investment July 16-31, 2016","Net Investment July 16-31, 2016","Net Investment July 16-31, 2016","Net Investment August 01-15, 2016","Net Investment August 01-15, 2016","Net Investment August 01-15, 2016","Net Investment August 01-15, 2016","Net Investment August 01-15, 2016","Net Investment August 01-15, 2016","AUC as on August 15, 2016","AUC as on August 15, 2016","AUC as on August 15, 2016","AUC as on August 15, 2016","AUC as on August 15, 2016","AUC as on August 15, 2016","August 15, 2016"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"August 15, 2016"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"August 15, 2016"
1,Automobiles & Auto Components,136857,317,137175,20416,47,20463,874,0,874,130,0,130,701,0,701,105,0,105,140137,317,140454,20971,47,21018,"August 15, 2016"
2,Total Financial Services,471840,42531,514372,70388,6345,76733,1521,-282,1239,227,-42,185,-308,-811,-1119,-46,-121,-167,474043,41856,515899,70938,6264,77201,"August 15, 2016"
2a,Banks,213387,2359,215747,31833,352,32185,280,-3,277,42,0,41,68,-9,59,10,-1,9,213429,2353,215782,31938,352,32290,"August 15, 2016"
2b,Other Financial Services1,258453,40172,298625,38555,5993,44548,1242,-279,963,185,-42,144,-376,-802,-1178,-56,-120,-176,260614,39503,300117,38999,5911,44911,"August 15, 2016"
3,Capital Goods,125461,847,126309,18716,126,18843,1317,-30,1287,196,-4,192,352,0,352,53,0,53,124843,848,125691,18682,127,18809,"August 15, 2016"
4,Chemicals & Petrochemicals,28534,0,28534,4257,0,4257,-22,0,-22,-3,0,-3,229,0,229,34,0,34,28630,0,28630,4284,0,4284,"August 15, 2016"
5,Coal,17073,0,17073,2547,0,2547,168,0,168,25,0,25,75,0,75,11,0,11,17715,0,17715,2651,0,2651,"August 15, 2016"
6,Commercial Services & Supplies,4754,200,4954,709,30,739,16,0,16,2,0,2,23,0,23,3,0,3,4784,200,4984,716,30,746,"August 15, 2016"
7,Construction Materials,51645,924,52569,7704,138,7842,432,178,610,64,27,91,378,-75,303,57,-11,45,52038,849,52887,7787,127,7914,"August 15, 2016"
8,Consumer Durables,6044,0,6044,902,0,902,-3,0,-3,0,0,0,3,0,3,0,0,0,6003,0,6003,898,0,898,"August 15, 2016"
9,Diversified2,4132,0,4132,616,0,616,21,0,21,3,0,3,2,0,2,0,0,0,3776,0,3776,565,0,565,"August 15, 2016"
10,Diversified Consumer Services,229,0,229,34,0,34,-9,0,-9,-1,0,-1,-2,0,-2,0,0,0,221,0,221,33,0,33,"August 15, 2016"
11,"Food, Beverages & Tobacco",98428,81,98508,14683,12,14695,407,0,407,61,0,61,438,0,438,66,0,66,98580,81,98660,14752,12,14764,"August 15, 2016"
12,Forest Materials,1073,0,1073,160,0,160,23,0,23,3,0,3,12,0,12,2,0,2,1003,0,1003,150,0,150,"August 15, 2016"
13,General Industrials,16085,385,16470,2400,57,2457,-34,0,-34,-5,0,-5,170,0,170,25,0,25,15892,385,16277,2378,58,2436,"August 15, 2016"
14,Hardware Technology & Equipment,37,0,37,5,0,5,-1,0,-1,0,0,0,0,0,0,0,0,0,35,0,35,5,0,5,"August 15, 2016"
15,Healthcare Equipment & Supplies,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,"August 15, 2016"
16,Healthcare Services,9454,0,9454,1410,0,1410,-8,0,-8,-1,0,-1,60,0,60,9,0,9,10000,0,10000,1496,0,1496,"August 15, 2016"
17,"Hotels, Restaurants & Tourism",6558,125,6683,978,19,997,-27,0,-27,-4,0,-4,69,0,69,10,0,10,6449,125,6574,965,19,984,"August 15, 2016"
