0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
,,"AUC as on April 30, 2018","AUC as on April 30, 2018","AUC as on April 30, 2018","AUC as on April 30, 2018","AUC as on April 30, 2018","AUC as on April 30, 2018","AUC as on April 30, 2018","AUC as on April 30, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","AUC as on May 15, 2018","AUC as on May 15, 2018","AUC as on May 15, 2018","AUC as on May 15, 2018","AUC as on May 15, 2018","AUC as on May 15, 2018","AUC as on May 15, 2018","AUC as on May 15, 2018","May 15, 2018"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"May 15, 2018"
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,"May 15, 2018"
1,Automobiles & Auto Components,224131,347,0,224478,33563,52,0,33615,-1508,0,0,-1508,-226,0,0,-226,-1749,0,0,-1749,-259,0,0,-259,216556,347,0,216903,32069,51,0,32120,"May 15, 2018"
2,Total Financial Services,962312,65180,0,1027490,144102,9760,0,153862,-764,-915,0,-1679,-114,-137,0,-251,263,-1609,0,-1346,39,-238,0,-199,976764,63518,0,1040280,144644,9406,0,154050,"May 15, 2018"
2a,Banks,537524,7179,0,544703,80492,1075,0,81567,-27,72,0,45,-4,11,0,7,641,-6,0,635,95,-1,0,94,557396,7148,0,564544,82542,1059,0,83601,"May 15, 2018"
2b,Other Financial Services1,424788,58001,0,482789,63610,8685,0,72295,-737,-987,0,-1724,-110,-148,0,-258,-378,-1604,0,-1982,-56,-238,0,-294,419368,56370,0,475738,62102,8348,0,70450,"May 15, 2018"
3,Capital Goods,122742,1185,0,123927,18380,177,0,18557,-342,-18,0,-360,-51,-3,0,-54,-220,0,0,-220,-33,0,0,-33,116982,1185,0,118167,17323,175,0,17498,"May 15, 2018"
4,Chemicals & Petrochemicals,39638,0,0,39638,5936,0,0,5936,216,0,0,216,32,0,0,32,206,0,0,206,31,0,0,31,38824,0,0,38824,5749,0,0,5749,"May 15, 2018"
5,Coal,9851,0,0,9851,1475,0,0,1475,-20,0,0,-20,-3,0,0,-3,-259,0,0,-259,-38,0,0,-38,8913,0,0,8913,1320,0,0,1320,"May 15, 2018"
6,Commercial Services & Supplies,8354,200,0,8554,1251,30,0,1281,-81,0,0,-81,-12,0,0,-12,35,0,0,35,5,0,0,5,7631,200,0,7831,1130,30,0,1160,"May 15, 2018"
7,Construction Materials,74641,804,0,75445,11177,120,0,11297,-112,0,0,-112,-17,0,0,-17,-292,0,0,-292,-43,0,0,-43,71753,804,0,72557,10626,119,0,10745,"May 15, 2018"
8,Consumer Durables,39512,0,0,39512,5917,0,0,5917,-172,0,0,-172,-26,0,0,-26,-280,0,0,-280,-41,0,0,-41,40163,0,0,40163,5948,0,0,5948,"May 15, 2018"
9,Diversified2,2596,0,0,2596,389,0,0,389,-11,0,0,-11,-2,0,0,-2,-25,0,0,-25,-4,0,0,-4,2456,0,0,2456,364,0,0,364,"May 15, 2018"
10,Diversified Consumer Services,2602,0,0,2602,390,0,0,390,162,0,0,162,24,0,0,24,14,0,0,14,2,0,0,2,2604,0,0,2604,386,0,0,386,"May 15, 2018"
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May 15, 2018"
12,"Food, Beverages & Tobacco",120240,612,0,120852,18005,92,0,18097,-57,0,0,-57,-9,0,0,-9,32,0,0,32,5,0,0,5,117337,612,0,117949,17376,91,0,17467,"May 15, 2018"
13,Forest Materials,2283,0,0,2283,342,0,0,342,80,0,0,80,12,0,0,12,3,0,0,3,0,0,0,0,2139,0,0,2139,317,0,0,317,"May 15, 2018"
14,General Industrials,23887,385,0,24272,3577,58,0,3635,-28,0,0,-28,-4,0,0,-4,-37,0,0,-37,-5,0,0,-5,22689,385,0,23074,3360,57,0,3417,"May 15, 2018"
15,Hardware Technology & Equipment,69,0,0,69,10,0,0,10,-6,0,0,-6,-1,0,0,-1,2,0,0,2,0,0,0,0,66,0,0,66,10,0,0,10,"May 15, 2018"
16,Healthcare Equipment & Supplies,118,0,0,118,18,0,0,18,-8,0,0,-8,-1,0,0,-1,-1,0,0,-1,0,0,0,0,112,0,0,112,17,0,0,17,"May 15, 2018"
17,Healthcare Services,14060,0,0,14060,2105,0,0,2105,79,0,0,79,12,0,0,12,119,0,0,119,18,0,0,18,13840,0,0,13840,2049,0,0,2049,"May 15, 2018"
18,"Hotels, Restaurants & Tourism",13893,56,0,13949,2080,8,0,2088,-94,0,0,-94,-14,0,0,-14,-202,0,0,-202,-30,0,0,-30,12902,56,0,12958,1911,8,0,1919,"May 15, 2018"
