0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on October 15, 2020","AUC as on October 15, 2020","AUC as on October 15, 2020","AUC as on October 15, 2020","AUC as on October 15, 2020","AUC as on October 15, 2020","AUC as on October 15, 2020","AUC as on October 15, 2020","AUC as on October 15, 2020","AUC as on October 15, 2020","Net Investment October 01-15, 2020","Net Investment October 01-15, 2020","Net Investment October 01-15, 2020","Net Investment October 01-15, 2020","Net Investment October 01-15, 2020","Net Investment October 01-15, 2020","Net Investment October 01-15, 2020","Net Investment October 01-15, 2020","Net Investment October 01-15, 2020","Net Investment October 01-15, 2020","Net Investment October 16-31, 2020","Net Investment October 16-31, 2020","Net Investment October 16-31, 2020","Net Investment October 16-31, 2020","Net Investment October 16-31, 2020","Net Investment October 16-31, 2020","Net Investment October 16-31, 2020","Net Investment October 16-31, 2020","Net Investment October 16-31, 2020","Net Investment October 16-31, 2020","AUC as on October 31, 2020","AUC as on October 31, 2020","AUC as on October 31, 2020","AUC as on October 31, 2020","AUC as on October 31, 2020","AUC as on October 31, 2020","AUC as on October 31, 2020","AUC as on October 31, 2020","AUC as on October 31, 2020","AUC as on October 31, 2020","October 31, 2020"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"October 31, 2020"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"October 31, 2020"
1,Automobiles & Auto Components,151765,317,0,0,152082,20714,43,0,0,20757,1659,0,0,0,1659,226,0,0,0,226,337,0,0,0,337,46,0,0,0,46,147186,317,0,0,147503,19897,43,0,0,19940,"October 31, 2020"
2,Total Financial Services,924639,28981,9736,0,963356,126200,3956,1329,0,131485,5280,-334,343,0,5289,721,-46,47,0,722,4166,-794,-127,-80,3165,563,-107,-17,-11,428,955667,27793,10152,11207,1004819,129191,3757,1372,1515,135835,"October 31, 2020"
2a,Banks,547377,7191,25,0,554593,74709,981,3,0,75693,3442,116,0,0,3558,470,16,0,0,486,2601,-407,0,0,2194,352,-55,0,0,297,576448,6844,25,0,583317,77927,925,3,0,78855,"October 31, 2020"
2b,Other Financial Services1,377262,21791,9711,0,408764,51491,2974,1325,0,55790,1837,-450,343,0,1730,251,-61,47,0,237,1565,-387,-127,-80,971,212,-52,-17,-11,132,379219,20948,10127,11207,421501,51264,2832,1369,1515,56980,"October 31, 2020"
3,Capital Goods,90813,163,45,0,91021,12395,22,6,0,12423,237,-60,0,0,177,32,-8,0,0,24,760,0,0,0,760,103,0,0,0,103,99021,153,45,0,99219,13386,21,6,0,13413,"October 31, 2020"
4,Chemicals & Petrochemicals,42875,0,310,0,43185,5852,0,42,0,5894,185,0,0,0,185,25,0,0,0,25,146,0,0,0,146,20,0,0,0,20,42919,0,480,0,43399,5802,0,65,0,5867,"October 31, 2020"
5,Coal,4834,0,0,0,4834,660,0,0,0,660,-182,0,0,0,-182,-25,0,0,0,-25,-127,0,0,0,-127,-17,0,0,0,-17,4812,0,0,0,4812,650,0,0,0,650,"October 31, 2020"
