0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on June 15, 2016","AUC as on June 15, 2016","AUC as on June 15, 2016","AUC as on June 15, 2016","AUC as on June 15, 2016","AUC as on June 15, 2016","Net Investment June 01-15, 2016","Net Investment June 01-15, 2016","Net Investment June 01-15, 2016","Net Investment June 01-15, 2016","Net Investment June 01-15, 2016","Net Investment June 01-15, 2016","Net Investment June 16-30, 2016","Net Investment June 16-30, 2016","Net Investment June 16-30, 2016","Net Investment June 16-30, 2016","Net Investment June 16-30, 2016","Net Investment June 16-30, 2016","AUC as on June 30, 2016","AUC as on June 30, 2016","AUC as on June 30, 2016","AUC as on June 30, 2016","AUC as on June 30, 2016","AUC as on June 30, 2016","June 30, 2016"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"June 30, 2016"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"June 30, 2016"
1,Automobiles & Auto Components,125411,317,125728,18674,47,18721,615,0,615,92,0,92,-238,0,-238,-35,0,-35,128628,317,128946,19023,47,19070,"June 30, 2016"
2,Total Financial Services,424050,42826,466876,63141,6377,69517,270,-524,-253,40,-78,-38,-256,-687,-943,-38,-102,-139,433679,42239,475918,64138,6247,70385,"June 30, 2016"
2a,Banks,201980,2358,204338,30075,351,30426,191,24,215,28,4,32,-245,0,-245,-36,0,-36,203097,2356,205453,30037,348,30385,"June 30, 2016"
2b,Other Financial Services1,222070,40468,262539,33066,6026,39092,79,-548,-469,12,-82,-70,-10,-687,-697,-2,-102,-103,230582,39883,270465,34101,5898,40000,"June 30, 2016"
3,Capital Goods,113002,878,113880,16826,131,16957,1763,0,1763,262,0,262,489,0,489,72,0,72,114664,877,115542,16958,130,17088,"June 30, 2016"
4,Chemicals & Petrochemicals,26825,0,26825,3994,0,3994,-69,0,-69,-10,0,-10,-77,0,-77,-11,0,-11,26676,0,26676,3945,0,3945,"June 30, 2016"
5,Coal,15749,0,15749,2345,0,2345,165,0,165,25,0,25,136,0,136,20,0,20,16088,0,16088,2379,0,2379,"June 30, 2016"
6,Commercial Services & Supplies,4622,200,4822,688,30,718,202,0,202,30,0,30,1,0,1,0,0,0,4825,200,5025,714,30,743,"June 30, 2016"
7,Construction Materials,44383,931,45314,6609,139,6747,403,-100,303,60,-15,45,448,-145,302,66,-22,45,46788,786,47574,6920,116,7036,"June 30, 2016"
8,Consumer Durables,5417,0,5417,807,0,807,28,0,28,4,0,4,7,0,7,1,0,1,5677,0,5677,840,0,840,"June 30, 2016"
9,Diversified2,3315,0,3315,494,0,494,-31,0,-31,-5,0,-5,-23,0,-23,-3,0,-3,3594,0,3594,531,0,531,"June 30, 2016"
10,Diversified Consumer Services,240,0,240,36,0,36,-7,0,-7,-1,0,-1,-2,0,-2,0,0,0,229,0,229,34,0,34,"June 30, 2016"
11,"Food, Beverages & Tobacco",92462,81,92542,13767,12,13779,-251,0,-251,-37,0,-37,-218,0,-218,-32,0,-32,94203,81,94283,13932,12,13944,"June 30, 2016"
12,Forest Materials,966,0,966,144,0,144,-30,0,-30,-5,0,-5,-14,0,-14,-2,0,-2,955,0,955,141,0,141,"June 30, 2016"
13,General Industrials,15011,385,15396,2235,57,2292,-43,0,-43,-6,0,-6,-140,0,-140,-21,0,-21,16124,385,16509,2385,57,2442,"June 30, 2016"
14,Hardware Technology & Equipment,33,0,33,5,0,5,0,0,0,0,0,0,-1,0,-1,0,0,0,33,0,33,5,0,5,"June 30, 2016"
15,Healthcare Equipment & Supplies,2,0,2,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,"June 30, 2016"
16,Healthcare Services,9211,0,9211,1372,0,1372,23,0,23,3,0,3,-20,0,-20,-3,0,-3,9087,0,9087,1344,0,1344,"June 30, 2016"
17,"Hotels, Restaurants & Tourism",5957,125,6082,887,19,906,-123,0,-123,-18,0,-18,-29,0,-29,-4,0,-4,6212,125,6337,919,18,937,"June 30, 2016"
18,Household & Personal Products,73209,0,73209,10901,0,10901,49,0,49,7,0,7,49,0,49,7,0,7,76184,0,76184,11267,0,11267,"June 30, 2016"
19,Media,31291,759,32050,4659,113,4772,116,-8,108,17,-1,16,2,-3,-1,0,0,0,31320,759,32078,4632,112,4744,"June 30, 2016"
