0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
,,"AUC as on June 15, 2018","AUC as on June 15, 2018","AUC as on June 15, 2018","AUC as on June 15, 2018","AUC as on June 15, 2018","AUC as on June 15, 2018","AUC as on June 15, 2018","AUC as on June 15, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","AUC as on June 30, 2018","AUC as on June 30, 2018","AUC as on June 30, 2018","AUC as on June 30, 2018","AUC as on June 30, 2018","AUC as on June 30, 2018","AUC as on June 30, 2018","AUC as on June 30, 2018","June 30, 2018"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"June 30, 2018"
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,"June 30, 2018"
1,Automobiles & Auto Components,214791,347,0,215138,31599,51,0,31650,-491,0,0,-491,-72,0,0,-72,-414,-29,0,-443,-60,-4,0,-64,208053,317,0,208370,30339,46,0,30385,"June 30, 2018"
2,Total Financial Services,967177,60105,0,1027282,142287,8842,0,151130,926,-1464,0,-538,136,-215,0,-79,-1137,-412,0,-1549,-166,-60,0,-226,966939,59780,0,1026719,141004,8717,0,149721,"June 30, 2018"
2a,Banks,556991,7032,0,564023,81942,1034,0,82977,1489,-143,0,1346,219,-21,0,198,-1062,-42,0,-1104,-155,-6,0,-161,554861,7014,0,561875,80913,1023,0,81936,"June 30, 2018"
2b,Other Financial Services1,410186,53074,0,463260,60345,7808,0,68153,-563,-1321,0,-1884,-83,-194,0,-277,-75,-370,0,-445,-11,-54,0,-65,412078,52766,0,464844,60091,7695,0,67786,"June 30, 2018"
3,Capital Goods,112627,1185,0,113812,16569,174,0,16743,-284,0,0,-284,-42,0,0,-42,-1651,0,0,-1651,-241,0,0,-241,103939,1185,0,105124,15157,173,0,15330,"June 30, 2018"
4,Chemicals & Petrochemicals,37837,0,0,37837,5566,0,0,5566,201,0,0,201,30,0,0,30,-349,0,0,-349,-51,0,0,-51,34821,0,0,34821,5078,0,0,5078,"June 30, 2018"
5,Coal,9596,0,0,9596,1412,0,0,1412,208,0,0,208,31,0,0,31,7,0,0,7,1,0,0,1,9085,0,0,9085,1325,0,0,1325,"June 30, 2018"
6,Commercial Services & Supplies,8357,200,0,8557,1229,29,0,1258,-62,0,0,268,39,0,0,39,-25,0,0,-25,-4,0,0,-4,7376,200,0,7576,1076,29,0,1105,"June 30, 2018"
7,Construction Materials,64931,779,0,65710,9552,115,0,9667,-244,-24,0,-268,-36,-4,0,-40,-630,0,0,-630,-92,0,0,-92,63800,779,0,64579,9304,114,0,9418,"June 30, 2018"
8,Consumer Durables,37428,0,0,37428,5506,0,0,5506,-536,0,0,-536,-79,0,0,-79,-264,0,0,-264,-38,0,0,-38,36444,0,0,36444,5314,0,0,5314,"June 30, 2018"
9,Diversified2,2395,0,0,2395,352,0,0,352,-14,0,0,-14,-2,0,0,-2,-19,0,0,-19,-3,0,0,-3,2337,0,0,2337,341,0,0,341,"June 30, 2018"
10,Diversified Consumer Services,2802,0,0,2802,412,0,0,412,13,0,0,13,2,0,0,2,13,0,0,13,2,0,0,2,2738,0,0,2738,399,0,0,399,"June 30, 2018"
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"June 30, 2018"
12,"Food, Beverages & Tobacco",111107,612,0,111719,16346,90,0,16436,-574,0,0,-575,-85,0,0,-85,-444,0,0,-444,-65,0,0,-65,101423,612,0,102035,14790,89,0,14879,"June 30, 2018"
13,Forest Materials,1860,0,0,1860,274,0,0,274,-11,0,0,-11,-2,0,0,-2,-8,0,0,-8,-1,0,0,-1,1657,0,0,1657,242,0,0,242,"June 30, 2018"
14,General Industrials,21396,385,0,21781,3148,57,0,3205,-167,0,0,-167,-25,0,0,-25,-43,0,0,-43,-6,0,0,-6,19825,385,0,20210,2891,56,0,2947,"June 30, 2018"
15,Hardware Technology & Equipment,62,0,0,62,9,0,0,9,-3,0,0,-3,0,0,0,0,-1,0,0,-1,0,0,0,0,53,0,0,53,8,0,0,8,"June 30, 2018"
16,Healthcare Equipment & Supplies,101,0,0,101,15,0,0,15,0,0,0,0,0,0,0,0,-3,0,0,-3,0,0,0,0,93,0,0,93,13,0,0,13,"June 30, 2018"
17,Healthcare Services,13473,0,0,13473,1982,0,0,1982,101,0,0,101,15,0,0,15,169,0,0,169,25,0,0,25,13755,0,0,13755,2006,0,0,2006,"June 30, 2018"
18,"Hotels, Restaurants & Tourism",13891,4,0,13895,2044,1,0,2045,162,0,0,162,24,0,0,24,-109,0,0,-109,-16,0,0,-16,10134,4,0,10138,1478,1,0,1479,"June 30, 2018"
19,Household & Personal Products,101422,0,0,101422,14921,0,0,14921,-900,0,0,-900,-132,0,0,-132,-190,0,0,-190,-28,0,0,-28,101888,0,0,101888,14858,0,0,14858,"June 30, 2018"
20,Insurance,7993,0,0,7993,1176,0,0,1176,593,0,0,593,87,0,0,87,73,0,0,73,11,0,0,11,8044,0,0,8044,1173,0,0,1173,"June 30, 2018"
21,Media,35278,340,0,35618,5190,50,0,5240,-109,0,0,-109,-16,0,0,-16,-268,0,0,-268,-39,0,0,-39,33569,340,0,33909,4895,50,0,4945,"June 30, 2018"
22,Metals & Mining,68982,674,0,69656,10148,99,0,10247,-391,-1,0,-392,-58,0,0,-58,-134,-2,0,-136,-20,0,0,-20,67248,673,0,67921,9807,98,0,9905,"June 30, 2018"
23,Oil & Gas,215428,1858,0,217286,31693,273,0,31966,293,0,0,293,43,0,0,43,-1888,83,0,-1805,-275,12,0,-263,202942,1944,0,204886,29594,283,0,29877,"June 30, 2018"
24,Pharmaceuticals & Biotechnology,118226,0,0,118226,17393,0,0,17393,-487,0,0,-487,-72,0,0,-72,254,0,0,254,37,0,0,37,115889,0,0,115889,16900,0,0,16900,"June 30, 2018"
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"June 30, 2018"
26,Realty,25106,522,0,25628,3693,77,0,3770,0,0,0,0,0,0,0,0,103,0,0,103,15,0,0,15,24973,522,0,25495,3642,76,0,3718,"June 30, 2018"
27,Retailing,26221,300,0,26521,3858,44,0,3902,245,0,0,245,36,0,0,36,-76,0,0,-76,-11,0,0,-11,26122,300,0,26422,3809,44,0,3853,"June 30, 2018"
28,Software & Services,330779,0,0,330779,48663,0,0,48663,-1744,0,0,-1744,-257,0,0,-257,-1413,0,0,-1413,-206,0,0,-206,328039,0,0,328039,47836,0,0,47836,"June 30, 2018"
29,Telecom Services,62142,2265,0,64407,9142,333,0,9475,200,0,0,200,29,0,0,29,134,0,0,134,20,0,0,20,62759,2265,0,65024,9152,330,0,9482,"June 30, 2018"
30,Telecommunications Equipment,367,0,0,367,54,0,0,54,18,0,0,18,3,0,0,3,8,0,0,8,1,0,0,1,332,0,0,332,48,0,0,48,"June 30, 2018"
31,"Textiles, Apparels & Accessories",42877,0,0,42877,6308,0,0,6308,-138,0,0,-138,-20,0,0,-20,202,0,0,202,30,0,0,30,42271,0,0,42271,6164,0,0,6164,"June 30, 2018"
