0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
32,Transportation,39268,699,0,39967,5777,103,0,5880,501,0,0,501,74,0,0,74,2260,0,0,2260,330,0,0,330,31743,699,0,32442,4629,102,0,4731,"June 30, 2018"
32 a,Airlines,7521,699,0,8220,1106,103,0,1209,413,0,0,413,61,0,0,61,94,0,0,94,14,0,0,14,6805,699,0,7504,992,102,0,1094,"June 30, 2018"
32 b,Logistics,1981,0,0,1981,291,0,0,291,-73,0,0,-73,-11,0,0,-11,-36,0,0,-36,-5,0,0,-5,1891,0,0,1891,276,0,0,276,"June 30, 2018"
32 c,Marine Port & Services,16189,0,0,16189,2382,0,0,2382,134,0,0,134,20,0,0,20,2199,0,0,2199,321,0,0,321,17982,0,0,17982,2622,0,0,2622,"June 30, 2018"
32 d,Roads & Highways,3941,0,0,3941,580,0,0,580,-109,0,0,-109,-16,0,0,-16,30,0,0,30,4,0,0,4,3524,0,0,3524,514,0,0,514,"June 30, 2018"
32 e,Shipping,1414,0,0,1414,208,0,0,208,-1,0,0,-1,0,0,0,0,-13,0,0,-13,-2,0,0,-2,1262,0,0,1262,184,0,0,184,"June 30, 2018"
32 f,Surface Transportation,57,0,0,57,8,0,0,8,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,57,8,0,0,8,"June 30, 2018"
32 g,Transport Related Services,8163,0,0,8163,1201,0,0,1201,139,0,0,139,20,0,0,20,-15,0,0,-15,-2,0,0,-2,223,0,0,223,33,0,0,33,"June 30, 2018"
33,Utilities3,78838,6724,0,85562,11598,989,0,12587,1402,-14,0,1388,206,-2,0,204,-313,4,0,-309,-46,1,0,-45,76490,6731,0,83221,11154,982,0,12136,"June 30, 2018"
34,Sovereign,0,218804,0,218804,0,32189,0,32189,0,-2637,0,-2637,0,-388,0,-388,0,-6428,0,-6428,0,-937,0,-937,0,213403,0,213403,0,31119,0,31119,"June 30, 2018"
35,Others4,45084,123145,2463,170692,6632,18117,362,25111,462,-545,-8,-421,19,-80,-1,-62,2153,500,14,2667,314,73,2,389,67053,123804,2475,193332,9778,18054,361,28193,"June 30, 2018"
,Grand Total,2817840,418949,2463,3239252,414548,61634,362,476544,-831,-4685,-8,-5524,-143,-609,-1,-752,-4000,-6286,14,-10272,-583,-917,2,-1498,2771834,413943,2475,3188252,404203,60363,361,464927,"June 30, 2018"
