0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on March 31, 2021","AUC as on March 31, 2021","AUC as on March 31, 2021","AUC as on March 31, 2021","AUC as on March 31, 2021","AUC as on March 31, 2021","AUC as on March 31, 2021","AUC as on March 31, 2021","AUC as on March 31, 2021","AUC as on March 31, 2021","Net Investment March 16-31, 2021","Net Investment March 16-31, 2021","Net Investment March 16-31, 2021","Net Investment March 16-31, 2021","Net Investment March 16-31, 2021","Net Investment March 16-31, 2021","Net Investment March 16-31, 2021","Net Investment March 16-31, 2021","Net Investment March 16-31, 2021","Net Investment March 16-31, 2021","Net Investment April 01-15, 2021","Net Investment April 01-15, 2021","Net Investment April 01-15, 2021","Net Investment April 01-15, 2021","Net Investment April 01-15, 2021","Net Investment April 01-15, 2021","Net Investment April 01-15, 2021","Net Investment April 01-15, 2021","Net Investment April 01-15, 2021","Net Investment April 01-15, 2021","AUC as on April 15, 2021","AUC as on April 15, 2021","AUC as on April 15, 2021","AUC as on April 15, 2021","AUC as on April 15, 2021","AUC as on April 15, 2021","AUC as on April 15, 2021","AUC as on April 15, 2021","AUC as on April 15, 2021","AUC as on April 15, 2021","April 15, 2021"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"April 15, 2021"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"April 15, 2021"
1,Automobiles & Auto Components,188896,317,0,0,189213,25699,43,0,0,25742,-319,0,0,0,-319,-43,0,0,0,-43,-138,0,0,0,-138,-18,0,0,0,-18,183909,317,0,0,184226,24466,42,0,0,24508,"April 15, 2021"
2,Total Financial Services,1357048,26025,12564,0,1395637,184621,3541,1709,0,189871,-223,-246,349,0,-120,-30,-33,47,0,-16,-5896,-135,177,0,-5854,-785,-18,23,0,-780,1322261,26475,12598,0,1361334,175903,3522,1676,0,181101,"April 15, 2021"
2a,Banks,799410,6469,107,0,805986,108756,880,15,0,109651,-3188,-56,0,0,-3244,-434,-8,0,0,-442,-4761,-186,0,0,-4947,-634,-25,0,0,-659,771012,6283,107,0,777402,102569,836,14,0,103419,"April 15, 2021"
2b,Other Financial Services1,557638,19557,12457,0,589652,75864,2661,1695,0,80220,2965,-190,349,0,3124,403,-26,47,0,424,-1135,51,177,0,-907,-151,7,23,0,-121,551249,20192,12492,0,583933,73334,2686,1662,0,77682,"April 15, 2021"
3,Capital Goods,160050,168,65,0,160283,21774,23,9,0,21806,758,0,0,0,758,103,0,0,0,103,345,0,-5,0,340,46,0,-1,0,45,158813,168,60,0,159041,21127,22,8,0,21157,"April 15, 2021"
4,Chemicals & Petrochemicals,62031,0,480,0,62511,8439,0,65,0,8504,856,0,0,0,856,116,0,0,0,116,-40,0,0,0,-40,-5,0,0,0,-5,62598,0,480,0,63078,8328,0,64,0,8392,"April 15, 2021"
5,Coal,5269,0,0,0,5269,717,0,0,0,717,-138,0,0,0,-138,-19,0,0,0,-19,31,0,0,0,31,4,0,0,0,4,5209,0,0,0,5209,693,0,0,0,693,"April 15, 2021"
