0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,ReportDate
,,"AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","AUC as on May 31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment May 16-31, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","Net Investment June 01-15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","AUC as on June 15, 2025","June 15,2025"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"June 15,2025"
,,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,"June 15,2025"
Sr. No.,Sectors,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,"June 15,2025"
1,Automobile and Auto Components,491804,32,220,0,0,0,0,0,0,0,0,492056,57536,4,26,0,0,0,0,0,0,0,0,57566,-1509,0,0,0,0,0,0,0,0,0,0,-1509,-177,0,0,0,0,0,0,0,0,0,0,-177,-296,0,0,0,0,0,0,0,0,0,0,-296,-34,0,0,0,0,0,0,0,0,0,0,-34,490153,32,220,0,0,0,0,0,0,0,0,490405,56930,4,26,0,0,0,0,0,0,0,0,56960,"June 15,2025"
2,Capital Goods,378879,623,39,0,0,0,0,0,0,0,0,379541,44325,73,5,0,0,0,0,0,0,0,0,44403,3094,-5,0,0,0,0,0,0,0,0,0,3089,362,-1,0,0,0,0,0,0,0,0,0,361,1191,-3,0,0,0,0,0,0,0,0,0,1188,138,-1,0,0,0,0,0,0,0,0,0,137,379132,618,39,0,0,0,0,0,0,0,0,379789,44035,72,5,0,0,0,0,0,0,0,0,44112,"June 15,2025"
3,Chemicals,127574,0,523,0,0,0,0,0,0,0,0,128097,14925,0,61,0,0,0,0,0,0,0,0,14986,475,0,0,0,0,0,0,0,0,0,0,475,56,0,0,0,0,0,0,0,0,0,0,56,1405,0,0,0,0,0,0,0,0,0,0,1405,163,0,0,0,0,0,0,0,0,0,0,163,131258,0,523,0,0,0,0,0,0,0,0,131781,15245,0,61,0,0,0,0,0,0,0,0,15306,"June 15,2025"
4,Construction,127222,95,0,0,106,0,0,0,0,0,0,127423,14884,11,0,0,12,0,0,0,0,0,0,14907,457,0,0,0,-1,0,0,0,0,0,0,456,53,0,0,0,0,0,0,0,0,0,0,53,-224,0,0,0,-1,0,0,0,0,0,0,-225,-26,0,0,0,0,0,0,0,0,0,0,-26,124748,95,0,0,90,0,0,0,0,0,0,124933,14489,11,0,0,10,0,0,0,0,0,0,14510,"June 15,2025"
5,Construction Materials,113475,1250,0,0,0,0,0,0,0,0,0,114725,13275,146,0,0,0,0,0,0,0,0,0,13421,420,0,0,0,0,0,0,0,0,0,0,420,49,0,0,0,0,0,0,0,0,0,0,49,-584,0,0,0,0,0,0,0,0,0,0,-584,-68,0,0,0,0,0,0,0,0,0,0,-68,114767,1250,0,0,0,0,0,0,0,0,0,116017,13330,145,0,0,0,0,0,0,0,0,0,13475,"June 15,2025"
6,Consumer Durables,191917,0,0,0,0,0,0,0,0,0,0,191917,22452,0,0,0,0,0,0,0,0,0,0,22452,-1112,0,0,0,0,0,0,0,0,0,0,-1112,-130,0,0,0,0,0,0,0,0,0,0,-130,-1893,0,0,0,0,0,0,0,0,0,0,-1893,-220,0,0,0,0,0,0,0,0,0,0,-220,186335,0,0,0,0,0,0,0,0,0,0,186335,21642,0,0,0,0,0,0,0,0,0,0,21642,"June 15,2025"
