0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC  as on January 15, 2014","AUC  as on January 15, 2014","AUC  as on January 15, 2014","AUC  as on January 15, 2014","AUC  as on January 15, 2014","AUC  as on January 15, 2014","Net  Investment  January 01-15, 2014","Net  Investment  January 01-15, 2014","Net  Investment  January 01-15, 2014","Net  Investment  January 01-15, 2014","Net  Investment  January 01-15, 2014","Net  Investment  January 01-15, 2014","Net  Investment  January 16-31, 2014","Net  Investment  January 16-31, 2014","Net  Investment  January 16-31, 2014","Net  Investment  January 16-31, 2014","Net  Investment  January 16-31, 2014","Net  Investment  January 16-31, 2014","AUC  as on January 31, 2014","AUC  as on January 31, 2014","AUC  as on January 31, 2014","AUC  as on January 31, 2014","AUC  as on January 31, 2014","AUC  as on January 31, 2014","January 31, 2014"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,"January 31, 2014"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"January 31, 2014"
1,Automobiles  & Auto Components,66058,0,66058,10726,0,10726,-96,0,-96,-16,0,-16,162,0,162,26,0,26,64030,0,64030,10249,0,10249,"January 31, 2014"
2,Total Financial Services,329925,26454,356380,53569,4295,57865,34,618,652,6,100,106,-387,780,393,-62,125,63,308084,27513,335597,49312,4404,53715,"January 31, 2014"
2a,Banks,191690,167,191857,31124,27,31151,-367,0,-367,-60,0,-60,-1387,0,-1387,-222,0,-222,175467,167,175634,28085,27,28112,"January 31, 2014"
2b,Other  Financial Services1,138236,26287,164523,22445,4268,26713,401,618,1019,65,100,165,1000,780,1780,160,125,285,132618,27345,159963,21227,4377,25604,"January 31, 2014"
3,Capital  Goods,74811,451,75262,12147,73,12220,-271,0,-271,-44,0,-44,-61,0,-61,-10,0,-10,71180,451,71632,11393,72,11465,"January 31, 2014"
4,Chemicals  & Petrochemicals,11862,4,11866,1926,1,1927,73,0,73,12,0,12,-59,-1,-60,-9,0,-10,11183,3,11186,1790,0,1790,"January 31, 2014"
5,Coal,10486,0,10486,1703,0,1703,-58,0,-58,-9,0,-9,140,0,140,22,0,22,8899,0,8899,1424,0,1424,"January 31, 2014"
