0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC  as on October 31, 2013","AUC  as on October 31, 2013","AUC  as on October 31, 2013","AUC  as on October 31, 2013","AUC  as on October 31, 2013","AUC  as on October 31, 2013","Net  Investment  October 16-31, 2013","Net  Investment  October 16-31, 2013","Net  Investment  October 16-31, 2013","Net  Investment  October 16-31, 2013","Net  Investment  October 16-31, 2013","Net  Investment  October 16-31, 2013","Net  Investment  November 1-15, 2013","Net  Investment  November 1-15, 2013","Net  Investment  November 1-15, 2013","Net  Investment  November 1-15, 2013","Net  Investment  November 1-15, 2013","Net  Investment  November 1-15, 2013","AUC  as on November 15, 2013","AUC  as on November 15, 2013","AUC  as on November 15, 2013","AUC  as on November 15, 2013","AUC  as on November 15, 2013","AUC  as on November 15, 2013","November 15, 2013"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,"November 15, 2013"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"November 15, 2013"
1,Automobiles  & Auto Components,63485,0,63485,10338,0,10338,480,0,480,78,0,78,141,0,141,22,0,22,63533,0,63533,10145,0,10145,"November 15, 2013"
2,Total Financial Services,329491,28046,357537,53654,4567,58221,2261,-1565,696,368,-255,113,187,-842,-655,30,-134,-105,312443,27006,339449,49891,4312,54203,"November 15, 2013"
2a,Banks,193188,167,193356,31459,27,31486,1587,0,1587,258,0,258,-279,0,-279,-45,0,-45,182246,167,182413,29101,27,29128,"November 15, 2013"
2b,Other  Financial Services1,136303,27879,164182,22195,4540,26735,674,-1565,-891,110,-255,-145,466,-842,-376,74,-134,-60,130197,26839,157036,20790,4286,25076,"November 15, 2013"
3,Capital  Goods,68608,451,69059,11172,73,11246,842,20,862,137,3,140,514,0,514,82,0,82,68928,451,69379,11007,72,11079,"November 15, 2013"
4,Chemicals  & Petrochemicals,10123,4,10127,1648,1,1649,169,0,169,28,0,28,229,0,229,37,0,37,10264,4,10268,1639,1,1640,"November 15, 2013"
5,Coal,10364,0,10364,1688,0,1688,-13,0,-13,-2,0,-2,152,0,152,24,0,24,10042,0,10042,1603,0,1603,"November 15, 2013"
6,Commercial  Services & Supplies,6414,0,6414,1044,0,1044,36,0,36,6,0,6,33,0,33,5,0,5,7280,0,7280,1163,0,1163,"November 15, 2013"
7,Construction  Materials,27633,0,27633,4500,0,4500,176,0,176,29,0,29,-29,0,-29,-5,0,-5,26198,0,26198,4183,0,4183,"November 15, 2013"
8,Consumer  Durables,3867,0,3867,630,0,630,58,0,58,10,0,10,7,0,7,1,0,1,3813,0,3813,609,0,609,"November 15, 2013"
9,Diversified2,2820,0,2820,459,0,459,14,0,14,2,0,2,-10,0,-10,-2,0,-2,2768,0,2768,442,0,442,"November 15, 2013"
10,Diversified  Consumer Services,153,0,153,25,0,25,-1,0,-1,0,0,0,0,0,0,0,0,0,156,0,156,25,0,25,"November 15, 2013"
11,"Food,  Beverages & Tobacco",89173,200,89373,14521,33,14553,208,200,408,34,33,66,-78,0,-78,-12,0,-12,83716,109,83826,13368,17,13385,"November 15, 2013"
