0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC  as on May 31, 2012","AUC  as on May 31, 2012","AUC  as on May 31, 2012","AUC  as on May 31, 2012","AUC  as on May 31, 2012","AUC  as on May 31, 2012","Net  Investment  May 16-31, 2012","Net  Investment  May 16-31, 2012","Net  Investment  May 16-31, 2012","Net  Investment  May 16-31, 2012","Net  Investment  May 16-31, 2012","Net  Investment  May 16-31, 2012","Net  Investment  June 1-15, 2012","Net  Investment  June 1-15, 2012","Net  Investment  June 1-15, 2012","Net  Investment  June 1-15, 2012","Net  Investment  June 1-15, 2012","Net  Investment  June 1-15, 2012","AUC  as on June 15, 2012","AUC  as on June 15, 2012","AUC  as on June 15, 2012","AUC  as on June 15, 2012","AUC  as on June 15, 2012","AUC  as on June 15, 2012","June 15, 2012"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,"June 15, 2012"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"June 15, 2012"
1,Automobiles  & Auto Components,44420,0,44420,7873,0,7873,-237,0,-237,-42,0,-42,-421,0,-421,-75,0,-75,46102,0,46102,8267,0,8267,"June 15, 2012"
2,Total Financial Services,249369,33704,283073,44197,5974,50170,-232,-1533,-1766,-41,-272,-313,914,-2538,-1624,164,-455,-291,259548,31462,291010,46545,5642,52187,"June 15, 2012"
2a,Banks,141538,9,141547,25085,2,25087,-406,0,-406,-72,0,-72,734,0,734,132,0,132,151099,9,151107,27097,2,27098,"June 15, 2012"
2b,Other  Financial Services1,107831,33696,141527,19111,5972,25083,174,-1533,-1360,31,-272,-241,180,-2538,-2358,32,-455,-423,108449,31453,139902,19448,5641,25089,"June 15, 2012"
3,Capital  Goods,56011,463,56474,9927,82,10009,-996,0,-996,-176,0,-176,-478,0,-478,-86,0,-86,57862,463,58324,10376,83,10459,"June 15, 2012"
4,Chemicals  & Petrochemicals,7402,0,7402,1312,0,1312,2,0,2,0,0,0,-41,0,-41,-7,0,-7,7337,0,7337,1316,0,1316,"June 15, 2012"
5,Coal,11706,0,11706,2075,0,2075,-12,0,-12,-2,0,-2,12,0,12,2,0,2,12366,0,12366,2218,0,2218,"June 15, 2012"
6,Commercial  Services & Supplies,6474,0,6474,1147,0,1147,20,0,20,4,0,4,-35,0,-35,-6,0,-6,5721,0,5721,1026,0,1026,"June 15, 2012"
7,Construction  Materials,18997,60,19057,3367,11,3378,100,0,100,18,0,18,118,0,118,21,0,21,20326,60,20386,3645,11,3656,"June 15, 2012"
8,Consumer  Durables,8998,0,8998,1595,0,1595,141,0,141,25,0,25,68,0,68,12,0,12,8857,0,8857,1588,0,1588,"June 15, 2012"
9,Diversified2,2121,45,2166,376,8,384,-21,0,-21,-4,0,-4,-29,-45,-74,-5,-8,-13,2136,0,2136,383,0,383,"June 15, 2012"
10,Diversified  Consumer Services,474,0,474,84,0,84,-8,0,-8,-1,0,-1,-20,0,-20,-4,0,-4,438,0,438,79,0,79,"June 15, 2012"
11,"Food,  Beverages & Tobacco",50863,76,50939,9015,14,9028,-19,0,-19,-3,0,-3,-97,0,-97,-17,0,-17,54052,76,54128,9693,14,9707,"June 15, 2012"
12,Forest  Materials,431,0,431,76,0,76,2,0,2,0,0,0,-1,0,-1,0,0,0,416,0,416,75,0,75,"June 15, 2012"
13,General  Industrials,5626,0,5626,997,0,997,-28,0,-28,-5,0,-5,13,0,13,2,0,2,5779,0,5779,1036,0,1036,"June 15, 2012"
14,Hardware  Technology & Equipment,301,0,301,53,0,53,-3,0,-3,0,0,0,-2,0,-2,0,0,0,277,0,277,50,0,50,"June 15, 2012"
15,Healthcare  Equipment & Supplies,1451,0,1451,257,0,257,-7,0,-7,-1,0,-1,-13,0,-13,-2,0,-2,1304,0,1304,234,0,234,"June 15, 2012"
16,Healthcare  Services,3684,0,3684,653,0,653,6,0,6,1,0,1,-5,0,-5,-1,0,-1,3510,0,3510,629,0,629,"June 15, 2012"
17,"Hotels,  Restaurants & Tourism",4543,100,4643,805,18,823,16,0,16,3,0,3,9,0,9,2,0,2,4326,100,4426,776,18,794,"June 15, 2012"
18,Household  & Personal Products,34639,0,34639,6139,0,6139,405,0,405,72,0,72,282,0,282,50,0,50,35655,0,35655,6394,0,6394,"June 15, 2012"
19,Media,8768,58,8826,1554,10,1564,-28,0,-28,-5,0,-5,-84,-58,-141,-15,-10,-25,8926,0,8926,1601,0,1601,"June 15, 2012"
20,Metals  & Mining,36614,880,37494,6489,156,6645,-188,0,-188,-33,0,-33,-3,0,-3,-1,0,-1,37089,880,37969,6651,158,6809,"June 15, 2012"
21,Oil  & Gas,60427,10080,70507,10710,1787,12496,-404,-83,-486,-72,-15,-86,9,-563,-555,2,-101,-99,62152,9563,71715,11146,1715,12861,"June 15, 2012"
22,Pharmaceuticals  & Biotechnology,48127,165,48291,8530,29,8559,-201,0,-201,-36,0,-36,93,-48,45,17,-9,8,48157,115,48272,8636,21,8657,"June 15, 2012"
23,Realty,13714,55,13769,2431,10,2440,15,0,15,3,0,3,25,0,25,4,0,4,14238,55,14293,2553,10,2563,"June 15, 2012"
24,Retailing,2455,0,2455,435,0,435,14,0,14,3,0,3,-6,0,-6,-1,0,-1,2554,0,2554,458,0,458,"June 15, 2012"
25,Software  & Services,115437,0,115437,20459,0,20459,-17,0,-17,-3,0,-3,-302,0,-302,-54,0,-54,117209,0,117209,21019,0,21019,"June 15, 2012"
26,Telecom  Services,25041,1400,26441,4438,248,4686,105,0,105,19,0,19,-138,0,-138,-25,0,-25,25632,1400,27032,4597,251,4848,"June 15, 2012"
27,Telecommunications  Equipment,110,0,110,19,0,19,0,0,0,0,0,0,-2,0,-2,0,0,0,118,0,118,21,0,21,"June 15, 2012"
28,"Textiles,  Apparels & Accessories",13249,0,13249,2348,0,2348,67,0,67,12,0,12,30,0,30,5,0,5,13448,0,13448,2412,0,2412,"June 15, 2012"
29,Transportation,9111,0,9111,1615,0,1615,78,0,78,14,0,14,97,0,97,17,0,17,9104,0,9104,1633,0,1633,"June 15, 2012"
29 a,Airlines,231,0,231,41,0,41,2,0,2,0,0,0,19,0,19,3,0,3,289,0,289,52,0,52,"June 15, 2012"
29 b,Logistics,745,0,745,132,0,132,0,0,0,0,0,0,-10,0,-10,-2,0,-2,725,0,725,130,0,130,"June 15, 2012"
29 c,Marine Port & Services,3452,0,3452,612,0,612,17,0,17,3,0,3,30,0,30,5,0,5,3296,0,3296,591,0,591,"June 15, 2012"
29 d,Roads & Highways,733,0,733,130,0,130,51,0,51,9,0,9,34,0,34,6,0,6,853,0,853,153,0,153,"June 15, 2012"
29 e,Shipping,944,0,944,167,0,167,6,0,6,1,0,1,3,0,3,1,0,1,983,0,983,176,0,176,"June 15, 2012"
