0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment January 01-15, 2021","Net Investment January 01-15, 2021","Net Investment January 01-15, 2021","Net Investment January 01-15, 2021","Net Investment January 01-15, 2021","Net Investment January 01-15, 2021","Net Investment January 01-15, 2021","Net Investment January 01-15, 2021","Net Investment January 01-15, 2021","Net Investment January 01-15, 2021","AUC as on January 15, 2021","AUC as on January 15, 2021","AUC as on January 15, 2021","AUC as on January 15, 2021","AUC as on January 15, 2021","AUC as on January 15, 2021","AUC as on January 15, 2021","AUC as on January 15, 2021","AUC as on January 15, 2021","AUC as on January 15, 2021","January 15, 2021"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"January 15, 2021"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"January 15, 2021"
1,Automobiles & Auto Components,180952,317,0,0,181269,24770,43,0,0,24813,1402,0,0,0,1402,192,0,0,0,192,2798,0,0,0,2798,383,0,0,0,383,196284,317,0,0,196601,26879,43,0,0,26922,"January 15, 2021"
2,Total Financial Services,1317036,26616,13482,14709,1371843,180284,3643,1845,2013,187785,3669,-115,-1930,-98,1526,502,-16,-264,-13,209,1247,-50,-531,-25,641,171,-7,-73,-3,88,1342029,26393,13178,15280,1396880,183778,3614,1805,2092,191289,"January 15, 2021"
2a,Banks,777131,6608,103,0,783842,106378,905,14,0,107297,968,-54,0,0,914,133,-7,0,0,126,-524,72,0,0,-452,-72,10,0,0,-62,787059,6649,103,0,793811,107780,910,14,0,108704,"January 15, 2021"
2b,Other Financial Services1,539905,20008,13379,14709,588001,73905,2739,1831,2013,80488,2700,-61,-1930,-98,611,370,-8,-264,-13,85,1771,-123,-531,-25,1092,242,-17,-73,-3,149,554970,19744,13075,15280,603069,75998,2704,1790,2092,82584,"January 15, 2021"
3,Capital Goods,135241,153,45,0,135439,18513,21,6,0,18540,947,0,0,0,947,130,0,0,0,130,2714,0,0,0,2714,372,0,0,0,372,144117,153,45,0,144315,19735,21,6,0,19762,"January 15, 2021"
4,Chemicals & Petrochemicals,49955,0,480,0,50435,6838,0,66,0,6904,723,0,0,0,723,99,0,0,0,99,403,0,0,0,403,55,0,0,0,55,52630,0,480,0,53110,7207,0,66,0,7273,"January 15, 2021"
5,Coal,5446,0,0,0,5446,746,0,0,0,746,72,0,0,0,72,10,0,0,0,10,418,0,0,0,418,57,0,0,0,57,6199,0,0,0,6199,849,0,0,0,849,"January 15, 2021"
