0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
,,"AUC as on March 15, 2019","AUC as on March 15, 2019","AUC as on March 15, 2019","AUC as on March 15, 2019","AUC as on March 15, 2019","AUC as on March 15, 2019","AUC as on March 15, 2019","AUC as on March 15, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","Net Investment March 16-31, 2019","Net Investment March 16-31, 2019","Net Investment March 16-31, 2019","Net Investment March 16-31, 2019","Net Investment March 16-31, 2019","Net Investment March 16-31, 2019","Net Investment March 16-31, 2019","Net Investment March 16-31, 2019","AUC as on March 31, 2019","AUC as on March 31, 2019","AUC as on March 31, 2019","AUC as on March 31, 2019","AUC as on March 31, 2019","AUC as on March 31, 2019","AUC as on March 31, 2019","AUC as on March 31, 2019","March 31, 2019"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"March 31, 2019"
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,"March 31, 2019"
1,Automobiles & Auto Components,167050,317,0,167367,24136,46,0,24182,81,0,0,81,12,0,0,12,-560,0,0,-560,-81,0,0,-81,157761,317,0,158078,22807,46,0,22853,"March 31, 2019"
2,Total Financial Services,1021577,55750,1966,1079293,147599,8055,284,155938,7001,594,-12,7583,1011,86,-2,1095,8801,4999,1,13801,1272,723,0,1995,1059990,59490,1991,1121471,153241,8600,288,162129,"March 31, 2019"
2a,Banks,600544,8133,0,608677,86767,1175,0,87942,4368,-31,0,4337,631,-5,0,626,4756,-191,0,4565,688,-28,0,660,626437,7946,0,634383,90563,1149,0,91712,"March 31, 2019"
2b,Other Financial Services1,421033,47618,1966,470617,60831,6880,284,67995,2633,625,-12,3246,380,90,-2,468,4045,5190,1,9236,585,750,0,1335,433553,51545,1991,487089,62678,7452,288,70418,"March 31, 2019"
3,Capital Goods,99262,413,0,99675,14341,60,0,14401,781,0,0,781,113,0,0,113,768,0,0,768,111,0,0,111,100021,313,0,100334,14460,45,0,14505,"March 31, 2019"
4,Chemicals & Petrochemicals,42218,0,0,42218,6100,0,0,6100,185,0,0,185,27,0,0,27,70,0,0,70,10,0,0,10,44153,0,0,44153,6383,0,0,6383,"March 31, 2019"
5,Coal,10470,0,0,10470,1513,0,0,1513,1048,0,0,1048,151,0,0,151,252,0,0,252,36,0,0,36,10522,0,0,10522,1521,0,0,1521,"March 31, 2019"
6,Commercial Services & Supplies,7839,200,0,8039,1133,29,0,1162,60,0,0,60,9,0,0,9,-5,0,0,-5,-1,0,0,-1,8045,200,0,8245,1163,29,0,1192,"March 31, 2019"
7,Construction Materials,56653,679,0,57332,8185,98,0,8283,380,0,0,380,55,0,0,55,82,0,0,82,12,0,0,12,58873,679,0,59552,8511,98,0,8609,"March 31, 2019"
8,Consumer Durables,40969,0,0,40969,5919,0,0,5919,140,0,0,140,20,0,0,20,397,0,0,397,57,0,0,57,42691,0,0,42691,6172,0,0,6172,"March 31, 2019"
9,Diversified2,4199,0,0,4199,607,0,0,607,-94,0,0,-94,-14,0,0,-14,-11,0,0,-11,-2,0,0,-2,4109,0,0,4109,594,0,0,594,"March 31, 2019"
10,Diversified Consumer Services,2832,0,0,2832,409,0,0,409,9,0,0,9,1,0,0,1,62,0,0,62,9,0,0,9,3039,0,0,3039,439,0,0,439,"March 31, 2019"
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"March 31, 2019"
12,"Food, Beverages & Tobacco",104685,662,0,105347,15125,96,0,15221,552,0,0,552,80,0,0,80,331,0,0,331,48,0,0,48,106530,662,0,107192,15401,96,0,15497,"March 31, 2019"
13,Forest Materials,1231,335,0,1566,178,48,0,226,-4,0,0,-4,-1,0,0,-1,-6,0,0,-6,-1,0,0,-1,1248,335,0,1583,180,48,0,228,"March 31, 2019"
14,General Industrials,18786,385,0,19171,2714,56,0,2770,128,0,0,128,18,0,0,18,49,0,0,49,7,0,0,7,18668,385,0,19053,2699,56,0,2755,"March 31, 2019"
15,Hardware Technology & Equipment,39,0,0,39,6,0,0,6,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,37,0,0,37,5,0,0,5,"March 31, 2019"
16,Healthcare Equipment & Supplies,97,0,0,97,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,98,14,0,0,14,"March 31, 2019"
17,Healthcare Services,14451,0,0,14451,2088,0,0,2088,-125,0,0,-125,-18,0,0,-18,29,0,0,29,4,0,0,4,15037,0,0,15037,2174,0,0,2174,"March 31, 2019"
18,"Hotels, Restaurants & Tourism",13814,4,0,13818,1996,1,0,1997,-51,0,0,-51,-7,0,0,-7,-138,75,0,-63,-20,11,0,-9,14405,104,0,14509,2083,15,0,2098,"March 31, 2019"
19,Household & Personal Products,100838,0,0,100838,14569,0,0,14569,178,0,0,178,26,0,0,26,378,0,0,378,55,0,0,55,100515,0,0,100515,14531,0,0,14531,"March 31, 2019"
20,Insurance,30485,0,0,30485,4404,0,0,4404,6780,0,0,6780,980,0,0,980,587,0,0,587,85,0,0,85,31134,0,0,31134,4501,0,0,4501,"March 31, 2019"
21,Media,28494,169,0,28663,4117,24,0,4141,-285,-61,0,-346,-41,-9,0,-50,-152,-1,0,-153,-22,0,0,-22,27807,180,0,27987,4020,26,0,4046,"March 31, 2019"
22,Metals & Mining,52739,411,0,53150,7620,59,0,7679,208,0,0,208,30,0,0,30,254,0,0,254,37,0,0,37,54060,411,0,54471,7815,59,0,7874,"March 31, 2019"
23,Oil & Gas,255253,6130,0,261383,36879,886,0,37765,2937,3218,0,6155,424,465,0,889,2964,408,0,3372,428,59,0,487,265520,6400,0,271920,38386,925,0,39311,"March 31, 2019"
24,Pharmaceuticals & Biotechnology,122462,950,0,123412,17693,137,0,17830,1138,0,0,1138,164,0,0,164,1005,0,0,1005,145,0,0,145,124211,950,0,125161,17957,137,0,18094,"March 31, 2019"
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"March 31, 2019"
26,Realty,24390,590,0,24980,3524,85,0,3609,-23,0,0,-23,-3,0,0,-3,-27,0,0,-27,-4,0,0,-4,26263,590,0,26853,3797,85,0,3882,"March 31, 2019"
27,Retailing,28157,300,0,28457,4068,43,0,4111,75,0,0,75,11,0,0,11,378,0,0,378,55,0,0,55,28305,300,0,28605,4092,43,0,4135,"March 31, 2019"
28,Software & Services,347896,0,0,347896,50264,0,0,50264,856,0,0,856,124,0,0,124,-310,0,0,-310,-45,0,0,-45,349389,0,0,349389,50511,0,0,50511,"March 31, 2019"
29,Telecom Services,58009,1823,0,59832,8381,263,0,8644,676,0,0,676,98,0,0,98,5,0,0,5,1,0,0,1,55666,1823,0,57489,8047,263,0,8310,"March 31, 2019"
30,Telecommunications Equipment,197,0,0,197,28,0,0,28,0,0,0,0,0,0,0,0,-3,0,0,-3,0,0,0,0,191,0,0,191,28,0,0,28,"March 31, 2019"
31,"Textiles, Apparels & Accessories",42671,0,0,42671,6165,0,0,6165,157,0,0,157,23,0,0,23,296,0,0,296,43,0,0,43,44327,0,0,44327,6408,0,0,6408,"March 31, 2019"
32,Transportation,40313,699,0,41012,5824,101,0,5925,321,0,0,321,46,0,0,46,90,0,0,90,13,0,0,13,41935,699,0,42634,6062,101,0,6163,"March 31, 2019"
32 a,Airlines,7615,699,0,8314,1100,101,0,1201,-33,0,0,-33,-5,0,0,-5,135,0,0,135,20,0,0,20,8515,699,0,9214,1231,101,0,1332,"March 31, 2019"
32 b,Logistics,1900,0,0,1900,275,0,0,275,-2,0,0,-2,0,0,0,0,-6,0,0,-6,-1,0,0,-1,1959,0,0,1959,283,0,0,283,"March 31, 2019"
32 c,Marine Port & Services,17731,0,0,17731,2562,0,0,2562,142,0,0,142,21,0,0,21,-15,0,0,-15,-2,0,0,-2,18335,0,0,18335,2651,0,0,2651,"March 31, 2019"
32 d,Roads & Highways,2974,0,0,2974,430,0,0,430,21,0,0,21,3,0,0,3,-28,0,0,-28,-4,0,0,-4,2846,0,0,2846,411,0,0,411,"March 31, 2019"
32 e,Shipping,1062,0,0,1062,153,0,0,153,3,0,0,3,0,0,0,0,5,0,0,5,1,0,0,1,1072,0,0,1072,155,0,0,155,"March 31, 2019"
32 f,Surface Transportation,46,0,0,46,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,49,7,0,0,7,"March 31, 2019"
32 g,Transport Related Services,8985,0,0,8985,1298,0,0,1298,189,0,0,189,27,0,0,27,-1,0,0,-1,0,0,0,0,9158,0,0,9158,1324,0,0,1324,"March 31, 2019"
33,Utilities3,87763,4481,0,92244,12680,647,0,13327,1404,-88,0,1316,203,-13,0,190,834,385,0,1219,121,56,0,177,89540,4756,0,94296,12945,688,0,13633,"March 31, 2019"
34,Sovereign,0,195515,0,195515,0,28248,0,28248,0,-3136,0,-3136,0,-453,0,-453,0,124,0,124,0,18,0,18,0,193791,0,193791,0,28016,0,28016,"March 31, 2019"
35,Others4,36227,133782,902,170911,5234,19329,130,24693,-6589,1972,0,-4617,-952,285,0,-667,-358,3512,2779,5933,-52,508,402,858,40821,141557,1837,184215,5901,20465,266,26632,"March 31, 2019"
,Grand Total,2862065,403595,2868,3268528,413515,58312,414,472241,17919,2499,-12,20406,2589,361,-2,2948,16061,9502,2780,28343,2322,1374,402,4098,2924910,413942,3828,3342680,422850,59843,553,483246,"March 31, 2019"
