0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on July 31, 2015","AUC as on July 31, 2015","AUC as on July 31, 2015","AUC as on July 31, 2015","AUC as on July 31, 2015","AUC as on July 31, 2015","Net Investment July 16-31, 2015","Net Investment July 16-31, 2015","Net Investment July 16-31, 2015","Net Investment July 16-31, 2015","Net Investment July 16-31, 2015","Net Investment July 16-31, 2015","Net Investment August 01-15, 2015","Net Investment August 01-15, 2015","Net Investment August 01-15, 2015","Net Investment August 01-15, 2015","Net Investment August 01-15, 2015","Net Investment August 01-15, 2015","AUC as on August 15, 2015","AUC as on August 15, 2015","AUC as on August 15, 2015","AUC as on August 15, 2015","AUC as on August 15, 2015","AUC as on August 15, 2015","August 15, 2015"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"August 15, 2015"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"August 15, 2015"
1,Automobiles & Auto Components,120654,0,120654,18851,0,18851,57,0,57,9,0,9,97,0,97,15,0,15,125297,0,125297,19240,0,19240,"August 15, 2015"
2,Total Financial Services,431259,60072,491331,67379,9385,76764,822,-553,268,128,-86,42,245,-1002,-757,38,-154,-116,422017,59231,481248,64804,9095,73899,"August 15, 2015"
2a,Banks,186381,1790,188172,29120,280,29399,-244,-82,-326,-38,-13,-51,198,325,523,30,50,80,185001,2122,187124,28408,326,28734,"August 15, 2015"
2b,Other Financial Services1,244878,58281,303159,38259,9106,47365,1066,-471,594,166,-74,93,47,-1327,-1280,7,-204,-197,237016,57109,294125,36395,8769,45165,"August 15, 2015"
3,Capital Goods,121554,867,122421,18991,136,19127,-354,0,-354,-55,0,-55,-204,0,-204,-31,0,-31,120645,867,121512,18526,133,18659,"August 15, 2015"
4,Chemicals & Petrochemicals,25307,0,25307,3954,0,3954,185,0,185,29,0,29,157,0,157,24,0,24,25440,0,25440,3906,0,3906,"August 15, 2015"
5,Coal,26255,0,26255,4102,0,4102,296,0,296,46,0,46,-114,0,-114,-17,0,-17,22472,0,22472,3451,0,3451,"August 15, 2015"
6,Commercial Services & Supplies,5051,200,5251,789,31,820,13,0,13,2,0,2,-39,0,-39,-6,0,-6,4961,200,5161,762,31,792,"August 15, 2015"
7,Construction Materials,42242,1230,43472,6600,192,6792,-13,0,-13,-2,0,-2,-163,0,-163,-25,0,-25,40985,1230,42215,6293,189,6482,"August 15, 2015"
8,Consumer Durables,4456,0,4456,696,0,696,7,0,7,1,0,1,36,0,36,6,0,6,4441,0,4441,682,0,682,"August 15, 2015"
9,Diversified2,5480,0,5480,856,0,856,21,0,21,3,0,3,5,0,5,1,0,1,5782,0,5782,888,0,888,"August 15, 2015"
10,Diversified Consumer Services,688,0,688,107,0,107,3,0,3,0,0,0,2,0,2,0,0,0,666,0,666,102,0,102,"August 15, 2015"
11,"Food, Beverages & Tobacco",96944,0,96944,15146,0,15146,9,0,9,1,0,1,-126,0,-126,-19,0,-19,94439,0,94439,14502,0,14502,"August 15, 2015"
12,Forest Materials,1174,0,1174,183,0,183,141,0,141,22,0,22,4,0,4,1,0,1,1123,0,1123,172,0,172,"August 15, 2015"
13,General Industrials,16683,385,17068,2606,60,2667,116,0,116,18,0,18,-44,0,-44,-7,0,-7,16652,385,17037,2557,59,2616,"August 15, 2015"
14,Hardware Technology & Equipment,63,0,63,10,0,10,14,0,14,2,0,2,-3,0,-3,0,0,0,59,0,59,9,0,9,"August 15, 2015"
15,Healthcare Equipment & Supplies,77,0,77,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,77,0,77,12,0,12,"August 15, 2015"
16,Healthcare Services,8978,0,8978,1403,0,1403,65,0,65,10,0,10,67,0,67,10,0,10,8958,0,8958,1376,0,1376,"August 15, 2015"
17,"Hotels, Restaurants & Tourism",9417,0,9417,1471,0,1471,44,0,44,7,0,7,-26,0,-26,-4,0,-4,9096,0,9096,1397,0,1397,"August 15, 2015"
18,Household & Personal Products,77293,130,77423,12076,20,12096,99,0,99,15,0,15,-307,0,-307,-47,0,-47,74463,135,74598,11434,21,11455,"August 15, 2015"
19,Media,29155,688,29843,4555,107,4663,197,0,197,31,0,31,31,-1,31,5,0,5,29618,689,30307,4548,106,4654,"August 15, 2015"
20,Metals & Mining,27019,1583,28602,4221,247,4469,-420,31,-389,-66,5,-61,-455,0,-455,-70,0,-70,24454,1583,26037,3755,243,3998,"August 15, 2015"
21,Oil & Gas,108275,892,109167,16916,139,17056,656,0,656,102,0,102,416,-55,361,64,-8,55,104257,839,105096,16009,129,16138,"August 15, 2015"
22,Pharmaceuticals & Biotechnology,180975,0,180975,28275,0,28275,-268,0,-268,-42,0,-42,69,0,69,11,0,11,192173,0,192173,29509,0,29509,"August 15, 2015"
23,Realty,15504,263,15767,2422,41,2463,443,0,443,69,0,69,-63,0,-63,-10,0,-10,15634,263,15897,2401,40,2441,"August 15, 2015"
24,Retailing,6762,0,6762,1056,0,1056,190,0,190,30,0,30,-10,0,-10,-2,0,-2,6827,0,6827,1048,0,1048,"August 15, 2015"
25,Software & Services,261356,0,261356,40833,0,40833,-472,0,-472,-74,0,-74,175,0,175,27,0,27,273590,0,273590,42012,0,42012,"August 15, 2015"
26,Telecom Services,53065,3601,56666,8291,563,8853,366,-139,227,57,-22,35,-71,0,-71,-11,0,-11,49276,3601,52877,7567,553,8120,"August 15, 2015"
27,Telecommunications Equipment,205,0,205,32,0,32,1,0,1,0,0,0,-1,0,-1,0,0,0,213,0,213,33,0,33,"August 15, 2015"
