0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
,,"AUC as on June 30, 2018","AUC as on June 30, 2018","AUC as on June 30, 2018","AUC as on June 30, 2018","AUC as on June 30, 2018","AUC as on June 30, 2018","AUC as on June 30, 2018","AUC as on June 30, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","Net Investment June 16-30, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","AUC as on July 15, 2018","AUC as on July 15, 2018","AUC as on July 15, 2018","AUC as on July 15, 2018","AUC as on July 15, 2018","AUC as on July 15, 2018","AUC as on July 15, 2018","AUC as on July 15, 2018","July 15, 2018"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"July 15, 2018"
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,"July 15, 2018"
1,Automobiles & Auto Components,208053,317,0,208370,30339,46,0,30385,-414,-29,0,-443,-60,-4,0,-64,-359,0,0,-359,-53,0,0,-53,214353,317,0,214670,31334,46,0,31380,"July 15, 2018"
2,Total Financial Services,966939,59780,0,1026719,141004,8717,0,149721,-1137,-412,0,-1549,-166,-60,0,-226,-1659,828,0,-831,-243,121,0,-122,989751,60572,0,1050323,144681,8854,0,153535,"July 15, 2018"
2a,Banks,554861,7014,0,561875,80913,1023,0,81936,-1062,-42,0,-1104,-155,-6,0,-161,-1207,-2,0,-1209,-176,0,0,-176,567661,6987,0,574648,82980,1021,0,84001,"July 15, 2018"
2b,Other Financial Services1,412078,52766,0,464844,60091,7695,0,67786,-75,-370,0,-445,-11,-54,0,-65,-452,830,0,378,-66,121,0,55,422090,53585,0,475675,61701,7833,0,69534,"July 15, 2018"
3,Capital Goods,103939,1185,0,105124,15157,173,0,15330,-1651,0,0,-1651,-241,0,0,-241,229,-2,0,227,33,0,0,33,105040,1183,0,106223,15355,173,0,15528,"July 15, 2018"
4,Chemicals & Petrochemicals,34821,0,0,34821,5078,0,0,5078,-349,0,0,-349,-51,0,0,-51,-86,0,0,-86,-13,0,0,-13,33558,0,0,33558,4906,0,0,4906,"July 15, 2018"
5,Coal,9085,0,0,9085,1325,0,0,1325,7,0,0,7,1,0,0,1,-4,0,0,-4,-1,0,0,-1,9219,0,0,9219,1348,0,0,1348,"July 15, 2018"
