0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on November 30, 2022","AUC as on November 30, 2022","AUC as on November 30, 2022","AUC as on November 30, 2022","AUC as on November 30, 2022","AUC as on November 30, 2022","AUC as on November 30, 2022","AUC as on November 30, 2022","AUC as on November 30, 2022","AUC as on November 30, 2022","Net Investment November 16-30, 2022","Net Investment November 16-30, 2022","Net Investment November 16-30, 2022","Net Investment November 16-30, 2022","Net Investment November 16-30, 2022","Net Investment November 16-30, 2022","Net Investment November 16-30, 2022","Net Investment November 16-30, 2022","Net Investment November 16-30, 2022","Net Investment November 16-30, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","December 15, 2022"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"December 15, 2022"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"December 15, 2022"
1,Automobile and Auto Components,271908,0,10,0,271918,33323,0,2,0,33325,800,0,0,0,800,98,0,0,0,98,47,0,0,0,47,6,0,0,0,6,265434,0,11,0,265445,32181,0,2,0,32183,"December 15, 2022"
2,Capital Goods,129454,403,0,0,129857,15865,49,0,0,15914,1098,0,0,0,1098,135,0,0,0,135,1984,0,0,0,1984,241,0,0,0,241,133992,403,0,0,134395,16245,49,0,0,16294,"December 15, 2022"
3,Chemicals,105523,0,0,0,105523,12932,0,0,0,12932,69,0,0,0,69,9,0,0,0,9,389,0,0,0,389,47,0,0,0,47,104792,0,0,0,104792,12705,0,0,0,12705,"December 15, 2022"
4,Construction,73356,623,2208,0,76187,8990,76,271,0,9337,612,0,0,0,612,75,0,0,0,75,1271,0,0,0,1271,154,0,0,0,154,78181,623,2208,0,81012,9479,76,268,0,9823,"December 15, 2022"
5,Construction Materials,84868,924,1060,0,86852,10401,113,130,0,10644,468,-118,153,0,503,57,-14,19,0,62,217,0,-81,0,136,26,0,-10,0,16,86122,924,1007,0,88053,10441,112,122,0,10675,"December 15, 2022"
6,Consumer Durables,169845,0,0,0,169845,20815,0,0,0,20815,-839,0,0,0,-839,-103,0,0,0,-103,-676,0,0,0,-676,-82,0,0,0,-82,164520,0,0,0,164520,19946,0,0,0,19946,"December 15, 2022"
7,Consumer Services,118749,419,420,0,119588,14553,52,51,0,14656,1157,0,0,0,1157,142,0,0,0,142,2676,0,0,0,2676,324,0,0,0,324,121270,419,445,0,122134,14703,51,54,0,14808,"December 15, 2022"
8,Diversified,1583,188,0,0,1771,194,23,0,0,217,17,0,0,0,17,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1588,188,0,0,1776,193,23,0,0,216,"December 15, 2022"
9,Fast Moving Consumer Goods,333231,175,128,0,333534,40839,21,16,0,40876,442,0,0,0,442,54,0,0,0,54,2649,0,0,0,2649,321,0,0,0,321,338180,175,128,0,338483,41000,21,15,0,41036,"December 15, 2022"
10,Financial Services,1612810,16568,5955,0,1635335,197656,2030,730,0,200416,2753,734,339,0,3826,337,90,41,0,468,-209,206,102,0,9,-25,25,12,0,12,1611737,16768,6060,0,1634565,195404,2033,735,0,198172,"December 15, 2022"
11,Forest Materials,1903,440,0,0,2343,233,54,0,0,287,69,0,0,0,69,9,0,0,0,9,23,-15,0,0,8,3,-2,0,0,1,1863,425,0,0,2288,226,52,0,0,278,"December 15, 2022"
12,Healthcare,241739,364,0,0,242103,29626,45,0,0,29671,537,0,0,0,537,66,0,0,0,66,1283,0,0,0,1283,155,0,0,0,155,236566,364,0,0,236930,28681,44,0,0,28725,"December 15, 2022"
13,Information Technology,534674,0,340,0,535014,65526,0,42,0,65568,854,0,0,0,854,105,0,0,0,105,-1314,0,0,0,-1314,-159,0,0,0,-159,514985,0,340,0,515325,62436,0,41,0,62477,"December 15, 2022"
14,"Media, Entertainment & Publication",22560,0,155,0,22715,2765,0,19,0,2784,-218,0,0,0,-218,-27,0,0,0,-27,-221,0,0,0,-221,-27,0,0,0,-27,22046,0,155,0,22201,2673,0,19,0,2692,"December 15, 2022"
15,Metals & Mining,167640,16,12,0,167668,20545,2,1,0,20548,798,0,0,0,798,98,0,0,0,98,1391,0,0,0,1391,169,0,0,0,169,173394,16,12,0,173422,21022,2,1,0,21025,"December 15, 2022"
16,"Oil, Gas & Consumable Fuels",583358,321,282,0,583961,71493,39,35,0,71567,1009,0,0,0,1009,124,0,0,0,124,-2230,0,0,0,-2230,-270,0,0,0,-270,558113,321,282,0,558716,67665,39,34,0,67738,"December 15, 2022"
17,Power,226118,1181,205,7819,235323,27712,145,25,958,28840,-938,0,0,-4,-942,-115,0,0,0,-115,-1087,0,0,-3,-1090,-132,0,0,0,-132,214686,1181,205,7819,223891,26028,143,25,948,27144,"December 15, 2022"
18,Realty,55488,126,101,16734,72449,6800,15,12,2051,8878,-107,0,0,-126,-233,-13,0,0,-15,-28,3150,0,0,67,3217,382,0,0,8,390,58522,126,101,17018,75767,7095,15,12,2063,9185,"December 15, 2022"
