0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","AUC as on December 15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 01-15, 2022","Net Investment December 16-31, 2022","Net Investment December 16-31, 2022","Net Investment December 16-31, 2022","Net Investment December 16-31, 2022","Net Investment December 16-31, 2022","Net Investment December 16-31, 2022","Net Investment December 16-31, 2022","Net Investment December 16-31, 2022","Net Investment December 16-31, 2022","Net Investment December 16-31, 2022","AUC as on December 31, 2022","AUC as on December 31, 2022","AUC as on December 31, 2022","AUC as on December 31, 2022","AUC as on December 31, 2022","AUC as on December 31, 2022","AUC as on December 31, 2022","AUC as on December 31, 2022","AUC as on December 31, 2022","AUC as on December 31, 2022","December 31, 2022"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"December 31, 2022"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"December 31, 2022"
1,Automobile and Auto Components,265434,0,11,0,265445,32181,0,2,0,32183,47,0,0,0,47,6,0,0,0,6,-224,0,0,0,-224,-27,0,0,0,-27,258501,0,11,0,258512,31225,0,2,0,31227,"December 31, 2022"
2,Capital Goods,133992,403,0,0,134395,16245,49,0,0,16294,1984,0,0,0,1984,241,0,0,0,241,166,0,0,0,166,20,0,0,0,20,128667,402,0,0,129069,15542,48,0,0,15590,"December 31, 2022"
3,Chemicals,104792,0,0,0,104792,12705,0,0,0,12705,389,0,0,0,389,47,0,0,0,47,-620,0,0,0,-620,-75,0,0,0,-75,99657,0,0,0,99657,12038,0,0,0,12038,"December 31, 2022"
4,Construction,78181,623,2208,0,81012,9479,76,268,0,9823,1271,0,0,0,1271,154,0,0,0,154,-72,0,0,0,-72,-9,0,0,0,-9,74950,623,2208,0,77781,9053,75,267,0,9395,"December 31, 2022"
5,Construction Materials,86122,924,1007,0,88053,10441,112,122,0,10675,217,0,-81,0,136,26,0,-10,0,16,-57,0,0,0,-57,-7,0,0,0,-7,82781,924,1007,0,84712,9999,112,122,0,10233,"December 31, 2022"
6,Consumer Durables,164520,0,0,0,164520,19946,0,0,0,19946,-676,0,0,0,-676,-82,0,0,0,-82,130,0,0,0,130,16,0,0,0,16,162351,0,0,0,162351,19611,0,0,0,19611,"December 31, 2022"
7,Consumer Services,121270,419,445,0,122134,14703,51,54,0,14808,2676,0,0,0,2676,324,0,0,0,324,974,0,75,0,1049,118,0,9,0,127,117078,419,495,0,117992,14142,51,60,0,14253,"December 31, 2022"
