0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","October 31, 2021"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"October 31, 2021"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"October 31, 2021"
1,Automobiles & Auto Components,212805,0,0,0,212805,28259,0,0,0,28259,1683,0,0,0,1683,224,0,0,0,224,1126,0,0,0,1126,151,0,0,0,151,202455,0,0,0,202455,27071,0,0,0,27071,"October 31, 2021"
2,Total Financial Services,1612897,18788,7251,0,1638936,214185,2495,963,0,217643,536,-180,-1187,0,-831,72,-24,-158,0,-112,-2093,-332,-102,0,-2527,-280,-44,-14,0,-338,1591280,18428,7144,0,1616852,212778,2464,955,0,216197,"October 31, 2021"
2a,Banks,916029,5464,80,0,921573,121644,726,11,0,122381,1284,-10,-131,0,1143,170,-1,-17,0,152,-771,-32,0,0,-803,-103,-4,0,0,-107,907747,5429,80,0,913256,121380,726,11,0,122117,"October 31, 2021"
2b,Other Financial Services1,696868,13324,7171,0,717363,92541,1769,952,0,95262,-747,-170,-1056,0,-1973,-101,-23,-140,0,-266,-1323,-300,-102,0,-1725,-177,-40,-14,0,-231,683533,12999,7064,0,703596,91399,1738,945,0,94082,"October 31, 2021"
3,Capital Goods,146357,265,100,0,146722,19435,35,13,0,19483,1805,0,0,0,1805,240,0,0,0,240,137,0,0,0,137,18,0,0,0,18,145455,265,100,0,145820,19450,35,13,0,19498,"October 31, 2021"
4,Chemicals & Petrochemicals,88776,0,0,0,88776,11789,0,0,0,11789,96,0,0,0,96,13,0,0,0,13,-187,0,0,0,-187,-25,0,0,0,-25,81925,0,0,0,81925,10955,0,0,0,10955,"October 31, 2021"
5,Coal,7601,0,0,0,7601,1009,0,0,0,1009,-40,0,0,0,-40,-5,0,0,0,-5,275,0,0,0,275,37,0,0,0,37,7030,0,0,0,7030,940,0,0,0,940,"October 31, 2021"
6,Commercial Services & Supplies,39492,0,0,0,39492,5244,0,0,0,5244,187,0,0,0,187,25,0,0,0,25,-560,0,0,0,-560,-75,0,0,0,-75,34253,0,0,0,34253,4580,0,0,0,4580,"October 31, 2021"
7,Construction Materials,99047,1354,685,0,101086,13153,180,91,0,13424,-3364,0,0,0,-3364,-447,0,0,0,-447,-1096,0,0,0,-1096,-147,0,0,0,-147,98701,1354,685,0,100740,13198,181,92,0,13471,"October 31, 2021"
8,Consumer Durables,148968,0,0,0,148968,19782,0,0,0,19782,309,0,0,0,309,41,0,0,0,41,-625,0,0,0,-625,-84,0,0,0,-84,137047,0,0,0,137047,18325,0,0,0,18325,"October 31, 2021"
