0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
6,Commercial Services & Supplies,6591,200,0,6791,957,29,0,986,-8,0,0,-8,-1,0,0,-1,-75,0,0,-75,-11,0,0,-11,6455,200,0,6655,908,28,0,936,"August 15, 2019"
7,Construction Materials,58402,569,0,58971,8482,83,0,8565,-235,0,0,-235,-34,0,0,-34,-287,0,0,-287,-40,0,0,-40,57298,569,0,57867,8059,80,0,8139,"August 15, 2019"
8,Consumer Durables,41877,0,0,41877,6082,0,0,6082,115,0,0,115,17,0,0,17,-59,0,0,-59,-8,0,0,-8,43110,0,0,43110,6063,0,0,6063,"August 15, 2019"
9,Diversified2,3255,0,0,3255,473,0,0,473,9,0,0,9,1,0,0,1,21,0,0,21,3,0,0,3,3301,0,0,3301,464,0,0,464,"August 15, 2019"
10,Diversified Consumer Services,2825,0,0,2825,410,0,0,410,54,0,0,54,8,0,0,8,5,0,0,5,1,0,0,1,2754,0,0,2754,387,0,0,387,"August 15, 2019"
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"August 15, 2019"
12,"Food, Beverages & Tobacco",109017,662,0,109679,15832,96,0,15928,-452,0,0,-452,-66,0,0,-66,-504,0,0,-504,-71,0,0,-71,104694,662,0,105356,14726,93,0,14819,"August 15, 2019"
13,Forest Materials,869,335,0,1204,126,49,0,175,0,0,0,0,0,0,0,0,-7,0,0,-7,-1,0,0,-1,906,335,0,1241,127,47,0,174,"August 15, 2019"
14,General Industrials,15856,385,0,16241,2303,56,0,2359,5,0,0,5,1,0,0,1,-95,0,0,-95,-13,0,0,-13,15872,385,0,16257,2232,54,0,2286,"August 15, 2019"
15,Hardware Technology & Equipment,33,0,0,33,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33,5,0,0,5,"August 15, 2019"
16,Healthcare Equipment & Supplies,78,0,0,78,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,11,0,0,11,"August 15, 2019"
17,Healthcare Services,16179,0,0,16179,2350,0,0,2350,-20,0,0,-20,-3,0,0,-3,23,0,0,23,3,0,0,3,16560,0,0,16560,2329,0,0,2329,"August 15, 2019"
18,"Hotels, Restaurants & Tourism",11170,104,0,11274,1622,15,0,1637,13,0,0,13,2,0,0,2,-14,0,0,-14,-2,0,0,-2,10562,104,0,10666,1486,15,0,1501,"August 15, 2019"
19,Household & Personal Products,98304,0,0,98304,14277,0,0,14277,-664,0,0,-664,-96,0,0,-96,133,0,0,133,19,0,0,19,102937,0,0,102937,14478,0,0,14478,"August 15, 2019"
20,Insurance,48412,0,0,48412,7031,0,0,7031,838,0,0,838,122,0,0,122,482,0,0,482,68,0,0,68,48900,0,0,48900,6878,0,0,6878,"August 15, 2019"
21,Media,23678,177,0,23855,3439,26,0,3465,50,4,0,54,7,1,0,8,279,-1,0,278,39,0,0,39,22660,174,0,22834,3187,25,0,3212,"August 15, 2019"
22,Metals & Mining,44628,577,0,45205,6481,84,0,6565,-287,163,0,-124,-42,24,0,-18,-335,0,0,-335,-47,0,0,-47,40943,577,0,41520,5759,81,0,5840,"August 15, 2019"
23,Oil & Gas,237648,5736,0,243384,34513,833,0,35346,-897,-129,0,-1026,-130,-19,0,-149,-2420,94,0,-2326,-340,13,0,-327,251331,5883,0,257214,35350,827,0,36177,"August 15, 2019"
24,Pharmaceuticals & Biotechnology,104066,950,0,105016,15113,138,0,15251,-22,0,0,-22,-3,0,0,-3,-344,0,0,-344,-48,0,0,-48,101438,950,0,102388,14268,134,0,14402,"August 15, 2019"
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"August 15, 2019"
26,Realty,29030,577,0,29607,4216,84,0,4300,79,0,0,79,11,0,0,11,-22,0,0,-22,-3,0,0,-3,28772,577,0,29349,4047,81,0,4128,"August 15, 2019"
27,Retailing,29024,300,0,29324,4215,44,0,4259,653,0,0,653,95,0,0,95,78,0,0,78,11,0,0,11,29069,300,0,29369,4089,42,0,4131,"August 15, 2019"
28,Software & Services,347219,0,0,347219,50426,0,0,50426,-1150,0,0,-1150,-167,0,0,-167,-2112,0,0,-2112,-297,0,0,-297,344525,0,0,344525,48459,0,0,48459,"August 15, 2019"
29,Telecom Services,57412,668,0,58080,8338,97,0,8435,15,-357,0,-342,2,-52,0,-50,650,0,0,650,91,0,0,91,59739,668,0,60407,8402,94,0,8496,"August 15, 2019"
30,Telecommunications Equipment,169,0,0,169,25,0,0,25,2,0,0,2,0,0,0,0,4,0,0,4,1,0,0,1,164,0,0,164,23,0,0,23,"August 15, 2019"
31,"Textiles, Apparels & Accessories",39160,0,0,39160,5687,0,0,5687,-356,0,0,-356,-52,0,0,-52,-81,0,0,-81,-11,0,0,-11,39598,0,0,39598,5570,0,0,5570,"August 15, 2019"
32,Transportation,41108,699,0,41807,5970,102,0,6072,-161,0,0,-161,-23,0,0,-23,-326,0,0,-326,-46,0,0,-46,39446,699,0,40145,5548,98,0,5646,"August 15, 2019"
32 a,Airlines,9749,699,0,10448,1416,102,0,1518,-107,0,0,-107,-16,0,0,-16,-46,0,0,-46,-6,0,0,-6,9963,699,0,10662,1401,98,0,1499,"August 15, 2019"
32 b,Logistics,1728,0,0,1728,251,0,0,251,-15,0,0,-15,-2,0,0,-2,-1,0,0,-1,0,0,0,0,1659,0,0,1659,233,0,0,233,"August 15, 2019"
32 c,Marine Port & Services,17659,0,0,17659,2565,0,0,2565,-65,0,0,-65,-9,0,0,-9,-197,0,0,-197,-28,0,0,-28,16673,0,0,16673,2345,0,0,2345,"August 15, 2019"
32 d,Roads & Highways,1997,0,0,1997,290,0,0,290,10,0,0,10,1,0,0,1,29,0,0,29,4,0,0,4,1953,0,0,1953,275,0,0,275,"August 15, 2019"
32 e,Shipping,987,0,0,987,143,0,0,143,8,0,0,8,1,0,0,1,1,0,0,1,0,0,0,0,968,0,0,968,136,0,0,136,"August 15, 2019"
32 f,Surface Transportation,40,0,0,40,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,6,0,0,6,"August 15, 2019"
32 g,Transport Related Services,8948,0,0,8948,1299,0,0,1299,7,0,0,7,1,0,0,1,-113,0,0,-113,-16,0,0,-16,8191,0,0,8191,1152,0,0,1152,"August 15, 2019"
33,Utilities3,85084,3446,0,88530,12357,500,0,12857,20,21,0,41,3,3,0,6,-50,668,0,618,-7,94,0,87,82961,4127,0,87088,11669,580,0,12249,"August 15, 2019"
34,Sovereign,0,207530,0,207530,0,30139,0,30139,0,-82,0,-82,0,-12,0,-12,0,807,0,807,0,114,0,114,0,209621,0,209621,0,29484,0,29484,"August 15, 2019"
35,Others4,14512,144584,2961,162057,2108,20998,430,23536,4339,470,0,4809,630,68,0,698,-681,886,0,205,-96,125,0,29,13479,145668,2961,162108,1896,20489,416,22801,"August 15, 2019"
,Grand Total,2768459,423066,11860,3203385,402060,61441,1722,465223,-6742,276,-5,-6471,-979,40,-1,-940,-12441,1635,14,-10792,-1750,230,2,-1518,2749148,426419,11809,3187376,386677,59977,1661,448315,"August 15, 2019"
