0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
,,"AUC as on July 31, 2019","AUC as on July 31, 2019","AUC as on July 31, 2019","AUC as on July 31, 2019","AUC as on July 31, 2019","AUC as on July 31, 2019","AUC as on July 31, 2019","AUC as on July 31, 2019","Net Investment July 16-31, 2019","Net Investment July 16-31, 2019","Net Investment July 16-31, 2019","Net Investment July 16-31, 2019","Net Investment July 16-31, 2019","Net Investment July 16-31, 2019","Net Investment July 16-31, 2019","Net Investment July 16-31, 2019","Net Investment August 01-15, 2019","Net Investment August 01-15, 2019","Net Investment August 01-15, 2019","Net Investment August 01-15, 2019","Net Investment August 01-15, 2019","Net Investment August 01-15, 2019","Net Investment August 01-15, 2019","Net Investment August 01-15, 2019","AUC as on August 15, 2019","AUC as on August 15, 2019","AUC as on August 15, 2019","AUC as on August 15, 2019","AUC as on August 15, 2019","AUC as on August 15, 2019","AUC as on August 15, 2019","AUC as on August 15, 2019","August 15, 2019"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"August 15, 2019"
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,"August 15, 2019"
1,Automobiles & Auto Components,130108,317,0,130425,18895,46,0,18941,-1737,0,0,-1737,-252,0,0,-252,-190,0,0,-190,-27,0,0,-27,133294,317,0,133611,18748,45,0,18793,"August 15, 2019"
2,Total Financial Services,1026670,54673,8900,1090243,149102,7940,1292,158334,-6014,186,-5,-5833,-873,27,-1,-847,-6209,-819,14,-7014,-873,-115,2,-986,1009215,54024,8849,1072088,141949,7599,1245,150793,"August 15, 2019"
2a,Banks,598321,8055,0,606376,86893,1170,0,88063,-4937,62,0,-4875,-717,9,0,-708,-5405,-64,0,-5469,-760,-9,0,-769,580255,7989,0,588244,81615,1124,0,82739,"August 15, 2019"
2b,Other Financial Services1,428348,46618,8900,483866,62209,6770,1292,70271,-1076,124,-5,-957,-156,18,-1,-139,-804,-755,14,-1545,-113,-106,2,-217,428961,46035,8849,483845,60335,6475,1245,68055,"August 15, 2019"
3,Capital Goods,92936,578,0,93514,13497,84,0,13581,-925,0,0,-925,-134,0,0,-134,-481,0,0,-481,-68,0,0,-68,88375,578,0,88953,12430,81,0,12511,"August 15, 2019"
4,Chemicals & Petrochemicals,41769,0,0,41769,6066,0,0,6066,183,0,0,183,27,0,0,27,22,0,0,22,3,0,0,3,39415,0,0,39415,5544,0,0,5544,"August 15, 2019"
5,Coal,11373,0,0,11373,1652,0,0,1652,-189,0,0,-189,-27,0,0,-27,152,0,0,152,21,0,0,21,11263,0,0,11263,1584,0,0,1584,"August 15, 2019"
