0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,ReportDate
,,"AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","AUC as on April 30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment April 16-30, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","Net Investment May 01-15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","AUC as on May 15, 2025","May 15, 2025"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"May 15, 2025"
,,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,"May 15, 2025"
Sr. No.,Sectors,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,"May 15, 2025"
1,Automobile and Auto Components,468081,32,0,0,0,0,0,0,0,0,0,468113,55034,4,0,0,0,0,0,0,0,0,0,55038,-645,0,0,0,0,0,0,0,0,0,0,-645,-76,0,0,0,0,0,0,0,0,0,0,-76,1610,0,0,0,0,0,0,0,0,0,0,1610,188,0,0,0,0,0,0,0,0,0,0,188,501610,32,0,0,0,0,0,0,0,0,0,501642,58608,4,0,0,0,0,0,0,0,0,0,58612,"May 15, 2025"
2,Capital Goods,324394,636,39,0,0,0,0,0,0,0,0,325069,38140,75,5,0,0,0,0,0,0,0,0,38220,2944,-5,0,0,0,0,0,0,0,0,0,2939,346,-1,0,0,0,0,0,0,0,0,0,345,2233,-4,0,0,0,0,0,0,0,0,0,2229,261,0,0,0,0,0,0,0,0,0,0,261,353582,628,39,0,0,0,0,0,0,0,0,354249,41313,73,5,0,0,0,0,0,0,0,0,41391,"May 15, 2025"
3,Chemicals,123105,0,523,0,0,0,0,0,0,0,0,123628,14474,0,61,0,0,0,0,0,0,0,0,14535,1184,0,0,0,0,0,0,0,0,0,0,1184,139,0,0,0,0,0,0,0,0,0,0,139,833,0,0,0,0,0,0,0,0,0,0,833,97,0,0,0,0,0,0,0,0,0,0,97,125730,0,523,0,0,0,0,0,0,0,0,126253,14690,0,61,0,0,0,0,0,0,0,0,14751,"May 15, 2025"
4,Construction,113778,95,0,0,105,0,0,0,0,0,0,113978,13377,11,0,0,12,0,0,0,0,0,0,13400,-425,0,0,0,-2,0,0,0,0,0,0,-427,-50,0,0,0,0,0,0,0,0,0,0,-50,-190,0,0,0,-1,0,0,0,0,0,0,-191,-22,0,0,0,0,0,0,0,0,0,0,-22,123480,95,0,0,102,0,0,0,0,0,0,123677,14427,11,0,0,12,0,0,0,0,0,0,14450,"May 15, 2025"
5,Construction Materials,115424,1250,0,0,0,0,0,0,0,0,0,116674,13571,147,0,0,0,0,0,0,0,0,0,13718,415,0,0,0,0,0,0,0,0,0,0,415,49,0,0,0,0,0,0,0,0,0,0,49,155,0,0,0,0,0,0,0,0,0,0,155,18,0,0,0,0,0,0,0,0,0,0,18,119140,1250,0,0,0,0,0,0,0,0,0,120390,13920,146,0,0,0,0,0,0,0,0,0,14066,"May 15, 2025"
6,Consumer Durables,192451,0,0,0,0,0,0,0,0,0,0,192451,22627,0,0,0,0,0,0,0,0,0,0,22627,965,0,0,0,0,0,0,0,0,0,0,965,114,0,0,0,0,0,0,0,0,0,0,114,-622,0,0,0,0,0,0,0,0,0,0,-622,-73,0,0,0,0,0,0,0,0,0,0,-73,197016,0,0,0,0,0,0,0,0,0,0,197016,23019,0,0,0,0,0,0,0,0,0,0,23019,"May 15, 2025"
