0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,ReportDate
7,Consumer Services,287151,930,50,0,0,0,0,0,0,0,0,288131,33761,109,6,0,0,0,0,0,0,0,0,33876,1963,0,0,0,0,0,0,0,0,0,0,1963,231,0,0,0,0,0,0,0,0,0,0,231,1240,-42,0,0,0,0,0,0,0,0,0,1198,145,-5,0,0,0,0,0,0,0,0,0,140,297253,930,50,0,0,0,0,0,0,0,0,298233,34731,109,6,0,0,0,0,0,0,0,0,34846,"May 15, 2025"
8,Diversified,4622,179,0,0,0,0,0,0,0,0,0,4801,543,21,0,0,0,0,0,0,0,0,0,564,5,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,4734,179,0,0,0,0,0,0,0,0,0,4913,553,21,0,0,0,0,0,0,0,0,0,574,"May 15, 2025"
9,Fast Moving Consumer Goods,389188,104,285,0,0,0,0,0,0,0,0,389577,45758,12,34,0,0,0,0,0,0,0,0,45804,2330,0,0,0,0,0,0,0,0,0,0,2330,274,0,0,0,0,0,0,0,0,0,0,274,-1057,0,0,0,0,0,0,0,0,0,0,-1057,-124,0,0,0,0,0,0,0,0,0,0,-124,392121,104,285,0,0,0,0,0,0,0,0,392510,45815,12,33,0,0,0,0,0,0,0,0,45860,"May 15, 2025"
10,Financial Services,2198183,17686,15521,0,0,0,0,0,0,470,0,2231860,258447,2079,1825,0,0,0,0,0,0,55,0,262406,22910,-1261,-2293,0,0,0,0,0,0,11,0,19367,2694,-148,-270,0,0,0,0,0,0,1,0,2277,4728,-1464,-365,0,0,0,0,0,0,2,0,2901,552,-171,-43,0,0,0,0,0,0,0,0,338,2243421,16411,15336,0,0,0,0,0,0,483,0,2275651,262121,1917,1792,0,0,0,0,0,0,56,0,265886,"May 15, 2025"
11,Forest Materials,3045,494,0,0,0,0,0,0,0,0,0,3539,358,58,0,0,0,0,0,0,0,0,0,416,-15,15,0,0,0,0,0,0,0,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,-12,-1,0,0,0,0,0,0,0,0,0,0,-1,3258,494,0,0,0,0,0,0,0,0,0,3752,381,58,0,0,0,0,0,0,0,0,0,439,"May 15, 2025"
12,Healthcare,471282,477,1375,0,0,0,0,0,0,0,0,473134,55410,56,162,0,0,0,0,0,0,0,0,55628,656,0,-76,0,0,0,0,0,0,0,0,580,77,0,-9,0,0,0,0,0,0,0,0,68,-606,0,-76,0,0,0,0,0,0,0,0,-682,-71,0,-9,0,0,0,0,0,0,0,0,-80,474937,477,1300,0,0,0,0,0,0,0,0,476714,55492,56,152,0,0,0,0,0,0,0,0,55700,"May 15, 2025"
13,Information Technology,563000,0,0,0,0,0,0,0,0,0,0,563000,66194,0,0,0,0,0,0,0,0,0,0,66194,-1385,0,0,0,0,0,0,0,0,0,0,-1385,-163,0,0,0,0,0,0,0,0,0,0,-163,289,0,0,0,0,0,0,0,0,0,0,289,34,0,0,0,0,0,0,0,0,0,0,34,603929,0,0,0,0,0,0,0,0,0,0,603929,70563,0,0,0,0,0,0,0,0,0,0,70563,"May 15, 2025"
14,"Media, Entertainment & Publication",11839,0,0,0,0,0,0,0,0,0,0,11839,1392,0,0,0,0,0,0,0,0,0,0,1392,9,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,92,0,0,0,0,0,0,0,0,0,0,92,11,0,0,0,0,0,0,0,0,0,0,11,12878,0,0,0,0,0,0,0,0,0,0,12878,1505,0,0,0,0,0,0,0,0,0,0,1505,"May 15, 2025"
15,Metals & Mining,184963,115,1250,0,0,0,0,0,0,0,0,186328,21747,14,147,0,0,0,0,0,0,0,0,21908,-574,-5,0,0,0,0,0,0,0,0,0,-579,-68,-1,0,0,0,0,0,0,0,0,0,-69,104,0,0,0,0,0,0,0,0,0,0,104,12,0,0,0,0,0,0,0,0,0,0,12,199112,115,1250,0,0,0,0,0,0,0,0,200477,23264,13,146,0,0,0,0,0,0,0,0,23423,"May 15, 2025"
16,"Oil, Gas & Consumable Fuels",504059,486,0,0,0,0,0,0,0,0,0,504545,59264,57,0,0,0,0,0,0,0,0,0,59321,2401,-107,0,0,0,0,0,0,0,0,0,2294,282,-13,0,0,0,0,0,0,0,0,0,269,2130,204,0,0,0,0,0,0,0,0,0,2334,249,24,0,0,0,0,0,0,0,0,0,273,522486,692,0,0,0,0,0,0,0,0,0,523178,61047,81,0,0,0,0,0,0,0,0,0,61128,"May 15, 2025"
17,Power,252078,3701,5,0,5407,0,0,0,0,0,0,261191,29638,435,1,0,636,0,0,0,0,0,0,30710,878,145,0,0,-45,0,0,0,0,0,0,978,103,17,0,0,-5,0,0,0,0,0,0,115,-720,210,0,0,-7,0,0,0,0,0,0,-517,-84,25,0,0,-1,0,0,0,0,0,0,-60,250495,3477,5,0,5473,0,0,0,0,0,0,259450,29268,406,1,0,639,0,0,0,0,0,0,30314,"May 15, 2025"
18,Realty,140684,980,1050,0,23683,0,0,0,0,0,0,166397,16541,115,123,0,2784,0,0,0,0,0,0,19563,-353,0,0,0,-298,0,0,0,0,0,0,-651,-42,0,0,0,-35,0,0,0,0,0,0,-77,-842,0,0,0,18,0,0,0,0,0,0,-824,-98,0,0,0,2,0,0,0,0,0,0,-96,140475,980,1046,0,24019,0,0,0,0,0,0,166520,16413,114,122,0,2806,0,0,0,0,0,0,19455,"May 15, 2025"
19,Services,142248,3455,2874,0,3396,0,0,0,0,0,0,151973,16724,406,338,0,399,0,0,0,0,0,0,17867,983,-11,0,0,-6,0,0,0,0,0,0,966,116,-1,0,0,-1,0,0,0,0,0,0,114,1762,0,0,0,-6,0,0,0,0,0,0,1756,206,0,0,0,-1,0,0,0,0,0,0,205,156158,3455,2874,0,3377,0,0,0,0,0,0,165864,18246,404,336,0,395,0,0,0,0,0,0,19381,"May 15, 2025"
20,Telecommunication,331486,119,7900,0,11935,0,0,0,0,0,0,351440,38974,14,929,0,1403,0,0,0,0,0,0,41320,2511,0,0,0,0,0,0,0,0,0,0,2511,295,0,0,0,0,0,0,0,0,0,0,295,1037,0,0,0,0,0,0,0,0,0,0,1037,121,0,0,0,0,0,0,0,0,0,0,121,332526,121,7900,0,11935,0,0,0,0,0,0,352482,38852,14,923,0,1394,0,0,0,0,0,0,41183,"May 15, 2025"
21,Textiles,23727,460,0,0,0,0,0,0,0,0,0,24187,2790,54,0,0,0,0,0,0,0,0,0,2844,-72,0,0,0,0,0,0,0,0,0,0,-72,-8,0,0,0,0,0,0,0,0,0,0,-8,-92,0,0,0,0,0,0,0,0,0,0,-92,-11,0,0,0,0,0,0,0,0,0,0,-11,25246,460,0,0,0,0,0,0,0,0,0,25706,2950,54,0,0,0,0,0,0,0,0,0,3004,"May 15, 2025"
22,Utilities,2160,83,0,0,0,0,0,0,0,0,0,2243,254,10,0,0,0,0,0,0,0,0,0,264,35,0,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,2404,83,0,0,0,0,0,0,0,0,0,2487,281,10,0,0,0,0,0,0,0,0,0,291,"May 15, 2025"
23,Sovereign,0,61469,658,280042,0,0,0,0,0,0,0,342169,0,7227,77,32925,0,0,0,0,0,0,0,40229,0,-882,-365,520,0,0,0,0,0,0,0,-727,0,-104,-43,61,0,0,0,0,0,0,0,-86,0,-3176,134,-1476,0,0,0,0,0,0,0,-4518,0,-371,16,-172,0,0,0,0,0,0,0,-527,0,59043,745,280045,0,0,0,0,0,0,0,339833,0,6899,87,32720,0,0,0,0,0,0,0,39706,"May 15, 2025"
24,Others,47189,77314,130957,0,9605,6098,1850,180,0,2703,25,275921,5548,9090,15397,0,1129,717,217,21,0,318,3,32440,1431,-3534,-1716,0,0,84,58,3,0,2,0,-3672,168,-415,-202,0,0,10,7,0,0,0,0,-432,796,-1740,1484,0,0,-527,-53,1,0,15,0,-24,93,-203,173,0,0,-62,-6,0,0,2,0,-3,50083,75138,132652,0,9605,5727,1856,183,0,2779,25,278048,5852,8779,15499,0,1122,669,217,21,0,325,3,32487,"May 15, 2025"
,Grand Total,6894137,170067,162486,280042,54131,6098,1850,180,0,3173,25,7572189,810565,19995,19104,32925,6364,717,217,21,0,373,3,890284,38150,-5646,-4450,520,-351,84,58,3,0,14,0,28382,4485,-664,-523,61,-41,10,7,0,0,2,0,3337,12873,-6012,1177,-1476,4,-527,-53,1,0,17,0,6004,1504,-702,138,-172,0,-62,-6,0,0,2,0,702,7132075,164165,164005,280045,54510,5727,1856,183,0,3262,25,7805853,833312,19181,19162,32720,6369,669,217,21,0,381,3,912035,"May 15, 2025"
