0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on May 15, 2021","AUC as on May 15, 2021","AUC as on May 15, 2021","AUC as on May 15, 2021","AUC as on May 15, 2021","AUC as on May 15, 2021","AUC as on May 15, 2021","AUC as on May 15, 2021","AUC as on May 15, 2021","AUC as on May 15, 2021","Net Investment May 01-15, 2021","Net Investment May 01-15, 2021","Net Investment May 01-15, 2021","Net Investment May 01-15, 2021","Net Investment May 01-15, 2021","Net Investment May 01-15, 2021","Net Investment May 01-15, 2021","Net Investment May 01-15, 2021","Net Investment May 01-15, 2021","Net Investment May 01-15, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","Net Investment May 16-31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","AUC as on May 31, 2021","May 31, 2021"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"May 31, 2021"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"May 31, 2021"
1,Automobiles & Auto Components,182930,317,0,0,183247,24932,43,0,0,24975,119,0,0,0,119,16,0,0,0,16,601,0,0,0,601,83,0,0,0,83,197473,317,0,0,197790,27230,44,0,0,27274,"May 31, 2021"
2,Total Financial Services,1308628,25233,11659,0,1345520,178355,3439,1589,0,183383,-1890,-631,-950,0,-3471,-258,-86,-129,0,-473,6698,-1322,59,0,5435,924,-182,8,0,750,1419879,23968,10705,0,1454552,195788,3305,1476,0,200569,"May 31, 2021"
2a,Banks,761479,6202,106,0,767787,103783,845,14,0,104642,-1526,-159,0,0,-1685,-208,-22,0,0,-230,6916,-352,0,0,6564,954,-49,0,0,905,839817,5860,106,0,845783,115803,808,15,0,116626,"May 31, 2021"
2b,Other Financial Services1,547149,19030,11553,0,577732,74572,2594,1575,0,78741,-364,-472,-950,0,-1786,-50,-64,-129,0,-243,-218,-970,59,0,-1129,-30,-134,8,0,-156,580062,18108,10599,0,608769,79985,2497,1461,0,83943,"May 31, 2021"
3,Capital Goods,161151,168,60,0,161379,21964,23,8,0,21995,519,0,0,0,519,71,0,0,0,71,424,-10,-31,0,383,58,-1,-4,0,53,171035,143,10,0,171188,23584,20,1,0,23605,"May 31, 2021"
4,Chemicals & Petrochemicals,69973,0,480,0,70453,9537,0,65,0,9602,-271,0,0,0,-271,-37,0,0,0,-37,199,15,0,0,214,27,2,0,0,29,74290,15,480,0,74785,10244,2,66,0,10312,"May 31, 2021"
5,Coal,6040,0,0,0,6040,823,0,0,0,823,123,0,0,0,123,17,0,0,0,17,-73,0,0,0,-73,-10,0,0,0,-10,6056,0,0,0,6056,835,0,0,0,835,"May 31, 2021"
6,Commercial Services & Supplies,31836,0,0,0,31836,4339,0,0,0,4339,-170,0,0,0,-170,-23,0,0,0,-23,-529,0,0,0,-529,-73,0,0,0,-73,34811,0,0,0,34811,4800,0,0,0,4800,"May 31, 2021"
7,Construction Materials,84246,499,150,0,84895,11482,68,20,0,11570,110,0,-50,0,60,15,0,-7,0,8,91,0,0,0,91,12,0,0,0,12,89195,499,150,0,89844,12299,69,21,0,12389,"May 31, 2021"
8,Consumer Durables,96773,0,0,0,96773,13189,0,0,0,13189,161,0,0,0,161,22,0,0,0,22,519,0,0,0,519,72,0,0,0,72,103478,0,0,0,103478,14269,0,0,0,14269,"May 31, 2021"
9,Diversified2,9704,1149,535,0,11388,1323,157,73,0,1553,-24,0,0,0,-24,-3,0,0,0,-3,3,0,0,0,3,0,0,0,0,0,10186,1149,535,0,11870,1405,158,74,0,1637,"May 31, 2021"
10,Diversified Consumer Services,2723,0,0,0,2723,371,0,0,0,371,-12,0,0,0,-12,-2,0,0,0,-2,40,0,0,0,40,6,0,0,0,6,2999,0,0,0,2999,414,0,0,0,414,"May 31, 2021"
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May 31, 2021"
