0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
12,"Food, Beverages & Tobacco",112996,212,0,0,113208,15400,29,0,0,15429,396,0,0,0,396,54,0,0,0,54,-1093,150,0,0,-943,-151,21,0,0,-130,114978,363,0,0,115341,15854,50,0,0,15904,"May 31, 2021"
13,Forest Materials,1438,335,79,0,1852,196,46,11,0,253,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,2,0,0,0,2,1579,335,79,0,1993,218,46,11,0,275,"May 31, 2021"
14,General Industrials,29895,55,0,0,29950,4074,7,0,0,4081,-18,0,0,0,-18,-3,0,0,0,-3,1,0,0,0,1,0,0,0,0,0,32207,55,0,0,32262,4441,8,0,0,4449,"May 31, 2021"
15,Hardware Technology & Equipment,42,0,0,0,42,6,0,0,0,6,1,0,0,0,1,0,0,0,0,0,-8,0,0,0,-8,-1,0,0,0,-1,38,0,0,0,38,5,0,0,0,5,"May 31, 2021"
16,Healthcare Equipment & Supplies,1381,0,0,0,1381,188,0,0,0,188,3,0,0,0,3,0,0,0,0,0,8,0,0,0,8,1,0,0,0,1,1404,0,0,0,1404,194,0,0,0,194,"May 31, 2021"
17,Healthcare Services,45286,0,0,0,45286,6172,0,0,0,6172,-694,0,0,0,-694,-95,0,0,0,-95,-635,0,0,0,-635,-88,0,0,0,-88,46092,0,0,0,46092,6356,0,0,0,6356,"May 31, 2021"
18,"Hotels, Restaurants & Tourism",22363,100,0,0,22463,3048,14,0,0,3062,4,0,0,0,4,1,0,0,0,1,277,0,0,0,277,38,0,0,0,38,25413,100,0,0,25513,3504,14,0,0,3518,"May 31, 2021"
19,Household & Personal Products,155517,0,0,0,155517,21196,0,0,0,21196,337,0,0,0,337,46,0,0,0,46,335,0,0,0,335,46,0,0,0,46,156058,0,0,0,156058,21519,0,0,0,21519,"May 31, 2021"
20,Insurance,102289,87,0,0,102376,13941,12,0,0,13953,-2476,0,0,0,-2476,-338,0,0,0,-338,-244,0,0,0,-244,-34,0,0,0,-34,101959,87,0,0,102046,14059,12,0,0,14071,"May 31, 2021"
21,Media,20028,54,230,0,20312,2730,7,31,0,2768,-463,0,0,0,-463,-63,0,0,0,-63,-681,0,0,0,-681,-94,0,0,0,-94,21125,55,230,0,21410,2913,8,32,0,2953,"May 31, 2021"
22,Metals & Mining,97842,449,72,0,98363,13335,61,10,0,13406,520,0,0,0,520,71,0,0,0,71,594,0,0,0,594,82,0,0,0,82,99133,449,27,0,99609,13669,62,4,0,13735,"May 31, 2021"
23,Oil & Gas,386645,1783,143,0,388571,52697,243,19,0,52959,-677,-243,0,0,-920,-93,-33,0,0,-126,-922,-26,0,0,-948,-127,-4,0,0,-131,426238,1758,143,0,428139,58774,242,20,0,59036,"May 31, 2021"
24,Pharmaceuticals & Biotechnology,171607,0,0,0,171607,23389,0,0,0,23389,-286,0,0,0,-286,-39,0,0,0,-39,155,0,0,0,155,21,0,0,0,21,175942,0,0,0,175942,24261,0,0,0,24261,"May 31, 2021"
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May 31, 2021"
26,Realty,39102,26,104,0,39232,5329,3,14,0,5346,428,0,0,0,428,58,0,0,0,58,-237,-2,0,0,-239,-33,0,0,0,-33,43106,24,104,0,43234,5944,3,14,0,5961,"May 31, 2021"
27,Retailing,55767,210,0,0,55977,7601,29,0,0,7630,-587,0,0,0,-587,-80,0,0,0,-80,-535,0,0,0,-535,-74,0,0,0,-74,57917,105,0,0,58022,7986,14,0,0,8000,"May 31, 2021"
28,Software & Services,540000,0,340,0,540340,73597,0,46,0,73643,-2076,0,0,0,-2076,-283,0,0,0,-283,-956,0,0,0,-956,-132,0,0,0,-132,568065,0,340,0,568405,78331,0,47,0,78378,"May 31, 2021"
29,Telecom Services,88588,270,0,0,88858,12074,37,0,0,12111,-136,-27,0,0,-163,-19,-4,0,0,-23,-1593,-54,0,0,-1647,-220,-7,0,0,-227,83978,217,0,0,84195,11580,30,0,0,11610,"May 31, 2021"
30,Telecommunications Equipment,135,0,0,0,135,18,0,0,0,18,4,0,0,0,4,1,0,0,0,1,5,0,0,0,5,1,0,0,0,1,171,0,0,0,171,24,0,0,0,24,"May 31, 2021"
31,"Textiles, Apparels & Accessories",40692,0,0,0,40692,5546,0,0,0,5546,-364,0,0,0,-364,-50,0,0,0,-50,-72,0,0,0,-72,-10,0,0,0,-10,45768,0,0,0,45768,6311,0,0,0,6311,"May 31, 2021"
32,Transportation,58038,1399,2928,0,62365,7910,191,399,0,8500,275,0,0,0,275,38,0,0,0,38,190,0,0,0,190,26,0,0,0,26,62274,1399,2928,0,66601,8587,193,404,0,9184,"May 31, 2021"
32 a,Airlines,12573,699,0,0,13272,1714,95,0,0,1809,113,0,0,0,113,15,0,0,0,15,98,0,0,0,98,14,0,0,0,14,13158,699,0,0,13857,1814,96,0,0,1910,"May 31, 2021"
32 b,Logistics,2421,0,0,0,2421,330,0,0,0,330,-54,0,0,0,-54,-7,0,0,0,-7,-34,0,0,0,-34,-5,0,0,0,-5,2671,0,0,0,2671,368,0,0,0,368,"May 31, 2021"
32 c,Marine Port & Services,26780,150,0,0,26930,3650,20,0,0,3670,28,0,0,0,28,4,0,0,0,4,27,0,0,0,27,4,0,0,0,4,28084,150,0,0,28234,3873,21,0,0,3894,"May 31, 2021"
32 d,Roads & Highways,2255,550,2928,0,5733,307,75,399,0,781,-60,0,0,0,-60,-8,0,0,0,-8,-32,0,0,0,-32,-4,0,0,0,-4,2340,550,2928,0,5818,323,76,404,0,803,"May 31, 2021"
32 e,Shipping,1452,0,0,0,1452,198,0,0,0,198,105,0,0,0,105,14,0,0,0,14,50,0,0,0,50,7,0,0,0,7,1548,0,0,0,1548,214,0,0,0,214,"May 31, 2021"
32 f,Surface Transportation,40,0,0,0,40,6,0,0,0,6,-1,0,0,0,-1,0,0,0,0,0,15,0,0,0,15,2,0,0,0,2,75,0,0,0,75,10,0,0,0,10,"May 31, 2021"
32 g,Transport Related Services,8691,0,0,0,8691,1184,0,0,0,1184,105,0,0,0,105,14,0,0,0,14,121,0,0,0,121,17,0,0,0,17,10491,0,0,0,10491,1447,0,0,0,1447,"May 31, 2021"
32 h,Airport Services,3826,0,0,0,3826,521,0,0,0,521,39,0,0,0,39,5,0,0,0,5,-54,0,0,0,-54,-7,0,0,0,-7,3906,0,0,0,3906,539,0,0,0,539,"May 31, 2021"
33,Utilities3,117695,1935,250,0,119880,16041,264,34,0,16339,64,0,0,0,64,9,0,0,0,9,833,-96,0,0,737,115,-13,0,0,102,126722,1845,250,0,128817,17474,254,34,0,17762,"May 31, 2021"
34,Sovereign,0,146455,3244,0,149699,0,19961,442,0,20403,0,1590,-121,0,1469,0,217,-16,0,201,0,-479,-107,0,-586,0,-66,-15,0,-81,0,145544,3135,0,148679,0,20069,432,0,20501,"May 31, 2021"
35,Others4,23740,89456,88411,28144,229751,3236,12192,12050,3836,31314,653,163,245,951,2012,90,22,33,130,275,65,-734,2948,-241,2038,8,-101,407,-33,281,21760,89118,89393,28338,228609,3000,12289,12326,3908,31523,"May 31, 2021"
,Grand Total,4065092,270192,108684,28144,4472112,554038,36825,14813,3836,609512,-6427,851,-876,951,-5501,-876,116,-119,130,-749,3473,-2558,2869,-241,3543,479,-353,396,-33,489,4321328,267544,108508,28338,4725718,595872,36892,14962,3908,651634,"May 31, 2021"
