0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,ReportDate
,,"AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","AUC as on November 15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 01-15, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","Net Investment November 16-30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","AUC as on November 30, 2024","November 30, 2024"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"November 30, 2024"
,,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,"November 30, 2024"
Sr. No.,Sectors,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,"November 30, 2024"
1,Automobile and Auto Components,511452,38,0,0,0,0,0,0,0,0,0,511490,60595,4,0,0,0,0,0,0,0,0,0,60599,-4411,0,0,0,0,0,0,0,0,0,0,-4411,-523,0,0,0,0,0,0,0,0,0,0,-523,-3053,0,0,0,0,0,0,0,0,0,0,-3053,-361,0,0,0,0,0,0,0,0,0,0,-361,521496,38,0,0,0,0,0,0,0,0,0,521534,61718,4,0,0,0,0,0,0,0,0,0,61722,"November 30, 2024"
2,Capital Goods,366353,735,28,0,0,0,0,0,0,0,0,367116,43404,87,3,0,0,0,0,0,0,0,0,43494,-1004,0,0,0,0,0,0,0,0,0,0,-1004,-119,0,0,0,0,0,0,0,0,0,0,-119,681,0,0,0,0,0,0,0,0,0,0,681,81,0,0,0,0,0,0,0,0,0,0,81,394142,731,28,0,0,0,0,0,0,0,0,394901,46646,87,3,0,0,0,0,0,0,0,0,46736,"November 30, 2024"
3,Chemicals,113687,0,615,0,0,0,0,0,0,0,0,114302,13469,0,73,0,0,0,0,0,0,0,0,13542,210,0,0,0,0,0,0,0,0,0,0,210,25,0,0,0,0,0,0,0,0,0,0,25,-197,0,0,0,0,0,0,0,0,0,0,-197,-23,0,0,0,0,0,0,0,0,0,0,-23,116909,0,615,0,0,0,0,0,0,0,0,117524,13836,0,73,0,0,0,0,0,0,0,0,13909,"November 30, 2024"
4,Construction,132936,127,0,0,81,0,0,0,0,0,0,133144,15750,15,0,0,10,0,0,0,0,0,0,15775,1917,-3,0,0,-1,0,0,0,0,0,0,1913,227,0,0,0,0,0,0,0,0,0,0,227,89,-13,0,0,0,0,0,0,0,0,0,76,11,-2,0,0,0,0,0,0,0,0,0,9,140878,114,0,0,0,0,0,0,0,0,0,140992,16672,13,0,0,0,0,0,0,0,0,0,16685,"November 30, 2024"
5,Construction Materials,115730,1275,380,0,0,0,0,0,0,0,0,117385,13711,151,45,0,0,0,0,0,0,0,0,13907,-802,0,0,0,0,0,0,0,0,0,0,-802,-95,0,0,0,0,0,0,0,0,0,0,-95,-1913,0,0,0,0,0,0,0,0,0,0,-1913,-226,0,0,0,0,0,0,0,0,0,0,-226,118249,1275,380,0,0,0,0,0,0,0,0,119904,13994,151,45,0,0,0,0,0,0,0,0,14190,"November 30, 2024"
6,Consumer Durables,208359,0,0,0,0,0,0,0,0,0,0,208359,24686,0,0,0,0,0,0,0,0,0,0,24686,-433,0,0,0,0,0,0,0,0,0,0,-433,-51,0,0,0,0,0,0,0,0,0,0,-51,426,0,0,0,0,0,0,0,0,0,0,426,50,0,0,0,0,0,0,0,0,0,0,50,215814,0,0,0,0,0,0,0,0,0,0,215814,25541,0,0,0,0,0,0,0,0,0,0,25541,"November 30, 2024"
