0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,ReportDate
7,Consumer Services,317466,1099,670,0,0,0,0,0,0,0,0,319235,37612,130,79,0,0,0,0,0,0,0,0,37821,-629,0,0,0,0,0,0,0,0,0,0,-629,-74,0,0,0,0,0,0,0,0,0,0,-74,471,0,0,0,0,0,0,0,0,0,0,471,56,0,0,0,0,0,0,0,0,0,0,56,332209,1099,670,0,0,0,0,0,0,0,0,333978,39316,130,79,0,0,0,0,0,0,0,0,39525,"November 30, 2024"
8,Diversified,6697,206,0,0,0,0,0,0,0,0,0,6903,793,24,0,0,0,0,0,0,0,0,0,817,-17,0,0,0,0,0,0,0,0,0,0,-17,-2,0,0,0,0,0,0,0,0,0,0,-2,-6,100,0,0,0,0,0,0,0,0,0,94,-1,12,0,0,0,0,0,0,0,0,0,11,7340,306,0,0,0,0,0,0,0,0,0,7646,869,36,0,0,0,0,0,0,0,0,0,905,"November 30, 2024"
9,Fast Moving Consumer Goods,402652,115,285,0,0,0,0,0,0,0,0,403052,47705,14,34,0,0,0,0,0,0,0,0,47753,-3589,0,0,0,0,0,0,0,0,0,0,-3589,-425,0,0,0,0,0,0,0,0,0,0,-425,2184,0,0,0,0,0,0,0,0,0,0,2184,258,0,0,0,0,0,0,0,0,0,0,258,421944,115,285,0,0,0,0,0,0,0,0,422344,49936,14,34,0,0,0,0,0,0,0,0,49984,"November 30, 2024"
10,Financial Services,1998407,22367,17248,0,0,0,0,0,0,273,0,2038295,236764,2650,2043,0,0,0,0,0,0,32,0,241489,-7092,-570,322,0,0,0,0,0,0,0,0,-7340,-840,-68,38,0,0,0,0,0,0,0,0,-870,9597,-1280,222,0,0,0,0,0,0,0,0,8539,1136,-151,26,0,0,0,0,0,0,0,0,1011,2080522,20955,17878,0,0,0,0,0,0,266,0,2119621,246224,2480,2116,0,0,0,0,0,0,32,0,250852,"November 30, 2024"
11,Forest Materials,4082,424,0,0,0,0,0,0,0,0,0,4506,484,50,0,0,0,0,0,0,0,0,0,534,45,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,0,0,0,0,0,0,5,29,-10,0,0,0,0,0,0,0,0,0,19,3,-1,0,0,0,0,0,0,0,0,0,2,4354,415,0,0,0,0,0,0,0,0,0,4769,515,49,0,0,0,0,0,0,0,0,0,564,"November 30, 2024"
12,Healthcare,472444,394,0,0,0,0,0,0,0,0,0,472838,55973,47,0,0,0,0,0,0,0,0,0,56020,734,0,0,0,0,0,0,0,0,0,0,734,87,0,0,0,0,0,0,0,0,0,0,87,-254,0,0,0,0,0,0,0,0,0,0,-254,-30,0,0,0,0,0,0,0,0,0,0,-30,481947,394,0,0,0,0,0,0,0,0,0,482341,57037,47,0,0,0,0,0,0,0,0,0,57084,"November 30, 2024"
13,Information Technology,700682,0,11,0,0,0,0,0,0,0,0,700693,83014,0,1,0,0,0,0,0,0,0,0,83015,3087,0,0,0,0,0,0,0,0,0,0,3087,366,0,0,0,0,0,0,0,0,0,0,366,2429,0,0,0,0,0,0,0,0,0,0,2429,287,0,0,0,0,0,0,0,0,0,0,287,714024,0,11,0,0,0,0,0,0,0,0,714035,84503,0,1,0,0,0,0,0,0,0,0,84504,"November 30, 2024"
14,"Media, Entertainment & Publication",13095,0,25,0,0,0,0,0,0,0,0,13120,1551,0,3,0,0,0,0,0,0,0,0,1554,52,0,-20,0,0,0,0,0,0,0,0,32,6,0,-2,0,0,0,0,0,0,0,0,4,-55,0,-20,0,0,0,0,0,0,0,0,-75,-6,0,-2,0,0,0,0,0,0,0,0,-8,13689,0,5,0,0,0,0,0,0,0,0,13694,1620,0,1,0,0,0,0,0,0,0,0,1621,"November 30, 2024"
15,Metals & Mining,199984,166,1250,0,0,0,0,0,0,0,0,201400,23693,20,148,0,0,0,0,0,0,0,0,23861,-1291,-51,0,0,0,0,0,0,0,0,0,-1342,-153,-6,0,0,0,0,0,0,0,0,0,-159,86,28,0,0,0,0,0,0,0,0,0,114,10,3,0,0,0,0,0,0,0,0,0,13,201724,194,1250,0,0,0,0,0,0,0,0,203168,23873,23,148,0,0,0,0,0,0,0,0,24044,"November 30, 2024"
16,"Oil, Gas & Consumable Fuels",499137,390,0,0,0,0,0,0,0,0,0,499527,59136,46,0,0,0,0,0,0,0,0,0,59182,-7214,0,0,0,0,0,0,0,0,0,0,-7214,-855,0,0,0,0,0,0,0,0,0,0,-855,-6132,0,0,0,0,0,0,0,0,0,0,-6132,-726,0,0,0,0,0,0,0,0,0,0,-726,504606,390,0,0,0,0,0,0,0,0,0,504996,59719,46,0,0,0,0,0,0,0,0,0,59765,"November 30, 2024"
17,Power,286128,3330,81,0,5865,0,0,0,0,0,0,295404,33899,394,10,0,695,0,0,0,0,0,0,34998,-906,-10,0,0,-9,0,0,0,0,0,0,-925,-107,-1,0,0,-1,0,0,0,0,0,0,-109,109,0,0,0,38,0,0,0,0,0,0,147,13,0,0,0,4,0,0,0,0,0,0,17,284054,3329,64,0,5946,0,0,0,0,0,0,293393,33617,394,8,0,704,0,0,0,0,0,0,34723,"November 30, 2024"
18,Realty,146791,1006,849,0,25632,0,0,0,0,0,0,174278,17391,119,101,0,3037,0,0,0,0,0,0,20648,694,25,0,0,74,0,0,0,0,0,0,793,82,3,0,0,9,0,0,0,0,0,0,94,1367,0,386,0,-133,0,0,0,0,0,0,1620,162,0,46,0,-16,0,0,0,0,0,0,192,158843,1006,1258,0,25074,0,0,0,0,0,0,186181,18799,119,149,0,2967,0,0,0,0,0,0,22034,"November 30, 2024"
19,Services,136469,2726,1002,0,3874,0,0,0,0,0,0,144071,16168,323,119,0,459,0,0,0,0,0,0,17069,-1250,-73,0,0,-2,0,0,0,0,0,0,-1325,-148,-9,0,0,0,0,0,0,0,0,0,-157,-2472,0,0,0,-3,0,0,0,0,0,0,-2475,-293,0,0,0,0,0,0,0,0,0,0,-293,138742,2726,1002,0,3952,0,0,0,0,0,0,146422,16420,323,119,0,468,0,0,0,0,0,0,17330,"November 30, 2024"
20,Telecommunication,267774,171,7900,0,12660,0,0,0,0,0,0,288505,31725,20,936,0,1500,0,0,0,0,0,0,34181,-2136,0,0,0,0,0,0,0,0,0,0,-2136,-253,0,0,0,0,0,0,0,0,0,0,-253,-2942,-56,0,0,0,0,0,0,0,0,0,-2998,-348,-7,0,0,0,0,0,0,0,0,0,-355,279231,119,7900,0,12337,0,0,0,0,0,0,299587,33046,14,935,0,1460,0,0,0,0,0,0,35455,"November 30, 2024"
21,Textiles,23824,460,0,0,0,0,0,0,0,0,0,24284,2823,54,0,0,0,0,0,0,0,0,0,2877,92,0,0,0,0,0,0,0,0,0,0,92,11,0,0,0,0,0,0,0,0,0,0,11,320,0,0,0,0,0,0,0,0,0,0,320,38,0,0,0,0,0,0,0,0,0,0,38,24880,460,0,0,0,0,0,0,0,0,0,25340,2944,54,0,0,0,0,0,0,0,0,0,2998,"November 30, 2024"
22,Utilities,3171,94,0,0,0,0,0,0,0,0,0,3265,376,11,0,0,0,0,0,0,0,0,0,387,50,0,0,0,0,0,0,0,0,0,0,50,6,0,0,0,0,0,0,0,0,0,0,6,89,-6,0,0,0,0,0,0,0,0,0,83,11,-1,0,0,0,0,0,0,0,0,0,10,3460,89,0,0,0,0,0,0,0,0,0,3549,409,11,0,0,0,0,0,0,0,0,0,420,"November 30, 2024"
23,Sovereign,0,68446,384,225839,0,0,0,0,0,0,0,294669,0,8109,45,26757,0,0,0,0,0,0,0,34911,0,1284,-138,-4717,0,0,0,0,0,0,0,-3571,0,152,-16,-559,0,0,0,0,0,0,0,-423,0,2140,-23,430,0,0,0,0,0,0,0,2547,0,253,-3,51,0,0,0,0,0,0,0,301,0,70944,362,226077,0,0,0,0,0,0,0,297383,0,8396,43,26756,0,0,0,0,0,0,0,35195,"November 30, 2024"
24,Others,25726,74549,131876,0,9517,6625,2460,236,0,1988,25,253002,3048,8832,15624,0,1128,785,291,28,0,236,3,29975,1473,-560,198,0,0,-132,-147,13,0,596,0,1441,175,-66,23,0,0,-16,-17,1,0,71,0,171,-44,272,2107,0,0,-303,142,65,0,7,0,2246,-5,32,249,0,0,-36,17,8,0,1,0,266,28935,74659,134412,0,9517,6365,2652,289,0,2080,25,258934,3424,8836,15907,0,1126,753,314,34,0,246,3,30643,"November 30, 2024"
,Grand Total,6953046,178118,162603,225839,57630,6625,2460,236,0,2261,25,7588843,823772,21103,19265,26757,6828,785,291,28,0,268,3,899100,-22420,42,362,-4717,61,-132,-147,13,0,596,0,-26342,-2656,5,43,-559,7,-16,-17,1,0,71,0,-3121,808,1175,2673,430,-98,-303,142,65,0,7,0,4899,96,139,316,51,-12,-36,17,8,0,1,0,580,7187992,179359,166118,226077,56827,6365,2652,289,0,2346,25,7828050,850679,21227,19660,26756,6725,753,314,34,0,278,3,926429,"November 30, 2024"
