0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC  as on May 31, 2013","AUC  as on May 31, 2013","AUC  as on May 31, 2013","AUC  as on May 31, 2013","AUC  as on May 31, 2013","AUC  as on May 31, 2013","Net  Investment  May 16-31, 2013","Net  Investment  May 16-31, 2013","Net  Investment  May 16-31, 2013","Net  Investment  May 16-31, 2013","Net  Investment  May 16-31, 2013","Net  Investment  May 16-31, 2013","Net  Investment  June 1-15, 2013","Net  Investment  June 1-15, 2013","Net  Investment  June 1-15, 2013","Net  Investment  June 1-15, 2013","Net  Investment  June 1-15, 2013","Net  Investment  June 1-15, 2013","AUC  as on June 15, 2013","AUC  as on June 15, 2013","AUC  as on June 15, 2013","AUC  as on June 15, 2013","AUC  as on June 15, 2013","AUC  as on June 15, 2013","June 15, 2013"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,"June 15, 2013"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"June 15, 2013"
1,Automobiles & Auto Components,62063,0,62063,10985,0,10985,45,0,45,8,0,8,-200,0,-200,-35,0,-35,59011,0,59011,10220,0,10220,"June 15, 2013"
2,Total Financial Services,375542,42167,417709,66473,7464,73936,3560,20,3580,630,4,634,-2089,-1280,-3368,-362,-222,-583,354912,40707,395619,61466,7050,68516,"June 15, 2013"
2a,Banks,225362,169,225531,39890,30,39920,2076,43,2119,367,8,375,-1534,0,-1534,-266,0,-266,213488,169,213657,36973,29,37003,"June 15, 2013"
2b,Other Financial Services1,150180,41998,192178,26582,7434,34016,1484,-23,1461,263,-4,259,-555,-1280,-1835,-96,-222,-318,141424,40538,181961,24493,7021,31513,"June 15, 2013"
3,Capital Goods,67267,656,67923,11907,116,12023,863,0,863,153,0,153,-124,-200,-324,-21,-35,-56,65256,456,65711,11301,79,11380,"June 15, 2013"
4,Chemicals & Petrochemicals,9271,4,9275,1641,1,1642,367,0,367,65,0,65,83,0,83,14,0,14,9056,4,9060,1568,1,1569,"June 15, 2013"
5,Coal,11773,0,11773,2084,0,2084,130,0,130,23,0,23,-232,0,-232,-40,0,-40,10708,0,10708,1854,0,1854,"June 15, 2013"
6,Commercial Services & Supplies,6592,0,6592,1167,0,1167,384,0,384,68,0,68,7,0,7,1,0,1,5836,0,5836,1011,0,1011,"June 15, 2013"
7,Construction Materials,27103,0,27103,4797,0,4797,-61,0,-61,-11,0,-11,-19,0,-19,-3,0,-3,26735,0,26735,4630,0,4630,"June 15, 2013"
8,Consumer Durables,12527,0,12527,2217,0,2217,109,0,109,19,0,19,102,0,102,18,0,18,11987,0,11987,2076,0,2076,"June 15, 2013"
9,Diversified2,2483,0,2483,440,0,440,59,0,59,10,0,10,-34,0,-34,-6,0,-6,2419,0,2419,419,0,419,"June 15, 2013"
10,Diversified Consumer Services,272,0,272,48,0,48,-1,0,-1,0,0,0,-8,0,-8,-1,0,-1,187,0,187,32,0,32,"June 15, 2013"
11,"Food, Beverages & Tobacco",90264,100,90364,15977,18,15995,531,0,531,94,0,94,-194,0,-194,-34,0,-34,87622,100,87722,15175,17,15192,"June 15, 2013"
12,Forest Materials,434,0,434,77,0,77,0,0,0,0,0,0,6,0,6,1,0,1,408,0,408,71,0,71,"June 15, 2013"
13,General Industrials,6298,0,6298,1115,0,1115,57,0,57,10,0,10,37,0,37,6,0,6,5823,0,5823,1009,0,1009,"June 15, 2013"
14,Hardware Technology & Equipment,197,0,197,35,0,35,1,0,1,0,0,0,0,0,0,0,0,0,193,0,193,33,0,33,"June 15, 2013"
15,Healthcare Equipment & Supplies,281,0,281,50,0,50,4,0,4,1,0,1,-43,0,-43,-8,0,-8,167,0,167,29,0,29,"June 15, 2013"
16,Healthcare Services,5905,125,6030,1045,22,1067,35,0,35,6,0,6,150,0,150,26,0,26,6014,125,6139,1041,22,1063,"June 15, 2013"
17,"Hotels, Restaurants & Tourism",4563,0,4563,808,0,808,29,0,29,5,0,5,79,0,79,14,0,14,4235,0,4235,734,0,734,"June 15, 2013"
18,Household & Personal Products,55496,95,55591,9823,17,9840,-92,0,-92,-16,0,-16,-336,0,-336,-58,0,-58,53575,95,53670,9278,16,9295,"June 15, 2013"
19,Media,16664,190,16854,2950,34,2983,282,0,282,50,0,50,-175,0,-175,-30,0,-30,15736,190,15926,2725,33,2758,"June 15, 2013"
20,Metals & Mining,32831,705,33536,5811,125,5936,285,53,337,50,9,60,29,-95,-66,5,-16,-11,30248,610,30858,5239,106,5344,"June 15, 2013"
21,Oil & Gas,81432,5490,86922,14414,972,15386,928,-226,703,164,-40,124,-248,-95,-343,-43,-16,-59,80442,5397,85839,13932,935,14866,"June 15, 2013"
22,Pharmaceuticals & Biotechnology,81723,682,82406,14465,121,14586,1374,-74,1300,243,-13,230,236,-202,34,41,-35,6,80438,484,80921,13931,84,14015,"June 15, 2013"
23,Realty,17117,450,17567,3030,80,3109,-219,0,-219,-39,0,-39,5,0,5,1,0,1,16248,450,16698,2814,78,2892,"June 15, 2013"
24,Retailing,2640,0,2640,467,0,467,17,0,17,3,0,3,-3,0,-3,-1,0,-1,2505,0,2505,434,0,434,"June 15, 2013"
25,Software & Services,140855,0,140855,24932,0,24932,591,0,591,105,0,105,29,0,29,5,0,5,138750,0,138750,24030,0,24030,"June 15, 2013"
26,Telecom Services,29857,930,30787,5285,165,5450,159,0,159,28,0,28,-283,0,-283,-49,0,-49,29089,930,30019,5038,161,5199,"June 15, 2013"
27,Telecommunications Equipment,137,0,137,24,0,24,0,0,0,0,0,0,-2,0,-2,0,0,0,112,0,112,19,0,19,"June 15, 2013"
28,"Textiles, Apparels & Accessories",16691,0,16691,2954,0,2954,100,0,100,18,0,18,-107,0,-107,-19,0,-19,15019,0,15019,2601,0,2601,"June 15, 2013"
29,Transportation,12250,0,12250,2168,0,2168,634,0,634,112,0,112,519,0,519,90,0,90,12975,0,12975,2247,0,2247,"June 15, 2013"
29 a,Airlines,307,0,307,54,0,54,65,0,65,12,0,12,-1,0,-1,0,0,0,321,0,321,56,0,56,"June 15, 2013"
29 b,Logistics,876,0,876,155,0,155,3,0,3,1,0,1,-1,0,-1,0,0,0,832,0,832,144,0,144,"June 15, 2013"
29 c,Marine Port & Services,4587,0,4587,812,0,812,231,0,231,41,0,41,461,0,461,80,0,80,5593,0,5593,969,0,969,"June 15, 2013"
29 d,Roads & Highways,1305,0,1305,231,0,231,263,0,263,47,0,47,-3,0,-3,0,0,0,1232,0,1232,213,0,213,"June 15, 2013"
29 e,Shipping,974,0,974,172,0,172,7,0,7,1,0,1,9,0,9,2,0,2,908,0,908,157,0,157,"June 15, 2013"
29 f,Surface Transportation,29,0,29,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,5,0,5,"June 15, 2013"
29 g,Transport Related Services,4171,0,4171,738,0,738,65,0,65,11,0,11,53,0,53,9,0,9,4061,0,4061,703,0,703,"June 15, 2013"
30,Utilities3,42978,881,43858,7607,156,7763,700,48,748,124,9,132,139,-5,134,24,-1,23,41483,876,42359,7184,152,7336,"June 15, 2013"
31,Sovereign,0,92685,92685,0,16406,16406,0,-3066,-3066,0,-543,-543,0,-13595,-13595,0,-2354,-2354,0,79411,79411,0,13753,13753,"June 15, 2013"
32,Others4,26680,53693,80372,4722,9504,14226,2250,650,2900,398,115,513,1229,-1648,-419,213,-285,-73,25198,49065,74263,4364,8497,12861,"June 15, 2013"
,Grand Total,1240186,198853,1439039,219518,35198,254716,13118,-2595,10523,2322,-459,1863,-1444,-17121,-18565,-250,-2965,-3215,1192388,178899,1371287,206506,30983,237489,"June 15, 2013"
,,,,,,,,,,,,,,,,,,,,,,,,,,"June 15, 2013"
"1 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,,,,,,,"June 15, 2013"
"1 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,,,,,,,"June 15, 2013"
