0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","September 30, 2023"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"September 30, 2023"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"September 30, 2023"
1,Automobile and Auto Components,360348,13,11,0,360372,43386,2,1,0,43389,-565,-1,0,0,-566,-68,0,0,0,-68,1200,0,0,0,1200,145,0,0,0,145,356446,13,11,0,356470,42915,2,1,0,42918,"September 30, 2023"
2,Capital Goods,210176,362,0,0,210538,25305,44,0,0,25349,3264,0,0,0,3264,393,0,0,0,393,1836,0,0,0,1836,221,0,0,0,221,224743,362,0,0,225105,27059,44,0,0,27103,"September 30, 2023"
3,Chemicals,99683,0,0,0,99683,12002,0,0,0,12002,-877,0,0,0,-877,-106,0,0,0,-106,-37,0,0,0,-37,-4,0,0,0,-4,95978,0,0,0,95978,11556,0,0,0,11556,"September 30, 2023"
4,Construction,118580,495,2178,0,121253,14277,60,262,0,14599,391,-20,0,0,371,47,-2,0,0,45,-2488,0,0,0,-2488,-300,0,0,0,-300,119216,495,2178,0,121889,14353,60,262,0,14675,"September 30, 2023"
5,Construction Materials,98773,970,844,0,100587,11892,117,102,0,12111,-887,0,0,0,-887,-107,0,0,0,-107,-406,0,0,0,-406,-49,0,0,0,-49,94657,970,844,0,96471,11396,117,102,0,11615,"September 30, 2023"
6,Consumer Durables,190558,0,0,0,190558,22943,0,0,0,22943,2,0,0,0,2,0,0,0,0,0,113,0,0,0,113,14,0,0,0,14,186907,0,0,0,186907,22503,0,0,0,22503,"September 30, 2023"
7,Consumer Services,151968,1146,617,0,153731,18297,138,74,0,18509,1675,750,0,0,2425,202,90,0,0,292,1753,0,0,0,1753,211,0,0,0,211,150100,1131,617,0,151848,18072,136,74,0,18282,"September 30, 2023"
