0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on April 15, 2023","AUC as on April 15, 2023","AUC as on April 15, 2023","AUC as on April 15, 2023","AUC as on April 15, 2023","AUC as on April 15, 2023","AUC as on April 15, 2023","AUC as on April 15, 2023","AUC as on April 15, 2023","AUC as on April 15, 2023","Net Investment April 01-15, 2023","Net Investment April 01-15, 2023","Net Investment April 01-15, 2023","Net Investment April 01-15, 2023","Net Investment April 01-15, 2023","Net Investment April 01-15, 2023","Net Investment April 01-15, 2023","Net Investment April 01-15, 2023","Net Investment April 01-15, 2023","Net Investment April 01-15, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","April 30, 2023"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"April 30, 2023"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"April 30, 2023"
1,Automobile and Auto Components,267824,19,11,0,267854,32671,2,2,0,32675,1259,0,0,0,1259,154,0,0,0,154,728,0,0,0,728,89,0,0,0,89,274514,19,11,0,274544,33566,2,2,0,33570,"April 30, 2023"
2,Capital Goods,139807,390,0,0,140197,17055,47,0,0,17102,408,-12,0,0,396,50,-1,0,0,49,1205,0,0,0,1205,147,0,0,0,147,145019,390,0,0,145409,17732,48,0,0,17780,"April 30, 2023"
3,Chemicals,97495,0,0,0,97495,11893,0,0,0,11893,226,0,0,0,226,28,0,0,0,28,186,0,0,0,186,23,0,0,0,23,100399,0,0,0,100399,12276,0,0,0,12276,"April 30, 2023"
4,Construction,84916,605,2178,0,87699,10359,74,266,0,10699,290,0,0,0,290,35,0,0,0,35,317,0,0,0,317,39,0,0,0,39,89669,605,2178,0,92452,10964,74,266,0,11304,"April 30, 2023"
5,Construction Materials,83927,967,847,0,85741,10238,118,103,0,10459,227,-13,-93,0,121,28,-2,-11,0,15,225,25,-7,0,243,28,3,-1,0,30,83464,992,847,0,85303,10206,121,104,0,10431,"April 30, 2023"
6,Consumer Durables,151041,0,0,0,151041,18425,0,0,0,18425,18,0,0,0,18,2,0,0,0,2,-195,0,0,0,-195,-24,0,0,0,-24,153231,0,0,0,153231,18736,0,0,0,18736,"April 30, 2023"
7,Consumer Services,106507,419,495,0,107421,12993,51,60,0,13104,168,0,0,0,168,21,0,0,0,21,-68,0,0,0,-68,-8,0,0,0,-8,110577,359,495,0,111431,13521,44,60,0,13625,"April 30, 2023"
