0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on March 15, 2024","AUC as on March 15, 2024","AUC as on March 15, 2024","AUC as on March 15, 2024","AUC as on March 15, 2024","AUC as on March 15, 2024","AUC as on March 15, 2024","AUC as on March 15, 2024","AUC as on March 15, 2024","AUC as on March 15, 2024","Net Investment March 01-15, 2024","Net Investment March 01-15, 2024","Net Investment March 01-15, 2024","Net Investment March 01-15, 2024","Net Investment March 01-15, 2024","Net Investment March 01-15, 2024","Net Investment March 01-15, 2024","Net Investment March 01-15, 2024","Net Investment March 01-15, 2024","Net Investment March 01-15, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","March 31, 2024"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"March 31, 2024"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"March 31, 2024"
1,Automobile and Auto Components,438942,132,11,0,439085,52954,16,1,0,52971,3697,-1,0,0,3696,446,0,0,0,446,-2085,-9,0,0,-2094,-250,-1,0,0,-251,483285,164,11,0,483460,57966,20,1,0,57987,"March 31, 2024"
2,Capital Goods,284568,814,29,0,285411,34330,98,4,0,34432,2838,0,0,0,2838,342,0,0,0,342,951,0,0,0,951,114,0,0,0,114,292688,771,29,0,293488,35105,93,4,0,35202,"March 31, 2024"
3,Chemicals,96548,0,615,0,97163,11647,0,74,0,11721,45,0,0,0,45,5,0,0,0,5,868,0,0,0,868,104,0,0,0,104,98871,0,615,0,99486,11859,0,74,0,11933,"March 31, 2024"
4,Construction,137120,388,0,112,137620,16542,47,0,13,16602,633,-18,-2178,106,-1457,76,-2,-263,13,-176,173,25,0,-20,178,21,3,0,-2,22,147449,413,0,97,147959,17686,50,0,12,17748,"March 31, 2024"
5,Construction Materials,112688,25,60,0,112773,13595,3,7,0,13605,-271,-864,-496,0,-1631,-33,-104,-60,0,-197,-219,0,0,0,-219,-27,0,0,0,-27,114615,25,60,0,114700,13748,3,7,0,13758,"March 31, 2024"
6,Consumer Durables,193147,0,0,0,193147,23301,0,0,0,23301,-167,0,0,0,-167,-20,0,0,0,-20,-1175,0,0,0,-1175,-141,0,0,0,-141,196554,0,0,0,196554,23575,0,0,0,23575,"March 31, 2024"
7,Consumer Services,218516,1109,1086,0,220711,26362,134,131,0,26627,4117,0,0,0,4117,497,0,0,0,497,524,0,0,0,524,63,0,0,0,63,235318,1109,1086,0,237513,28225,133,130,0,28488,"March 31, 2024"
8,Diversified,3907,153,0,0,4060,471,18,0,0,489,12,0,0,0,12,1,0,0,0,1,125,-12,0,0,113,15,-1,0,0,14,5971,168,0,0,6139,716,20,0,0,736,"March 31, 2024"
9,Fast Moving Consumer Goods,411273,133,285,0,411691,49616,16,34,0,49666,11180,0,0,0,11180,1349,0,0,0,1349,-4939,0,0,0,-4939,-593,0,0,0,-593,403421,133,285,0,403839,48387,16,34,0,48437,"March 31, 2024"
10,Financial Services,1829059,21380,9719,0,1860158,220656,2579,1172,0,224407,5365,1172,866,0,7403,647,141,104,0,892,-1900,-357,1484,0,-773,-228,-43,178,0,-93,1860055,21471,11463,0,1892989,223098,2575,1375,0,227048,"March 31, 2024"
11,Forest Materials,2637,467,0,0,3104,318,56,0,0,374,-11,0,0,0,-11,-1,0,0,0,-1,-49,-20,0,0,-69,-6,-2,0,0,-8,2704,467,0,0,3171,324,56,0,0,380,"March 31, 2024"
12,Healthcare,361725,406,0,0,362131,43638,49,0,0,43687,-1577,0,0,0,-1577,-190,0,0,0,-190,627,-222,0,0,405,75,-27,0,0,48,378195,183,0,0,378378,45362,22,0,0,45384,"March 31, 2024"
13,Information Technology,644912,0,383,0,645295,77802,0,46,0,77848,-1104,0,-2,0,-1106,-133,0,0,0,-133,-555,0,-21,0,-576,-67,0,-3,0,-70,586165,0,361,0,586526,70306,0,43,0,70349,"March 31, 2024"
14,"Media, Entertainment & Publication",12261,0,90,0,12351,1479,0,11,0,1490,-3,0,-10,0,-13,0,0,-1,0,-1,-145,0,0,0,-145,-17,0,0,0,-17,12059,0,90,0,12149,1446,0,11,0,1457,"March 31, 2024"
15,Metals & Mining,184179,71,1500,0,185750,22219,9,181,0,22409,275,0,0,0,275,33,0,0,0,33,931,0,0,0,931,112,0,0,0,112,194684,71,0,0,194755,23350,9,0,0,23359,"March 31, 2024"
16,"Oil, Gas & Consumable Fuels",579763,439,0,0,580202,69942,53,0,0,69995,-1110,-5,0,0,-1115,-134,-1,0,0,-135,-1169,0,0,0,-1169,-140,0,0,0,-140,603522,439,0,0,603961,72387,53,0,0,72440,"March 31, 2024"
17,Power,272974,3570,105,6522,283171,32931,431,13,787,34162,272,0,0,18,290,33,0,0,2,35,-227,-11,0,-1,-239,-27,-1,0,0,-28,279712,3560,105,6611,289988,33549,427,13,793,34782,"March 31, 2024"
18,Realty,120817,190,707,21478,143192,14575,23,85,2591,17274,4031,0,0,99,4130,486,0,0,12,498,846,0,0,44,890,102,0,0,5,107,129254,190,707,20553,150704,15503,23,85,2465,18076,"March 31, 2024"
19,Services,129363,1056,0,4072,134491,15606,127,0,491,16224,4697,-36,0,12,4673,567,-4,0,1,564,357,0,0,-3,354,43,0,0,0,43,135131,1056,0,4050,140237,16208,127,0,486,16821,"March 31, 2024"
20,Telecommunication,197678,278,0,10644,208600,23848,34,0,1284,25166,6648,0,0,0,6648,802,0,0,0,802,1319,0,0,0,1319,158,0,0,0,158,202417,278,0,6934,209629,24278,33,0,832,25143,"March 31, 2024"
21,Textiles,18667,363,0,0,19030,2252,44,0,0,2296,99,0,0,0,99,12,0,0,0,12,-51,97,0,0,46,-6,12,0,0,6,18716,460,0,0,19176,2245,55,0,0,2300,"March 31, 2024"
22,Utilities,1102,100,0,0,1202,133,12,0,0,145,-23,0,0,0,-23,-3,0,0,0,-3,7,0,0,0,7,1,0,0,0,1,1566,100,0,0,1666,188,12,0,0,200,"March 31, 2024"
