0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on January 31, 2021","AUC as on January 31, 2021","AUC as on January 31, 2021","AUC as on January 31, 2021","AUC as on January 31, 2021","AUC as on January 31, 2021","AUC as on January 31, 2021","AUC as on January 31, 2021","AUC as on January 31, 2021","AUC as on January 31, 2021","Net Investment January 16-31, 2021","Net Investment January 16-31, 2021","Net Investment January 16-31, 2021","Net Investment January 16-31, 2021","Net Investment January 16-31, 2021","Net Investment January 16-31, 2021","Net Investment January 16-31, 2021","Net Investment January 16-31, 2021","Net Investment January 16-31, 2021","Net Investment January 16-31, 2021","Net Investment February 01-15, 2021","Net Investment February 01-15, 2021","Net Investment February 01-15, 2021","Net Investment February 01-15, 2021","Net Investment February 01-15, 2021","Net Investment February 01-15, 2021","Net Investment February 01-15, 2021","Net Investment February 01-15, 2021","Net Investment February 01-15, 2021","Net Investment February 01-15, 2021","AUC as on February 15, 2021","AUC as on February 15, 2021","AUC as on February 15, 2021","AUC as on February 15, 2021","AUC as on February 15, 2021","AUC as on February 15, 2021","AUC as on February 15, 2021","AUC as on February 15, 2021","AUC as on February 15, 2021","AUC as on February 15, 2021","February 15, 2021"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"February 15, 2021"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"February 15, 2021"
1,Automobiles & Auto Components,188502,317,0,0,188819,25839,44,0,0,25883,685,0,0,0,685,94,0,0,0,94,129,0,0,0,129,18,0,0,0,18,208275,317,0,0,208592,28692,44,0,0,28736,"February 15, 2021"
2,Total Financial Services,1255342,27506,12751,0,1295599,172078,3770,1748,0,177596,-3765,-199,-383,0,-4347,-516,-27,-52,0,-595,11461,867,-608,0,11720,1579,119,-84,0,1614,1512370,28224,12540,0,1553134,208342,3888,1727,0,213957,"February 15, 2021"
2a,Banks,742513,6679,107,0,749299,101781,916,15,0,102712,-3384,-4,0,0,-3388,-464,-1,0,0,-465,5729,-24,0,0,5705,789,-3,0,0,786,893074,6625,107,0,899806,123029,913,15,0,123957,"February 15, 2021"
2b,Other Financial Services1,512829,20827,12643,0,546299,70297,2855,1733,0,74885,-380,-195,-383,0,-958,-52,-27,-52,0,-131,5732,891,-608,0,6015,790,123,-84,0,829,619295,21599,12433,0,653327,85313,2975,1713,0,90001,"February 15, 2021"
3,Capital Goods,145781,153,45,0,145979,19983,21,6,0,20010,907,0,0,0,907,124,0,0,0,124,484,0,0,0,484,67,0,0,0,67,164858,153,45,0,165056,22711,21,6,0,22738,"February 15, 2021"
4,Chemicals & Petrochemicals,52141,0,480,0,52621,7147,0,66,0,7213,388,0,0,0,388,53,0,0,0,53,-179,0,0,0,-179,-25,0,0,0,-25,53693,0,480,0,54173,7397,0,66,0,7463,"February 15, 2021"
5,Coal,5434,0,0,0,5434,745,0,0,0,745,-54,0,0,0,-54,-7,0,0,0,-7,-108,0,0,0,-108,-15,0,0,0,-15,5613,0,0,0,5613,773,0,0,0,773,"February 15, 2021"
