0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on February 28, 2021","AUC as on February 28, 2021","AUC as on February 28, 2021","AUC as on February 28, 2021","AUC as on February 28, 2021","AUC as on February 28, 2021","AUC as on February 28, 2021","AUC as on February 28, 2021","AUC as on February 28, 2021","AUC as on February 28, 2021","Net Investment February 16-28, 2021","Net Investment February 16-28, 2021","Net Investment February 16-28, 2021","Net Investment February 16-28, 2021","Net Investment February 16-28, 2021","Net Investment February 16-28, 2021","Net Investment February 16-28, 2021","Net Investment February 16-28, 2021","Net Investment February 16-28, 2021","Net Investment February 16-28, 2021","Net Investment March 01-15, 2021","Net Investment March 01-15, 2021","Net Investment March 01-15, 2021","Net Investment March 01-15, 2021","Net Investment March 01-15, 2021","Net Investment March 01-15, 2021","Net Investment March 01-15, 2021","Net Investment March 01-15, 2021","Net Investment March 01-15, 2021","Net Investment March 01-15, 2021","AUC as on March 15, 2021","AUC as on March 15, 2021","AUC as on March 15, 2021","AUC as on March 15, 2021","AUC as on March 15, 2021","AUC as on March 15, 2021","AUC as on March 15, 2021","AUC as on March 15, 2021","AUC as on March 15, 2021","AUC as on March 15, 2021","March 15, 2021"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"March 15, 2021"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"March 15, 2021"
1,Automobiles & Auto Components,191159,317,0,0,191476,26172,43,0,0,26215,-1192,0,0,0,-1192,-163,0,0,0,-163,965,0,0,0,965,133,0,0,0,133,197783,317,0,0,198100,27202,44,0,0,27246,"March 15, 2021"
2,Total Financial Services,1395789,27417,12444,0,1435650,191097,3754,1704,0,196555,2805,-1110,-103,0,1592,384,-152,-14,0,218,-661,-442,-443,0,-1546,-91,-61,-61,0,-213,1411893,26820,12012,0,1450725,194182,3689,1652,0,199523,"March 15, 2021"
2a,Banks,829312,6547,107,0,835966,113541,896,15,0,114452,468,-78,0,0,390,64,-11,0,0,53,-517,-21,0,0,-538,-71,-3,0,0,-74,842742,6469,107,0,849318,115905,890,15,0,116810,"March 15, 2021"
2b,Other Financial Services1,566477,20870,12337,0,599684,77556,2857,1689,0,82102,2336,-1032,-103,0,1201,320,-141,-14,0,165,-144,-422,-443,0,-1009,-20,-58,-61,0,-139,569151,20351,11906,0,601408,78277,2799,1637,0,82713,"March 15, 2021"
3,Capital Goods,163588,153,45,0,163786,22397,21,6,0,22424,-843,0,0,0,-843,-115,0,0,0,-115,-1293,0,0,0,-1293,-178,0,0,0,-178,165407,153,45,0,165605,22749,21,6,0,22776,"March 15, 2021"
4,Chemicals & Petrochemicals,55327,0,480,0,55807,7575,0,66,0,7641,639,0,0,0,639,88,0,0,0,88,203,0,0,0,203,28,0,0,0,28,58585,0,480,0,59065,8057,0,66,0,8123,"March 15, 2021"
5,Coal,6462,0,0,0,6462,885,0,0,0,885,92,0,0,0,92,13,0,0,0,13,-235,0,0,0,-235,-32,0,0,0,-32,6086,0,0,0,6086,837,0,0,0,837,"March 15, 2021"
