0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
6,Commercial Services & Supplies,23504,0,0,0,23504,3218,0,0,0,3218,-15,0,0,0,-15,-2,0,0,0,-2,28,0,0,0,28,4,0,0,0,4,24852,0,0,0,24852,3418,0,0,0,3418,"March 15, 2021"
7,Construction Materials,77752,499,200,0,78451,10645,68,27,0,10740,547,271,0,0,818,75,37,0,0,112,246,0,0,0,246,34,0,0,0,34,83535,499,200,0,84234,11489,69,28,0,11586,"March 15, 2021"
8,Consumer Durables,88364,0,0,0,88364,12098,0,0,0,12098,-209,0,0,0,-209,-29,0,0,0,-29,11,0,0,0,11,2,0,0,0,2,91653,0,0,0,91653,12605,0,0,0,12605,"March 15, 2021"
9,Diversified2,9362,200,0,0,9562,1282,27,0,0,1309,-48,0,0,0,-48,-7,0,0,0,-7,-39,0,0,0,-39,-5,0,0,0,-5,9476,200,0,0,9676,1303,28,0,0,1331,"March 15, 2021"
10,Diversified Consumer Services,3040,0,0,0,3040,416,0,0,0,416,-7,0,0,0,-7,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,3164,0,0,0,3164,435,0,0,0,435,"March 15, 2021"
11,Food & Drugs Retailing,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"March 15, 2021"
12,"Food, Beverages & Tobacco",106053,214,0,0,106267,14520,29,0,0,14549,-1198,-1,0,0,-1199,-164,0,0,0,-164,-1015,0,0,0,-1015,-140,0,0,0,-140,106072,212,0,0,106284,14588,29,0,0,14617,"March 15, 2021"
13,Forest Materials,1533,335,79,0,1947,210,46,11,0,267,14,0,0,0,14,2,0,0,0,2,-225,0,0,0,-225,-31,0,0,0,-31,1461,335,79,0,1875,201,46,11,0,258,"March 15, 2021"
14,General Industrials,27389,55,0,0,27444,3750,8,0,0,3758,411,0,0,0,411,56,0,0,0,56,168,0,0,0,168,23,0,0,0,23,29337,55,0,0,29392,4035,8,0,0,4043,"March 15, 2021"
15,Hardware Technology & Equipment,52,0,0,0,52,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,-6,-1,0,0,0,-1,51,0,0,0,51,7,0,0,0,7,"March 15, 2021"
16,Healthcare Equipment & Supplies,766,0,0,0,766,105,0,0,0,105,96,0,0,0,96,13,0,0,0,13,55,0,0,0,55,8,0,0,0,8,1058,0,0,0,1058,145,0,0,0,145,"March 15, 2021"
17,Healthcare Services,41543,0,0,0,41543,5688,0,0,0,5688,105,0,0,0,105,14,0,0,0,14,153,0,0,0,153,21,0,0,0,21,42340,0,0,0,42340,5823,0,0,0,5823,"March 15, 2021"
18,"Hotels, Restaurants & Tourism",23440,100,0,0,23540,3209,14,0,0,3223,269,0,0,0,269,37,0,0,0,37,33,0,0,0,33,5,0,0,0,5,23541,100,0,0,23641,3238,14,0,0,3252,"March 15, 2021"
19,Household & Personal Products,134906,0,0,0,134906,18470,0,0,0,18470,104,0,0,0,104,14,0,0,0,14,238,0,0,0,238,33,0,0,0,33,138754,0,0,0,138754,19083,0,0,0,19083,"March 15, 2021"
20,Insurance,96264,90,0,0,96354,13180,12,0,0,13192,1243,0,0,0,1243,170,0,0,0,170,3661,0,0,0,3661,503,0,0,0,503,98762,88,0,0,98850,13583,12,0,0,13595,"March 15, 2021"
21,Media,20478,57,230,0,20765,2804,8,31,0,2843,115,0,0,0,115,16,0,0,0,16,275,-45,0,0,230,38,-6,0,0,32,22247,52,230,0,22529,3060,7,32,0,3099,"March 15, 2021"
22,Metals & Mining,71094,544,70,0,71708,9733,74,10,0,9817,980,0,0,0,980,134,0,0,0,134,-41,-5,0,0,-46,-6,-1,0,0,-7,73708,539,70,0,74317,10137,74,10,0,10221,"March 15, 2021"
23,Oil & Gas,396896,2623,143,0,399662,54339,359,20,0,54718,2982,-46,78,0,3014,408,-6,11,0,413,3566,-78,0,0,3488,490,-11,0,0,479,419998,4888,285,0,425171,57764,672,39,0,58475,"March 15, 2021"
24,Pharmaceuticals & Biotechnology,151148,0,0,0,151148,20694,0,0,0,20694,-1116,0,0,0,-1116,-153,0,0,0,-153,-821,0,0,0,-821,-113,0,0,0,-113,151433,0,0,0,151433,20827,0,0,0,20827,"March 15, 2021"
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"March 15, 2021"
26,Realty,39422,136,0,0,39558,5397,19,0,0,5416,-135,0,0,0,-135,-19,0,0,0,-19,323,0,0,0,323,44,0,0,0,44,39471,135,0,0,39606,5429,19,0,0,5448,"March 15, 2021"
27,Retailing,62299,150,0,0,62449,8529,21,0,0,8550,-112,0,0,0,-112,-15,0,0,0,-15,-116,0,0,0,-116,-16,0,0,0,-16,63245,150,0,0,63395,8698,21,0,0,8719,"March 15, 2021"
28,Software & Services,513009,0,0,0,513009,70236,0,0,0,70236,-1320,0,0,0,-1320,-181,0,0,0,-181,-1215,0,0,0,-1215,-167,0,0,0,-167,551499,0,0,0,551499,75849,0,0,0,75849,"March 15, 2021"
29,Telecom Services,87430,434,0,0,87864,11970,59,0,0,12029,1420,-10,0,0,1410,194,-1,0,0,193,-886,-75,0,0,-961,-122,-10,0,0,-132,83381,359,0,0,83740,11468,49,0,0,11517,"March 15, 2021"
30,Telecommunications Equipment,105,0,0,0,105,14,0,0,0,14,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,103,14,0,0,0,14,"March 15, 2021"
31,"Textiles, Apparels & Accessories",40491,0,0,0,40491,5544,0,0,0,5544,-229,0,0,0,-229,-31,0,0,0,-31,250,0,0,0,250,34,0,0,0,34,42515,0,0,0,42515,5847,0,0,0,5847,"March 15, 2021"
32,Transportation,54823,849,2928,0,58600,7506,116,401,0,8023,425,0,2178,0,2603,58,0,298,0,356,-106,0,0,0,-106,-15,0,0,0,-15,57137,849,2928,0,60914,7858,117,403,0,8378,"March 15, 2021"
32 a,Airlines,10928,699,0,0,11627,1496,96,0,0,1592,7,0,0,0,7,1,0,0,0,1,265,0,0,0,265,36,0,0,0,36,11429,699,0,0,12128,1572,96,0,0,1668,"March 15, 2021"
32 b,Logistics,2109,0,0,0,2109,289,0,0,0,289,14,0,0,0,14,2,0,0,0,2,35,0,0,0,35,5,0,0,0,5,2360,0,0,0,2360,325,0,0,0,325,"March 15, 2021"
32 c,Marine Port & Services,26521,150,0,0,26671,3631,21,0,0,3652,206,0,0,0,206,28,0,0,0,28,-518,0,0,0,-518,-71,0,0,0,-71,27766,150,0,0,27916,3819,21,0,0,3840,"March 15, 2021"
32 d,Roads & Highways,2496,0,2928,0,5424,342,0,401,0,743,61,0,2178,0,2239,8,0,298,0,306,7,0,0,0,7,1,0,0,0,1,2459,0,2928,0,5387,338,0,403,0,741,"March 15, 2021"
32 e,Shipping,1017,0,0,0,1017,139,0,0,0,139,-34,0,0,0,-34,-5,0,0,0,-5,3,0,0,0,3,0,0,0,0,0,1068,0,0,0,1068,147,0,0,0,147,"March 15, 2021"
32 f,Surface Transportation,30,0,0,0,30,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,31,0,0,0,31,4,0,0,0,4,"March 15, 2021"
32 g,Transport Related Services,8159,0,0,0,8159,1117,0,0,0,1117,143,0,0,0,143,20,0,0,0,20,-26,0,0,0,-26,-4,0,0,0,-4,8200,0,0,0,8200,1128,0,0,0,1128,"March 15, 2021"
32 h,Airport Services,3563,0,0,0,3563,488,0,0,0,488,30,0,0,0,30,4,0,0,0,4,127,0,0,0,127,17,0,0,0,17,3824,0,0,0,3824,526,0,0,0,526,"March 15, 2021"
33,Utilities3,100713,2141,250,0,103104,13789,293,34,0,14116,486,-39,0,0,447,67,-5,0,0,62,-339,-127,0,0,-466,-47,-17,0,0,-64,105792,2015,250,0,108057,14550,277,34,0,14861,"March 15, 2021"
34,Sovereign,0,149748,2966,0,152714,0,20502,406,0,20908,0,-4602,291,0,-4311,0,-630,40,0,-590,0,-8975,92,0,-8883,0,-1234,13,0,-1221,0,141952,3235,0,145187,0,19523,445,0,19968,"March 15, 2021"
35,Others4,25405,92951,72301,25949,216606,3478,12726,9899,3553,29656,593,-406,-330,-387,-530,82,-56,-45,-53,-72,185,-274,3503,-211,3203,25,-38,482,-29,440,16734,89927,76180,25700,208541,2302,12368,10477,3535,28682,"March 15, 2021"
,Grand Total,4009610,279012,92136,25949,4406707,548955,38199,12614,3553,603321,6904,-5944,2113,-387,2686,945,-814,289,-53,367,3360,-10021,3152,-211,-3720,462,-1378,433,-29,-512,4121072,269645,95994,25700,4512411,566784,37085,13202,3535,620606,"March 15, 2021"
