0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment February 01-15, 2022","Net Investment February 01-15, 2022","Net Investment February 01-15, 2022","Net Investment February 01-15, 2022","Net Investment February 01-15, 2022","Net Investment February 01-15, 2022","Net Investment February 01-15, 2022","Net Investment February 01-15, 2022","Net Investment February 01-15, 2022","Net Investment February 01-15, 2022","AUC as on February 15, 2022","AUC as on February 15, 2022","AUC as on February 15, 2022","AUC as on February 15, 2022","AUC as on February 15, 2022","AUC as on February 15, 2022","AUC as on February 15, 2022","AUC as on February 15, 2022","AUC as on February 15, 2022","AUC as on February 15, 2022","February 15, 2022"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"February 15, 2022"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"February 15, 2022"
1,Automobiles & Auto Components,209195,0,0,0,209195,27905,0,0,0,27905,1219,0,0,0,1219,163,0,0,0,163,-208,0,0,0,-208,-27,0,0,0,-27,206795,0,0,0,206795,27332,0,0,0,27332,"February 15, 2022"
2,Total Financial Services,1456978,17194,6498,0,1480670,194348,2294,867,0,197509,-8533,-143,-301,0,-8977,-1138,-19,-40,0,-1197,-1900,-287,-240,0,-2427,-251,-38,-32,0,-321,1433303,16899,6273,0,1456475,189437,2234,829,0,192500,"February 15, 2022"
2a,Banks,849179,4166,420,0,853765,113273,556,56,0,113885,-2701,0,0,0,-2701,-360,0,0,0,-360,2760,-55,0,0,2705,365,-7,0,0,358,855653,4101,419,0,860173,113090,542,55,0,113687,"February 15, 2022"
2b,Other Financial Services1,607799,13028,6078,0,626905,81075,1738,811,0,83624,-5832,-143,-301,0,-6276,-778,-19,-40,0,-837,-4661,-232,-240,0,-5133,-616,-31,-32,0,-679,577650,12798,5854,0,596302,76347,1692,774,0,78813,"February 15, 2022"
3,Capital Goods,157971,274,60,0,158305,21072,36,8,0,21116,-222,0,-30,0,-252,-30,0,-4,0,-34,-529,0,0,0,-529,-70,0,0,0,-70,152536,274,60,0,152870,20160,36,8,0,20204,"February 15, 2022"
4,Chemicals & Petrochemicals,83920,0,0,0,83920,11194,0,0,0,11194,-152,0,0,0,-152,-20,0,0,0,-20,-465,0,0,0,-465,-61,0,0,0,-61,81710,0,0,0,81710,10799,0,0,0,10799,"February 15, 2022"
5,Coal,6912,0,0,0,6912,922,0,0,0,922,169,0,0,0,169,23,0,0,0,23,156,0,0,0,156,21,0,0,0,21,7180,0,0,0,7180,949,0,0,0,949,"February 15, 2022"
