0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on May 15, 2015","AUC as on May 15, 2015","AUC as on May 15, 2015","AUC as on May 15, 2015","AUC as on May 15, 2015","AUC as on May 15, 2015","Net Investment May 01-15, 2015","Net Investment May 01-15, 2015","Net Investment May 01-15, 2015","Net Investment May 01-15, 2015","Net Investment May 01-15, 2015","Net Investment May 01-15, 2015","Net Investment May 16-31, 2015","Net Investment May 16-31, 2015","Net Investment May 16-31, 2015","Net Investment May 16-31, 2015","Net Investment May 16-31, 2015","Net Investment May 16-31, 2015","AUC as on May 31, 2015","AUC as on May 31, 2015","AUC as on May 31, 2015","AUC as on May 31, 2015","AUC as on May 31, 2015","AUC as on May 31, 2015","May 31, 2015"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"May 31, 2015"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"May 31, 2015"
1,Automobiles & Auto Components,111176,0,111176,17486,0,17486,-265,0,-265,-42,0,-42,302,0,302,47,0,47,115093,0,115093,18051,0,18051,"May 31, 2015"
2,Total Financial Services,397776,66746,464522,62564,10498,73062,-1213,-3837,-5050,-191,-604,-794,-399,-2480,-2879,-63,-389,-451,406097,64296,470393,63690,10084,73774,"May 31, 2015"
2a,Banks,171493,1804,173297,26973,284,27257,-281,36,-245,-44,6,-39,-295,42,-253,-46,7,-40,179856,1843,181699,28208,289,28497,"May 31, 2015"
2b,Other Financial Services1,226283,64942,291225,35591,10214,45805,-932,-3873,-4805,-147,-609,-756,-104,-2522,-2625,-16,-395,-412,226241,62453,288694,35482,9795,45277,"May 31, 2015"
3,Capital Goods,122588,917,123506,19281,144,19426,-585,0,-585,-92,0,-92,1920,0,1920,301,0,301,122204,917,123121,19166,144,19310,"May 31, 2015"
4,Chemicals & Petrochemicals,24159,168,24327,3800,26,3826,187,0,187,29,0,29,80,0,80,13,0,13,24651,168,24819,3866,26,3893,"May 31, 2015"
5,Coal,21032,0,21032,3308,0,3308,-150,0,-150,-24,0,-24,-9,0,-9,-1,0,-1,22423,0,22423,3517,0,3517,"May 31, 2015"
