date,url,file
"July 31, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/July%2031%2C%202020.htm,CDSL_Reports/CDSL_July_31_2020.csv
"July 15, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/July%2015%2C%202020.htm,CDSL_Reports/CDSL_July_15_2020.csv
"June 30, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/June%2030%2C%202020.htm,CDSL_Reports/CDSL_June_30_2020.csv
"June 15, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/June%2015%2C%202020.htm,CDSL_Reports/CDSL_June_15_2020.csv
"May 31, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/May%2031%2C%202020.htm,CDSL_Reports/CDSL_May_31_2020.csv
"May 15, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/May%2015%2C%202020.htm,CDSL_Reports/CDSL_May_15_2020.csv
"April 30, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/April%2030%2C%202020.htm,CDSL_Reports/CDSL_April_30_2020.csv
"April 15, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/April%2015%2C%202020.htm,CDSL_Reports/CDSL_April_15_2020.csv
"March 31, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/March%2031%2C%202020.htm,CDSL_Reports/CDSL_March_31_2020.csv
"March 15, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/March%2015%2C%202020.htm,CDSL_Reports/CDSL_March_15_2020.csv
"February 29, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/February%2029%2C%202020.htm,CDSL_Reports/CDSL_February_29_2020.csv
"February 15, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/February%2015%2C%202020.htm,CDSL_Reports/CDSL_February_15_2020.csv
"January 31, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/January%2031%2C%202020.htm,CDSL_Reports/CDSL_January_31_2020.csv
"January 15, 2020",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/January%2015%2C%202020.htm,CDSL_Reports/CDSL_January_15_2020.csv
"December 31, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/December%2031%2C%202019.htm,CDSL_Reports/CDSL_December_31_2019.csv
"December 15, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/December%2015%2C%202019.htm,CDSL_Reports/CDSL_December_15_2019.csv
"November 30, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/November%2030%2C%202019.htm,CDSL_Reports/CDSL_November_30_2019.csv
"November 15, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/November%2015%2C%202019.htm,CDSL_Reports/CDSL_November_15_2019.csv
"October 31, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/October%2031%2C%202019.htm,CDSL_Reports/CDSL_October_31_2019.csv
"October 15, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/October%2015%2C%202019.htm,CDSL_Reports/CDSL_October_15_2019.csv
"September 30, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/September%2030%2C%202019.htm,CDSL_Reports/CDSL_September_30_2019.csv
"September 15, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/September%2015%2C%202019.htm,CDSL_Reports/CDSL_September_15_2019.csv
"August 31, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/August%2031%2C%202019.htm,CDSL_Reports/CDSL_August_31_2019.csv
"August 15, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/August%2015%2C%202019.htm,CDSL_Reports/CDSL_August_15_2019.csv
"July 31, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/July%2031%2C%202019.htm,CDSL_Reports/CDSL_July_31_2019.csv
"July 15, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/July%2015%2C%202019.htm,CDSL_Reports/CDSL_July_15_2019.csv
"June 30, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/June%2030%2C%202019.htm,CDSL_Reports/CDSL_June_30_2019.csv
"June 15, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/June%2015%2C%202019.htm,CDSL_Reports/CDSL_June_15_2019.csv
"May 31, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/May%2031%2C%202019.htm,CDSL_Reports/CDSL_May_31_2019.csv
"May 15, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/May%2015%2C%202019.htm,CDSL_Reports/CDSL_May_15_2019.csv
"April 30, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/April%2030%2C%202019.htm,CDSL_Reports/CDSL_April_30_2019.csv
"April 15, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/April%2015%2C%202019.htm,CDSL_Reports/CDSL_April_15_2019.csv
"March 31, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/March%2031%2C%202019.htm,CDSL_Reports/CDSL_March_31_2019.csv
"March 15, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/March%2015%2C%202019.htm,CDSL_Reports/CDSL_March_15_2019.csv
"February 28, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/February%2028%2C%202019.htm,CDSL_Reports/CDSL_February_28_2019.csv
"February 15, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/February%2015%2C%202019.htm,CDSL_Reports/CDSL_February_15_2019.csv
"January 31, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/January%2031%2C%202019.htm,CDSL_Reports/CDSL_January_31_2019.csv
"January 15, 2019",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/January%2015%2C%202019.htm,CDSL_Reports/CDSL_January_15_2019.csv
"December 31, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/December%2031%2C%202018.htm,CDSL_Reports/CDSL_December_31_2018.csv
"December 15, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/December%2015%2C%202018.htm,CDSL_Reports/CDSL_December_15_2018.csv
"November 30, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/November%2030%2C%202018.htm,CDSL_Reports/CDSL_November_30_2018.csv
"November 15, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/November%2015%2C%202018.htm,CDSL_Reports/CDSL_November_15_2018.csv
"October 31, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/October%2031%2C%202018.htm,CDSL_Reports/CDSL_October_31_2018.csv
"October 15, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/October%2015%2C%202018.htm,CDSL_Reports/CDSL_October_15_2018.csv
"September 30, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/September%2030%2C%202018.htm,CDSL_Reports/CDSL_September_30_2018.csv
"September 15, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/September%2015%2C%202018.htm,CDSL_Reports/CDSL_September_15_2018.csv
"August 31, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/August%2031%2C%202018.htm,CDSL_Reports/CDSL_August_31_2018.csv
"August 15, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/August%2015%2C%202018.htm,CDSL_Reports/CDSL_August_15_2018.csv
"July 31, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/July%2031%2C%202018.htm,CDSL_Reports/CDSL_July_31_2018.csv
"July 15, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/July%2015%2C%202018.htm,CDSL_Reports/CDSL_July_15_2018.csv
"June 30, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/June%2030%2C%202018.htm,CDSL_Reports/CDSL_June_30_2018.csv
"June 15, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/June%2015%2C%202018.htm,CDSL_Reports/CDSL_June_15_2018.csv
"May 31, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/May%2031%2C%202018.htm,CDSL_Reports/CDSL_May_31_2018.csv
"May 15, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/May%2015%2C%202018.htm,CDSL_Reports/CDSL_May_15_2018.csv
"April 30, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/April%2030%2C%202018.htm,CDSL_Reports/CDSL_April_30_2018.csv
"April 15, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/April%2015%2C%202018.htm,CDSL_Reports/CDSL_April_15_2018.csv
"March 31, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/March%2031%2C%202018.htm,CDSL_Reports/CDSL_March_31_2018.csv
"March 15, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/March%2015%2C%202018.htm,CDSL_Reports/CDSL_March_15_2018.csv
"February 28, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/February%2028%2C%202018.htm,CDSL_Reports/CDSL_February_28_2018.csv
"February 15, 2018",https://www.cdslindia.com/publications/FII/FortnightlySecWisePages/February%2015%2C%202018.htm,CDSL_Reports/CDSL_February_15_2018.csv
