0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC  as on August 15, 2013","AUC  as on August 15, 2013","AUC  as on August 15, 2013","AUC  as on August 15, 2013","AUC  as on August 15, 2013","AUC  as on August 15, 2013","Net  Investment  August 1-15, 2013","Net  Investment  August 1-15, 2013","Net  Investment  August 1-15, 2013","Net  Investment  August 1-15, 2013","Net  Investment  August 1-15, 2013","Net  Investment  August 1-15, 2013","Net  Investment  August 16-31, 2013","Net  Investment  August 16-31, 2013","Net  Investment  August 16-31, 2013","Net  Investment  August 16-31, 2013","Net  Investment  August 16-31, 2013","Net  Investment  August 16-31, 2013","AUC  as on August 31, 2013","AUC  as on August 31, 2013","AUC  as on August 31, 2013","AUC  as on August 31, 2013","AUC  as on August 31, 2013","AUC  as on August 31, 2013","August 31, 2013"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,"August 31, 2013"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"August 31, 2013"
1,Automobiles  & Auto Components,58173,0,58173,9457,0,9457,-8,0,-8,-1,0,-1,-21,0,-21,-3,0,-3,54788,0,54788,8230,0,8230,"August 31, 2013"
2,Total Financial Services,299873,33126,332999,48747,5385,54132,97,-1365,-1268,16,-222,-206,-4606,-1653,-6260,-692,-248,-940,265119,31099,296218,39823,4671,44494,"August 31, 2013"
2a,Banks,173838,168,174007,28259,27,28286,136,0,136,22,0,22,-3723,0,-3723,-559,0,-559,152184,164,152348,22859,25,22884,"August 31, 2013"
2b,Other  Financial Services1,126034,32957,158992,20488,5358,25846,-39,-1365,-1404,-6,-222,-228,-884,-1653,-2537,-133,-248,-381,112935,30935,143870,16964,4647,21610,"August 31, 2013"
3,Capital  Goods,56769,393,57162,9228,64,9292,60,0,60,10,0,10,-539,0,-539,-81,0,-81,52758,393,53151,7925,59,7984,"August 31, 2013"
4,Chemicals  & Petrochemicals,8799,4,8803,1430,1,1431,63,0,63,10,0,10,26,0,26,4,0,4,8192,4,8196,1230,1,1231,"August 31, 2013"
5,Coal,9553,0,9553,1553,0,1553,83,0,83,13,0,13,-204,0,-204,-31,0,-31,8728,0,8728,1311,0,1311,"August 31, 2013"
6,Commercial  Services & Supplies,5268,0,5268,856,0,856,11,0,11,2,0,2,3,0,3,0,0,0,4700,0,4700,706,0,706,"August 31, 2013"
7,Construction  Materials,25074,0,25074,4076,0,4076,68,0,68,11,0,11,0,0,0,0,0,0,22244,0,22244,3341,0,3341,"August 31, 2013"
