0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on July 31, 2023","AUC as on July 31, 2023","AUC as on July 31, 2023","AUC as on July 31, 2023","AUC as on July 31, 2023","AUC as on July 31, 2023","AUC as on July 31, 2023","AUC as on July 31, 2023","AUC as on July 31, 2023","AUC as on July 31, 2023","Net Investment July 16-31, 2023","Net Investment July 16-31, 2023","Net Investment July 16-31, 2023","Net Investment July 16-31, 2023","Net Investment July 16-31, 2023","Net Investment July 16-31, 2023","Net Investment July 16-31, 2023","Net Investment July 16-31, 2023","Net Investment July 16-31, 2023","Net Investment July 16-31, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","August 15, 2023"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"August 15, 2023"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"August 15, 2023"
1,Automobile and Auto Components,345726,15,11,0,345752,42034,2,1,0,42037,1609,-58,0,0,1551,196,-7,0,0,189,197,54,0,0,251,24,7,0,0,31,337762,15,11,0,337788,40718,2,1,0,40721,"August 15, 2023"
2,Capital Goods,203513,368,0,0,203881,24744,45,0,0,24789,3211,0,0,0,3211,390,0,0,0,390,2459,-6,0,0,2453,296,-1,0,0,295,203830,362,0,0,204192,24572,44,0,0,24616,"August 15, 2023"
3,Chemicals,96354,0,0,0,96354,11715,0,0,0,11715,-783,0,0,0,-783,-95,0,0,0,-95,-599,0,0,0,-599,-72,0,0,0,-72,95381,0,0,0,95381,11498,0,0,0,11498,"August 15, 2023"
4,Construction,107868,521,2178,0,110567,13115,63,265,0,13443,1520,0,0,0,1520,185,0,0,0,185,113,-4,0,0,109,14,0,0,0,14,107371,517,2178,0,110066,12944,62,263,0,13269,"August 15, 2023"
5,Construction Materials,94048,970,844,0,95862,11435,118,103,0,11656,-194,0,0,0,-194,-24,0,0,0,-24,85,0,0,0,85,10,0,0,0,10,91521,970,844,0,93335,11033,117,102,0,11252,"August 15, 2023"
6,Consumer Durables,182978,0,0,0,182978,22247,0,0,0,22247,387,0,0,0,387,47,0,0,0,47,152,0,0,0,152,18,0,0,0,18,181203,0,0,0,181203,21844,0,0,0,21844,"August 15, 2023"
7,Consumer Services,134860,359,545,0,135764,16397,44,66,0,16507,139,0,0,0,139,17,0,0,0,17,28,0,0,0,28,3,0,0,0,3,137278,359,545,0,138182,16549,43,66,0,16658,"August 15, 2023"
8,Diversified,3318,191,0,0,3509,403,23,0,0,426,-12,0,0,0,-12,-1,0,0,0,-1,3,0,0,0,3,0,0,0,0,0,3399,191,0,0,3590,410,23,0,0,433,"August 15, 2023"
9,Fast Moving Consumer Goods,387151,144,128,0,387423,47071,18,16,0,47105,229,-12,0,0,217,28,-1,0,0,27,-2022,0,0,0,-2022,-244,0,0,0,-244,379965,144,128,0,380237,45805,17,15,0,45837,"August 15, 2023"
10,Financial Services,1771057,17768,7203,0,1796028,215331,2160,876,0,218367,3113,1256,-399,0,3970,378,153,-49,0,482,-2821,211,-452,0,-3062,-340,25,-54,0,-369,1721335,18012,6915,0,1746262,207509,2171,834,0,210514,"August 15, 2023"
11,Forest Materials,2082,400,0,0,2482,253,49,0,0,302,-20,0,0,0,-20,-2,0,0,0,-2,-9,95,0,0,86,-1,11,0,0,10,2043,495,0,0,2538,246,60,0,0,306,"August 15, 2023"
12,Healthcare,289657,406,0,0,290063,35217,49,0,0,35266,430,0,0,0,430,52,0,0,0,52,1030,0,0,0,1030,124,0,0,0,124,287357,406,0,0,287763,34641,49,0,0,34690,"August 15, 2023"
13,Information Technology,497989,0,385,0,498374,60547,0,47,0,60594,1631,0,0,0,1631,198,0,0,0,198,371,0,0,0,371,45,0,0,0,45,513505,0,385,0,513890,61904,0,46,0,61950,"August 15, 2023"
14,"Media, Entertainment & Publication",18973,0,125,0,19098,2307,0,15,0,2322,95,0,0,0,95,12,0,0,0,12,247,0,-20,0,227,30,0,-2,0,28,20677,0,115,0,20792,2493,0,14,0,2507,"August 15, 2023"
15,Metals & Mining,168374,16,1512,0,169902,20471,2,184,0,20657,670,0,0,0,670,82,0,0,0,82,-1023,0,0,0,-1023,-123,0,0,0,-123,162805,16,1512,0,164333,19626,2,182,0,19810,"August 15, 2023"
