0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on March 15, 2015","AUC as on March 15, 2015","AUC as on March 15, 2015","AUC as on March 15, 2015","AUC as on March 15, 2015","AUC as on March 15, 2015","Net Investment March 01-15, 2015","Net Investment March 01-15, 2015","Net Investment March 01-15, 2015","Net Investment March 01-15, 2015","Net Investment March 01-15, 2015","Net Investment March 01-15, 2015","Net Investment March 16-31, 2015","Net Investment March 16-31, 2015","Net Investment March 16-31, 2015","Net Investment March 16-31, 2015","Net Investment March 16-31, 2015","Net Investment March 16-31, 2015","AUC as on March 31, 2015","AUC as on March 31, 2015","AUC as on March 31, 2015","AUC as on March 31, 2015","AUC as on March 31, 2015","AUC as on March 31, 2015","March 31, 2015"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"March 31, 2015"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"March 31, 2015"
1,Automobiles & Auto Components,114561,0,114561,18279,0,18279,776,-100,676,124,-16,108,-364,0,-364,-58,0,-58,113271,0,113271,18097,0,18097,"March 31, 2015"
2,Total Financial Services,422472,71351,493823,67409,11385,78793,2319,4220,6538,370,673,1043,851,953,1804,136,152,288,416790,72695,489485,66590,11614,78204,"March 31, 2015"
2a,Banks,176652,1388,178040,28186,221,28408,620,101,721,99,16,115,-165,194,28,-26,31,5,173725,1577,175302,27756,252,28008,"March 31, 2015"
2b,Other Financial Services1,245820,69963,315783,39222,11163,50386,1699,4119,5818,271,657,928,1016,759,1775,162,121,284,243065,71118,314183,38834,11362,50196,"March 31, 2015"
3,Capital Goods,128217,837,129055,20458,134,20592,2155,0,2155,344,0,344,224,20,244,36,3,39,127000,837,127838,20291,134,20424,"March 31, 2015"
4,Chemicals & Petrochemicals,21797,268,22065,3478,43,3521,29,-140,-111,5,-22,-18,131,80,211,21,13,34,22454,268,22722,3587,43,3630,"March 31, 2015"
5,Coal,20886,0,20886,3333,0,3333,525,0,525,84,0,84,139,0,139,22,0,22,20901,0,20901,3339,0,3339,"March 31, 2015"
