0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
,,"AUC as on February 29,  2020","AUC as on February 29,  2020","AUC as on February 29,  2020","AUC as on February 29,  2020","AUC as on February 29,  2020","AUC as on February 29,  2020","AUC as on February 29,  2020","AUC as on February 29,  2020","Net Investment February  16-29, 2020","Net Investment February  16-29, 2020","Net Investment February  16-29, 2020","Net Investment February  16-29, 2020","Net Investment February  16-29, 2020","Net Investment February  16-29, 2020","Net Investment February  16-29, 2020","Net Investment February  16-29, 2020","Net Investment March 01-15,  2020","Net Investment March 01-15,  2020","Net Investment March 01-15,  2020","Net Investment March 01-15,  2020","Net Investment March 01-15,  2020","Net Investment March 01-15,  2020","Net Investment March 01-15,  2020","Net Investment March 01-15,  2020","AUC as on March 15,  2020","AUC as on March 15,  2020","AUC as on March 15,  2020","AUC as on March 15,  2020","AUC as on March 15,  2020","AUC as on March 15,  2020","AUC as on March 15,  2020","AUC as on March 15,  2020","March 15, 2020"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"March 15, 2020"
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,"March 15, 2020"
1,Automobiles & Auto Components,131467,317,0,131784,18211,44,0,18255,-1852,0,0,-1852,-257,0,0,-257,-1050,0,0,-1050,-142,0,0,-142,118704,317,0,119021,16026,43,0,16069,"March 15, 2020"
2,Total Financial Services,1089379,42406,0,1131785,150905,5874,0,156779,-1968,331,0,-1637,-273,46,0,-227,-11350,-890,0,-12240,-1532,-120,0,-1652,952460,41309,0,993769,128590,5577,0,134167,"March 15, 2020"
2a,Banks,638225,8475,0,646700,88410,1174,0,89584,-1404,106,0,-1298,-194,15,0,-179,-7463,-19,0,-7482,-1008,-3,0,-1011,548765,8488,0,557253,74088,1146,0,75234,"March 15, 2020"
2b,Other Financial Services1,451154,33931,0,485085,62496,4700,0,67196,-564,225,0,-339,-78,31,0,-47,-3887,-871,0,-4758,-525,-118,0,-643,403695,32820,0,436515,54502,4431,0,58933,"March 15, 2020"
3,Capital Goods,82518,463,0,82981,11431,64,0,11495,-892,-20,0,-912,-124,-3,0,-127,-631,0,0,-631,-85,0,0,-85,71472,464,0,71936,9649,63,0,9712,"March 15, 2020"
4,Chemicals & Petrochemicals,42379,0,0,42379,5871,0,0,5871,43,0,0,43,6,0,0,6,85,0,0,85,11,0,0,11,36074,0,0,36074,4870,0,0,4870,"March 15, 2020"
5,Coal,8662,0,0,8662,1200,0,0,1200,73,0,0,73,10,0,0,10,-226,0,0,-226,-31,0,0,-31,7772,0,0,7772,1049,0,0,1049,"March 15, 2020"
6,Commercial Services & Supplies,8591,0,0,8591,1190,0,0,1190,-43,0,0,-43,-6,0,0,-6,-16,0,0,-16,-2,0,0,-2,6637,0,0,6637,896,0,0,896,"March 15, 2020"
7,Construction Materials,55591,409,0,56000,7701,57,0,7758,-419,-10,0,-429,-58,-1,0,-59,-1019,0,0,-1019,-138,0,0,-138,48582,409,0,48991,6559,55,0,6614,"March 15, 2020"
8,Consumer Durables,53024,0,0,53024,7345,0,0,7345,-129,0,0,-129,-18,0,0,-18,557,0,0,557,75,0,0,75,50188,0,0,50188,6776,0,0,6776,"March 15, 2020"
9,Diversified2,6818,0,0,6818,944,0,0,944,-38,0,0,-38,-5,0,0,-5,-112,0,0,-112,-15,0,0,-15,6100,0,0,6100,824,0,0,824,"March 15, 2020"
10,Diversified Consumer Services,2721,0,0,2721,377,0,0,377,-34,0,0,-34,-5,0,0,-5,17,0,0,17,2,0,0,2,2532,0,0,2532,342,0,0,342,"March 15, 2020"
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"March 15, 2020"
12,"Food, Beverages & Tobacco",100171,674,0,100845,13876,93,0,13969,-993,-3,0,-996,-138,0,0,-138,-953,0,0,-953,-129,0,0,-129,86272,673,0,86945,11647,91,0,11738,"March 15, 2020"
13,Forest Materials,863,434,0,1297,119,60,0,179,-7,0,0,-7,-1,0,0,-1,-4,0,0,-4,-1,0,0,-1,686,434,0,1120,93,59,0,152,"March 15, 2020"
14,General Industrials,14578,0,0,14578,2019,0,0,2019,18,0,0,18,2,0,0,2,-99,0,0,-99,-13,0,0,-13,12569,0,0,12569,1697,0,0,1697,"March 15, 2020"
15,Hardware Technology & Equipment,56,0,0,56,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,41,6,0,0,6,"March 15, 2020"
16,Healthcare Equipment & Supplies,83,0,0,83,11,0,0,11,-9,0,0,-9,-1,0,0,-1,-1,0,0,-1,0,0,0,0,73,0,0,73,10,0,0,10,"March 15, 2020"
17,Healthcare Services,22894,0,0,22894,3171,0,0,3171,-145,0,0,-145,-20,0,0,-20,-37,0,0,-37,-5,0,0,-5,20344,0,0,20344,2747,0,0,2747,"March 15, 2020"
18,"Hotels, Restaurants & Tourism",13615,104,0,13719,1886,14,0,1900,41,0,0,41,6,0,0,6,-87,0,0,-87,-12,0,0,-12,11411,104,0,11515,1541,14,0,1555,"March 15, 2020"
19,Household & Personal Products,107712,0,0,107712,14921,0,0,14921,-232,0,0,-232,-32,0,0,-32,-585,0,0,-585,-79,0,0,-79,99263,0,0,99263,13401,0,0,13401,"March 15, 2020"
20,Insurance,72516,0,0,72516,10045,0,0,10045,-52,0,0,-52,-7,0,0,-7,-203,0,0,-203,-27,0,0,-27,63533,0,0,63533,8577,0,0,8577,"March 15, 2020"
21,Media,22024,38,0,22062,3051,5,0,3056,186,0,0,186,26,0,0,26,106,-66,0,40,14,-9,0,5,17387,122,0,17509,2347,16,0,2363,"March 15, 2020"
22,Metals & Mining,37171,558,0,37729,5149,77,0,5226,0,0,0,0,0,0,0,0,-592,0,0,-592,-80,0,0,-80,30397,558,0,30955,4104,75,0,4179,"March 15, 2020"
23,Oil & Gas,262866,4261,0,267127,36413,590,0,37003,-368,-110,0,-478,-51,-15,0,-66,-4382,-163,0,-4545,-592,-22,0,-614,216216,4110,0,220326,29191,555,0,29746,"March 15, 2020"
24,Pharmaceuticals & Biotechnology,100330,1750,0,102080,13898,242,0,14140,-959,0,0,-959,-133,0,0,-133,-552,0,0,-552,-74,0,0,-74,92940,1750,0,94690,12548,236,0,12784,"March 15, 2020"
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"March 15, 2020"
26,Realty,30581,1165,0,31746,4236,161,0,4397,-229,0,0,-229,-32,0,0,-32,-208,0,0,-208,-28,0,0,-28,25600,1165,0,26765,3456,157,0,3613,"March 15, 2020"
27,Retailing,43172,150,0,43322,5980,21,0,6001,2000,0,0,2000,277,0,0,277,-255,0,0,-255,-34,0,0,-34,36522,150,0,36672,4931,20,0,4951,"March 15, 2020"
