0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
28,Software & Services,325215,0,0,325215,45050,0,0,45050,72,0,0,72,10,0,0,10,-2589,0,0,-2589,-350,0,0,-350,287591,0,0,287591,38827,0,0,38827,"March 15, 2020"
29,Telecom Services,80612,380,0,80992,11167,53,0,11220,155,0,0,155,21,0,0,21,-92,0,0,-92,-12,0,0,-12,77847,380,0,78227,10510,51,0,10561,"March 15, 2020"
30,Telecommunications Equipment,125,0,0,125,17,0,0,17,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,94,13,0,0,13,"March 15, 2020"
31,"Textiles, Apparels & Accessories",38925,0,0,38925,5392,0,0,5392,-88,0,0,-88,-12,0,0,-12,-128,0,0,-128,-17,0,0,-17,33941,0,0,33941,4582,0,0,4582,"March 15, 2020"
32,Transportation,36051,699,0,36750,4994,97,0,5091,-127,0,0,-127,-18,0,0,-18,-429,-700,0,-1129,-58,-95,0,-153,29078,699,0,29777,3926,94,0,4020,"March 15, 2020"
32 a,Airlines,7484,699,0,8183,1037,97,0,1134,-153,0,0,-153,-21,0,0,-21,-221,0,0,-221,-30,0,0,-30,5536,699,0,6235,747,94,0,841,"March 15, 2020"
32 b,Logistics,1636,0,0,1636,227,0,0,227,17,0,0,17,2,0,0,2,5,0,0,5,1,0,0,1,1373,0,0,1373,185,0,0,185,"March 15, 2020"
32 c,Marine Port & Services,13825,0,0,13825,1915,0,0,1915,29,0,0,29,4,0,0,4,-187,0,0,-187,-25,0,0,-25,11828,0,0,11828,1597,0,0,1597,"March 15, 2020"
32 d,Roads & Highways,1366,0,0,1366,189,0,0,189,-29,0,0,-29,-4,0,0,-4,-10,-700,0,-710,-1,-95,0,-96,1154,0,0,1154,156,0,0,156,"March 15, 2020"
32 e,Shipping,968,0,0,968,134,0,0,134,21,0,0,21,3,0,0,3,-9,0,0,-9,-1,0,0,-1,910,0,0,910,123,0,0,123,"March 15, 2020"
32 f,Surface Transportation,34,0,0,34,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,4,0,0,4,"March 15, 2020"
32 g,Transport Related Services,8356,0,0,8356,1158,0,0,1158,-40,0,0,-40,-6,0,0,-6,-68,0,0,-68,-9,0,0,-9,6220,0,0,6220,840,0,0,840,"March 15, 2020"
32 h,Airport Services,2383,0,0,2383,330,0,0,330,29,0,0,29,4,0,0,4,61,0,0,61,8,0,0,8,2031,0,0,2031,274,0,0,274,"March 15, 2020"
33,Utilities3,78404,3127,0,81531,10861,433,0,11294,299,70,0,369,41,10,0,51,-636,-229,0,-865,-86,-31,0,-117,68379,2895,0,71274,9232,391,0,9623,"March 15, 2020"
34,Sovereign,0,211432,0,211432,0,29288,0,29288,0,-8322,0,-8322,0,-1153,0,-1153,0,-9224,0,-9224,0,-1245,0,-1245,0,202819,0,202819,0,27382,0,27382,"March 15, 2020"
35,Others4,17819,146930,15187,179936,2468,20353,2104,24925,-2908,-2501,2409,-3000,-403,-346,334,-415,695,-2776,21,-2060,94,-375,3,-278,16082,144255,14493,174830,2171,19476,1957,23604,"March 15, 2020"
,Grand Total,2886931,415296,15187,3317414,399910,57529,2104,459543,-8606,-10566,2409,-16763,-1192,-1464,334,-2322,-24776,-14050,21,-38805,-3345,-1897,3,-5239,2526786,402612,14493,2943891,341138,54356,1957,397451,"March 15, 2020"
