0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on July 15, 2022","AUC as on July 15, 2022","AUC as on July 15, 2022","AUC as on July 15, 2022","AUC as on July 15, 2022","AUC as on July 15, 2022","AUC as on July 15, 2022","AUC as on July 15, 2022","AUC as on July 15, 2022","AUC as on July 15, 2022","Net Investment July 01-15, 2022","Net Investment July 01-15, 2022","Net Investment July 01-15, 2022","Net Investment July 01-15, 2022","Net Investment July 01-15, 2022","Net Investment July 01-15, 2022","Net Investment July 01-15, 2022","Net Investment July 01-15, 2022","Net Investment July 01-15, 2022","Net Investment July 01-15, 2022","Net Investment July 16-31, 2022","Net Investment July 16-31, 2022","Net Investment July 16-31, 2022","Net Investment July 16-31, 2022","Net Investment July 16-31, 2022","Net Investment July 16-31, 2022","Net Investment July 16-31, 2022","Net Investment July 16-31, 2022","Net Investment July 16-31, 2022","Net Investment July 16-31, 2022","AUC as on July 31, 2022","AUC as on July 31, 2022","AUC as on July 31, 2022","AUC as on July 31, 2022","AUC as on July 31, 2022","AUC as on July 31, 2022","AUC as on July 31, 2022","AUC as on July 31, 2022","AUC as on July 31, 2022","AUC as on July 31, 2022","July 31, 2022"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"July 31, 2022"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"July 31, 2022"
1,Automobile and Auto Components,242393,0,11,0,242404,30345,0,2,0,30347,-363,0,0,0,-363,-45,0,0,0,-45,1034,0,0,0,1034,130,0,0,0,130,246894,0,11,0,246905,31087,0,2,0,31089,"July 31, 2022"
2,Capital Goods,96913,426,0,0,97339,12132,53,0,0,12185,499,0,0,0,499,62,0,0,0,62,1419,0,0,0,1419,179,0,0,0,179,104987,426,0,0,105413,13219,54,0,0,13273,"July 31, 2022"
3,Chemicals,92251,0,0,0,92251,11549,0,0,0,11549,-503,0,0,0,-503,-63,0,0,0,-63,-44,0,0,0,-44,-6,0,0,0,-6,99210,0,0,0,99210,12492,0,0,0,12492,"July 31, 2022"
4,Construction,54893,641,2238,2589,60361,6872,80,280,324,7556,338,-19,0,-3,316,42,-2,0,0,40,660,0,0,0,660,83,0,0,0,83,59317,641,2208,0,62166,7469,81,278,0,7828,"July 31, 2022"
5,Construction Materials,65525,1195,783,0,67503,8203,150,98,0,8451,77,-80,0,0,-3,10,-10,0,0,0,596,0,0,0,596,75,0,0,0,75,71951,1195,783,0,73929,9060,150,99,0,9309,"July 31, 2022"
6,Consumer Durables,156558,0,0,0,156558,19599,0,0,0,19599,-394,0,0,0,-394,-49,0,0,0,-49,453,0,0,0,453,57,0,0,0,57,167725,0,0,0,167725,21119,0,0,0,21119,"July 31, 2022"
7,Consumer Services,97688,419,125,0,98232,12229,52,16,0,12297,-282,0,0,0,-282,-35,0,0,0,-35,493,0,0,0,493,62,0,0,0,62,103088,419,125,0,103632,12980,52,16,0,13048,"July 31, 2022"
