0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","AUC as on August 15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 01-15, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","August 31, 2023"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"August 31, 2023"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"August 31, 2023"
1,Automobile and Auto Components,337762,15,11,0,337788,40718,2,1,0,40721,197,54,0,0,251,24,7,0,0,31,439,-1,0,0,438,53,0,0,0,53,346220,14,11,0,346245,41876,2,1,0,41879,"August 31, 2023"
2,Capital Goods,203830,362,0,0,204192,24572,44,0,0,24616,2458,-6,0,0,2452,296,-1,0,0,295,5878,0,0,0,5878,711,0,0,0,711,222460,362,0,0,222822,26907,44,0,0,26951,"August 31, 2023"
3,Chemicals,95381,0,0,0,95381,11498,0,0,0,11498,-599,0,0,0,-599,-72,0,0,0,-72,419,0,0,0,419,51,0,0,0,51,99100,0,0,0,99100,11986,0,0,0,11986,"August 31, 2023"
4,Construction,107371,517,2178,0,110066,12944,62,263,0,13269,113,-4,0,0,109,14,0,0,0,14,637,-2,0,0,635,77,0,0,0,77,110354,515,2178,0,113047,13347,62,263,0,13672,"August 31, 2023"
5,Construction Materials,91521,970,844,0,93335,11033,117,102,0,11252,85,0,0,0,85,10,0,0,0,10,301,0,0,0,301,36,0,0,0,36,93610,970,844,0,95424,11322,117,102,0,11541,"August 31, 2023"
6,Consumer Durables,181203,0,0,0,181203,21844,0,0,0,21844,152,0,0,0,152,18,0,0,0,18,568,0,0,0,568,69,0,0,0,69,188072,0,0,0,188072,22747,0,0,0,22747,"August 31, 2023"
7,Consumer Services,137278,359,545,0,138182,16549,43,66,0,16658,28,0,0,0,28,3,0,0,0,3,2007,0,0,0,2007,243,0,0,0,243,145467,359,545,0,146371,17594,43,66,0,17703,"August 31, 2023"
8,Diversified,3399,191,0,0,3590,410,23,0,0,433,3,0,0,0,3,0,0,0,0,0,26,0,0,0,26,3,0,0,0,3,3692,191,0,0,3883,447,23,0,0,470,"August 31, 2023"
9,Fast Moving Consumer Goods,379965,144,128,0,380237,45805,17,15,0,45837,-2022,0,0,0,-2022,-244,0,0,0,-244,-590,0,0,0,-590,-71,0,0,0,-71,376836,144,128,0,377108,45578,17,15,0,45610,"August 31, 2023"
10,Financial Services,1722837,18012,6915,0,1747764,207691,2171,834,0,210696,-2821,211,-452,0,-3062,-340,25,-54,0,-369,-3672,133,-781,0,-4320,-444,16,-94,0,-522,1753402,18083,6156,0,1777641,212075,2187,745,0,215007,"August 31, 2023"
11,Forest Materials,2043,495,0,0,2538,246,60,0,0,306,-9,95,0,0,86,-1,11,0,0,10,47,0,0,0,47,6,0,0,0,6,2247,495,0,0,2742,272,60,0,0,332,"August 31, 2023"
12,Healthcare,287474,406,0,0,287880,34655,49,0,0,34704,1030,0,0,0,1030,124,0,0,0,124,409,0,0,0,409,49,0,0,0,49,290022,406,0,0,290428,35078,49,0,0,35127,"August 31, 2023"
13,Information Technology,513505,0,385,0,513890,61904,0,46,0,61950,371,0,0,0,371,45,0,0,0,45,3717,0,0,0,3717,450,0,0,0,450,520205,0,385,0,520590,62919,0,47,0,62966,"August 31, 2023"
14,"Media, Entertainment & Publication",20677,0,115,0,20792,2493,0,14,0,2507,247,0,-20,0,227,30,0,-2,0,28,200,0,0,0,200,24,0,0,0,24,21230,0,115,0,21345,2568,0,14,0,2582,"August 31, 2023"
15,Metals & Mining,162805,16,1512,0,164333,19626,2,182,0,19810,-1023,0,0,0,-1023,-123,0,0,0,-123,-5930,5,0,0,-5925,-717,1,0,0,-716,159358,21,1512,0,160891,19274,2,183,0,19459,"August 31, 2023"
16,"Oil, Gas & Consumable Fuels",496930,402,197,0,497529,59906,48,24,0,59978,-450,0,0,0,-450,-54,0,0,0,-54,-1778,-7,-148,0,-1933,-215,-1,-18,0,-234,468400,394,49,0,468843,56653,48,6,0,56707,"August 31, 2023"
17,Power,173429,2186,205,7201,183021,20907,264,25,868,22064,2206,0,0,-25,2181,266,0,0,-3,263,9357,1634,0,-25,10966,1132,198,0,-3,1327,187379,3821,205,7191,198596,22664,462,25,870,24021,"August 31, 2023"
18,Realty,72133,124,699,13291,86247,8696,15,84,1602,10397,242,-1,209,-82,368,29,0,25,-10,44,346,0,0,13,359,42,0,0,2,44,76449,124,699,13209,90481,9247,15,85,1598,10945,"August 31, 2023"
19,Services,93403,1172,0,4032,98607,11260,141,0,486,11887,-80,0,0,-5,-85,-10,0,0,-1,-11,-641,0,0,8,-633,-78,0,0,1,-77,95095,1172,0,4045,100312,11502,142,0,489,12133,"August 31, 2023"
20,Telecommunication,136665,227,0,2546,139438,16475,27,0,307,16809,174,0,0,22,196,21,0,0,3,24,-1192,26,0,0,-1166,-144,3,0,0,-141,135343,253,0,2546,138142,16370,31,0,308,16709,"August 31, 2023"
21,Textiles,18698,363,0,0,19061,2254,44,0,0,2298,342,0,0,0,342,41,0,0,0,41,-45,0,0,0,-45,-5,0,0,0,-5,19278,363,0,0,19641,2332,44,0,0,2376,"August 31, 2023"
22,Utilities,869,0,0,0,869,105,0,0,0,105,-12,0,0,0,-12,-1,0,0,0,-1,0,100,0,0,100,0,12,0,0,12,859,100,0,0,959,104,12,0,0,116,"August 31, 2023"
