0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on December 15, 2014","AUC as on December 15, 2014","AUC as on December 15, 2014","AUC as on December 15, 2014","AUC as on December 15, 2014","AUC as on December 15, 2014","Net Investment December 01-15, 2014","Net Investment December 01-15, 2014","Net Investment December 01-15, 2014","Net Investment December 01-15, 2014","Net Investment December 01-15, 2014","Net Investment December 01-15, 2014","Net Investment December 16-31, 2014","Net Investment December 16-31, 2014","Net Investment December 16-31, 2014","Net Investment December 16-31, 2014","Net Investment December 16-31, 2014","Net Investment December 16-31, 2014","AUC as on December 31, 2014","AUC as on December 31, 2014","AUC as on December 31, 2014","AUC as on December 31, 2014","AUC as on December 31, 2014","AUC as on December 31, 2014","December 31, 2014"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"December 31, 2014"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"December 31, 2014"
1,Automobiles & Auto Components,116775,100,116875,18638,16,18654,800,0,800,128,0,128,-51,0,-51,-8,0,-8,115278,100,115378,18202,16,18218,"December 31, 2014"
2,Total Financial Services,390238,56534,446772,62286,9023,71309,998,2832,3831,159,452,611,121,-973,-851,19,-154,-134,387339,55525,442864,61161,8767,69928,"December 31, 2014"
2a,Banks,177726,949,178676,28367,152,28518,226,757,983,36,121,157,227,21,248,36,3,39,173126,971,174098,27337,153,27490,"December 31, 2014"
2b,Other Financial Services1,212511,55585,268096,33919,8872,42791,772,2075,2848,123,331,455,-106,-993,-1099,-17,-157,-174,214213,54554,268766,33824,8614,42438,"December 31, 2014"
3,Capital Goods,110870,442,111312,17696,71,17767,-834,100,-734,-133,16,-117,-924,-5,-929,-146,-1,-147,111466,437,111903,17600,69,17669,"December 31, 2014"
4,Chemicals & Petrochemicals,17958,240,18198,2866,38,2905,139,84,223,22,13,36,96,0,96,15,0,15,19733,240,19973,3116,38,3154,"December 31, 2014"
5,Coal,13157,0,13157,2100,0,2100,170,0,170,27,0,27,349,0,349,55,0,55,13679,0,13679,2160,0,2160,"December 31, 2014"
6,Commercial Services & Supplies,12988,470,13458,2073,75,2148,-140,0,-140,-22,0,-22,-116,0,-116,-18,0,-18,13836,470,14306,2185,74,2259,"December 31, 2014"
7,Construction Materials,37081,795,37876,5918,127,6045,-92,50,-42,-15,8,-7,-276,0,-276,-44,0,-44,37707,795,38503,5954,126,6080,"December 31, 2014"
8,Consumer Durables,6399,25,6424,1021,4,1025,-39,25,-14,-6,4,-2,-62,0,-62,-10,0,-10,6468,25,6493,1021,4,1025,"December 31, 2014"
9,Diversified2,4444,0,4444,709,0,709,18,0,18,3,0,3,-17,0,-17,-3,0,-3,4415,0,4415,697,0,697,"December 31, 2014"
10,Diversified Consumer Services,379,0,379,61,0,61,-1,0,-1,0,0,0,197,0,197,31,0,31,561,0,561,89,0,89,"December 31, 2014"
11,"Food, Beverages & Tobacco",100331,0,100331,16014,0,16014,944,0,944,151,0,151,-185,0,-185,-29,0,-29,96108,0,96108,15175,0,15175,"December 31, 2014"
12,Forest Materials,778,0,778,124,0,124,-20,0,-20,-3,0,-3,1,0,1,0,0,0,816,0,816,129,0,129,"December 31, 2014"
13,General Industrials,12548,0,12548,2003,0,2003,100,0,100,16,0,16,-22,0,-22,-3,0,-3,12480,0,12480,1971,0,1971,"December 31, 2014"
14,Hardware Technology & Equipment,68,0,68,11,0,11,-1,0,-1,0,0,0,-6,0,-6,-1,0,-1,67,0,67,11,0,11,"December 31, 2014"
15,Healthcare Equipment & Supplies,156,0,156,25,0,25,11,0,11,2,0,2,29,0,29,5,0,5,195,0,195,31,0,31,"December 31, 2014"
16,Healthcare Services,7100,125,7225,1133,20,1153,-5,0,-5,-1,0,-1,19,0,19,3,0,3,7000,125,7125,1105,20,1125,"December 31, 2014"
17,"Hotels, Restaurants & Tourism",8101,0,8101,1293,0,1293,823,0,823,131,0,131,-11,0,-11,-2,0,-2,8527,0,8527,1346,0,1346,"December 31, 2014"
18,Household & Personal Products,60492,175,60667,9655,28,9683,-21,0,-21,-3,0,-3,-433,0,-433,-68,0,-68,59720,175,59895,9430,28,9457,"December 31, 2014"
19,Media,28975,836,29812,4625,133,4758,-18,0,-18,-3,0,-3,136,-5,131,21,-1,21,30010,835,30845,4739,132,4870,"December 31, 2014"
20,Metals & Mining,44453,1411,45865,7095,225,7320,-36,138,102,-6,22,16,-367,-166,-533,-58,-26,-84,44592,1243,45835,7041,196,7237,"December 31, 2014"
21,Oil & Gas,97844,1553,99397,15617,248,15865,-463,0,-463,-74,0,-74,-347,0,-347,-55,0,-55,97592,1553,99145,15410,245,15655,"December 31, 2014"
22,Pharmaceuticals & Biotechnology,142074,25,142099,22676,4,22680,-45,0,-45,-7,0,-7,-690,0,-690,-109,0,-109,138985,25,139010,21946,4,21950,"December 31, 2014"
23,Realty,16446,325,16771,2625,52,2677,173,0,173,28,0,28,-53,0,-53,-8,0,-8,16369,325,16694,2585,51,2636,"December 31, 2014"
24,Retailing,5945,0,5945,949,0,949,18,0,18,3,0,3,23,0,23,4,0,4,6008,0,6008,949,0,949,"December 31, 2014"
25,Software & Services,264075,0,264075,42149,0,42149,4643,0,4643,741,0,741,-2978,0,-2978,-470,0,-470,272223,0,272223,42984,0,42984,"December 31, 2014"
26,Telecom Services,43536,2914,46450,6949,465,7414,-345,1510,1165,-55,241,186,-625,10,-615,-99,2,-97,43740,2925,46664,6906,462,7368,"December 31, 2014"
27,Telecommunications Equipment,173,0,173,28,0,28,1,0,1,0,0,0,0,0,0,0,0,0,174,0,174,28,0,28,"December 31, 2014"
28,"Textiles, Apparels & Accessories",24984,0,24984,3988,0,3988,-52,0,-52,-8,0,-8,-73,0,-73,-12,0,-12,25708,0,25708,4059,0,4059,"December 31, 2014"
29,Transportation,27448,20,27468,4381,3,4384,161,-8,153,26,-1,24,269,-9,261,43,-1,41,30067,9,30075,4747,1,4749,"December 31, 2014"
29 a,Airlines,219,0,219,35,0,35,59,0,59,9,0,9,-5,0,-5,-1,0,-1,220,0,220,35,0,35,"December 31, 2014"
29 b,Logistics,2694,20,2714,430,3,433,52,-8,44,8,-1,7,145,-9,136,23,-1,22,3063,9,3071,484,1,485,"December 31, 2014"
29 c,Marine Port & Services,14227,0,14227,2271,0,2271,67,0,67,11,0,11,117,0,117,19,0,19,16129,0,16129,2547,0,2547,"December 31, 2014"
29 d,Roads & Highways,2442,0,2442,390,0,390,-5,0,-5,-1,0,-1,20,0,20,3,0,3,2606,0,2606,411,0,411,"December 31, 2014"
29 e,Shipping,1398,0,1398,223,0,223,4,0,4,1,0,1,14,0,14,2,0,2,1352,0,1352,213,0,213,"December 31, 2014"
29 f,Surface Transportation,43,0,43,7,0,7,4,0,4,1,0,1,1,0,1,0,0,0,44,0,44,7,0,7,"December 31, 2014"
29 g,Transport Related Services,6426,0,6426,1026,0,1026,-19,0,-19,-3,0,-3,-23,0,-23,-4,0,-4,6653,0,6653,1050,0,1050,"December 31, 2014"
30,Utilities3,66065,3085,69150,10545,492,11037,-189,357,168,-30,57,27,-140,116,-24,-22,18,-4,68402,3200,71602,10801,505,11306,"December 31, 2014"
31,Sovereign,0,150938,150938,0,24091,24091,0,4549,4549,0,726,726,0,1096,1096,0,173,173,0,151868,151868,0,23980,23980,"December 31, 2014"
32,Others4,263798,69890,333688,42105,11155,53260,765,1659,2425,122,265,387,-296,-173,-469,-47,-27,-74,276752,68392,345144,43699,10799,54498,"December 31, 2014"
,Grand Total,1925681,289904,2215585,307357,46271,353628,7466,11297,18762,1192,1803,2995,-6429,-109,-6538,-1015,-17,-1032,1946018,288266,2234283,307275,45517,352792,"December 31, 2014"
