0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
20,Insurance,8307,0,0,8307,1171,0,0,1171,-24,0,0,-24,-3,0,0,-3,-96,0,0,-96,-13,0,0,-13,8562,0,0,8562,1192,0,0,1192,"September 15, 2018"
21,Media,30380,341,0,30721,4283,48,0,4331,-243,0,0,-243,-34,0,0,-34,-133,0,0,-133,-19,0,0,-19,28607,340,0,28947,3984,47,0,4031,"September 15, 2018"
22,Metals & Mining,69256,651,0,69907,9765,92,0,9857,-43,-16,0,-59,-6,-2,0,-8,-344,-1,0,-345,-48,0,0,-48,71065,651,0,71716,9896,91,0,9987,"September 15, 2018"
23,Oil & Gas,246370,1886,0,248256,34737,266,0,35003,-827,14,0,-813,-117,2,0,-115,-493,-58,0,-551,-69,-8,0,-77,246234,1842,0,248076,34288,256,0,34544,"September 15, 2018"
24,Pharmaceuticals & Biotechnology,131523,0,0,131523,18544,0,0,18544,967,0,0,967,136,0,0,136,-18,0,0,-18,-2,0,0,-2,134479,0,0,134479,18726,0,0,18726,"September 15, 2018"
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 15, 2018"
26,Realty,26069,522,0,26591,3675,74,0,3749,-212,0,0,-212,-30,0,0,-30,-136,0,0,-136,-19,0,0,-19,25227,522,0,25749,3513,73,0,3586,"September 15, 2018"
27,Retailing,28834,300,0,29134,4065,42,0,4107,-227,0,0,-227,-32,0,0,-32,-101,0,0,-101,-14,0,0,-14,28222,300,0,28522,3930,42,0,3972,"September 15, 2018"
28,Software & Services,365634,0,0,365634,51552,0,0,51552,285,0,0,285,40,0,0,40,2041,0,0,2041,284,0,0,284,370268,0,0,370268,51560,0,0,51560,"September 15, 2018"
29,Telecom Services,61047,1826,0,62873,8607,257,0,8864,26,0,0,26,4,0,0,4,2,0,0,2,0,0,0,0,59627,1826,0,61453,8303,254,0,8557,"September 15, 2018"
30,Telecommunications Equipment,230,0,0,230,32,0,0,32,-1,0,0,-1,0,0,0,0,12,0,0,12,2,0,0,2,230,0,0,230,32,0,0,32,"September 15, 2018"
31,"Textiles, Apparels & Accessories",46115,0,0,46115,6502,0,0,6502,300,0,0,300,42,0,0,42,143,0,0,143,20,0,0,20,45036,0,0,45036,6271,0,0,6271,"September 15, 2018"
32,Transportation,32484,699,0,33183,4580,99,0,4679,-338,0,0,-338,-48,0,0,-48,-223,0,0,-223,-31,0,0,-31,31312,699,0,32011,4360,97,0,4457,"September 15, 2018"
32 a,Airlines,5771,699,0,6470,814,99,0,913,-145,0,0,-145,-20,0,0,-20,-41,0,0,-41,-6,0,0,-6,5445,699,0,6144,758,97,0,855,"September 15, 2018"
32 b,Logistics,1902,0,0,1902,268,0,0,268,-29,0,0,-29,-4,0,0,-4,-12,0,0,-12,-2,0,0,-2,1773,0,0,1773,247,0,0,247,"September 15, 2018"
32 c,Marine Port & Services,19563,0,0,19563,2758,0,0,2758,-189,0,0,-189,-27,0,0,-27,-120,0,0,-120,-17,0,0,-17,19230,0,0,19230,2678,0,0,2678,"September 15, 2018"
32 d,Roads & Highways,3693,0,0,3693,521,0,0,521,32,0,0,32,5,0,0,5,-30,0,0,-30,-4,0,0,-4,3390,0,0,3390,472,0,0,472,"September 15, 2018"
32 e,Shipping,1286,0,0,1286,181,0,0,181,-10,0,0,-10,-1,0,0,-1,-13,0,0,-13,-2,0,0,-2,1232,0,0,1232,172,0,0,172,"September 15, 2018"
32 f,Surface Transportation,60,0,0,60,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,55,8,0,0,8,"September 15, 2018"
32 g,Transport Related Services,210,0,0,210,30,0,0,30,2,0,0,2,0,0,0,0,-7,0,0,-7,-1,0,0,-1,187,0,0,187,26,0,0,26,"September 15, 2018"
33,Utilities3,87130,6255,0,93385,12285,882,0,13167,1311,-46,0,1265,185,-6,0,179,365,-447,0,-82,51,-62,0,-11,86074,5804,0,91878,11986,808,0,12794,"September 15, 2018"
34,Sovereign,0,212779,0,212779,0,30000,0,30000,0,-2004,0,-2004,0,-283,0,-283,0,-1959,0,-1959,0,-273,0,-273,0,210489,0,210489,0,29311,0,29311,"September 15, 2018"
35,Others4,71088,127947,2275,201310,10023,18040,321,28384,-137,1341,-17,1187,-19,189,-2,168,-766,-860,-2,-1628,-107,-120,0,-227,68759,126678,2280,197717,9575,17640,318,27533,"September 15, 2018"
,Grand Total,3013041,416194,2275,3431510,424818,58681,321,483820,-1005,-1858,-17,-2880,-142,-262,-2,-406,-4318,-5088,-2,-9408,-601,-709,0,-1310,2940515,410826,2280,3353621,409469,57208,318,466995,"September 15, 2018"
