0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on May 31, 2015","AUC as on May 31, 2015","AUC as on May 31, 2015","AUC as on May 31, 2015","AUC as on May 31, 2015","AUC as on May 31, 2015","Net Investment May 16-31, 2015","Net Investment May 16-31, 2015","Net Investment May 16-31, 2015","Net Investment May 16-31, 2015","Net Investment May 16-31, 2015","Net Investment May 16-31, 2015","Net Investment June 01-15, 2015","Net Investment June 01-15, 2015","Net Investment June 01-15, 2015","Net Investment June 01-15, 2015","Net Investment June 01-15, 2015","Net Investment June 01-15, 2015","AUC as on June 15, 2015","AUC as on June 15, 2015","AUC as on June 15, 2015","AUC as on June 15, 2015","AUC as on June 15, 2015","AUC as on June 15, 2015","June 15, 2015"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"June 15, 2015"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"June 15, 2015"
1,Automobiles & Auto Components,115093,0,115093,18051,0,18051,302,0,302,47,0,47,255,0,255,40,0,40,111417,0,111417,17385,0,17385,"June 15, 2015"
2,Total Financial Services,406097,64296,470393,63690,10084,73774,-399,-2480,-2879,-63,-389,-451,122,-2294,-2172,19,-358,-339,392143,62042,454185,61189,9681,70870,"June 15, 2015"
2a,Banks,179856,1843,181699,28208,289,28497,-295,42,-253,-46,7,-40,-368,15,-352,-57,2,-55,170665,1808,172474,26630,282,26913,"June 15, 2015"
2b,Other Financial Services1,226241,62453,288694,35482,9795,45277,-104,-2522,-2625,-16,-395,-412,490,-2310,-1820,76,-360,-284,221477,60234,281711,34559,9399,43958,"June 15, 2015"
3,Capital Goods,122204,917,123121,19166,144,19310,1920,0,1920,301,0,301,667,0,667,104,0,104,116439,917,117357,18169,143,18312,"June 15, 2015"
4,Chemicals & Petrochemicals,24651,168,24819,3866,26,3893,80,0,80,13,0,13,326,0,326,51,0,51,23546,43,23589,3674,7,3681,"June 15, 2015"
5,Coal,22423,0,22423,3517,0,3517,-9,0,-9,-1,0,-1,205,0,205,32,0,32,22649,0,22649,3534,0,3534,"June 15, 2015"
6,Commercial Services & Supplies,18167,200,18367,2849,31,2881,-55,0,-55,-9,0,-9,-609,0,-609,-95,0,-95,4833,200,5033,754,31,785,"June 15, 2015"
7,Construction Materials,41163,1230,42394,6456,193,6649,342,0,342,54,0,54,126,0,126,20,0,20,39159,1230,40389,6110,192,6302,"June 15, 2015"
8,Consumer Durables,4733,0,4733,742,0,742,54,0,54,8,0,8,31,0,31,5,0,5,4838,0,4838,755,0,755,"June 15, 2015"
9,Diversified2,4663,0,4663,731,0,731,-2,0,-2,0,0,0,-33,0,-33,-5,0,-5,4366,0,4366,681,0,681,"June 15, 2015"
