0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on August 31, 2015","AUC as on August 31, 2015","AUC as on August 31, 2015","AUC as on August 31, 2015","AUC as on August 31, 2015","AUC as on August 31, 2015","Net Investment August 16-31, 2015","Net Investment August 16-31, 2015","Net Investment August 16-31, 2015","Net Investment August 16-31, 2015","Net Investment August 16-31, 2015","Net Investment August 16-31, 2015","Net Investment September 01-15, 2015","Net Investment September 01-15, 2015","Net Investment September 01-15, 2015","Net Investment September 01-15, 2015","Net Investment September 01-15, 2015","Net Investment September 01-15, 2015","AUC as on September 15, 2015","AUC as on September 15, 2015","AUC as on September 15, 2015","AUC as on September 15, 2015","AUC as on September 15, 2015","AUC as on September 15, 2015","September 15, 2015"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"September 15, 2015"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"September 15, 2015"
1,Automobiles & Auto Components,111460,0,111460,16810,0,16810,-1546,0,-1546,-233,0,-233,-925,0,-925,-139,0,-139,108793,0,108793,16375,0,16375,"September 15, 2015"
2,Total Financial Services,387354,59566,446920,58419,8984,67403,-2467,19,-2448,-372,3,-369,-309,594,286,-46,89,43,383307,59834,443142,57694,9006,66700,"September 15, 2015"
2a,Banks,169619,2118,171737,25581,319,25901,-1035,0,-1035,-156,0,-156,-387,42,-344,-58,6,-52,167875,2168,170043,25268,326,25594,"September 15, 2015"
2b,Other Financial Services1,217735,57448,275184,32838,8664,41502,-1432,19,-1414,-216,3,-213,78,552,630,12,83,95,215432,57667,273099,32426,8680,41106,"September 15, 2015"
3,Capital Goods,110140,867,111008,16611,131,16742,-1220,0,-1220,-184,0,-184,-751,600,-151,-113,90,-23,105624,1467,107092,15898,221,16119,"September 15, 2015"
4,Chemicals & Petrochemicals,23710,0,23710,3576,0,3576,-49,0,-49,-7,0,-7,87,0,87,13,0,13,23271,0,23271,3503,0,3503,"September 15, 2015"
5,Coal,21787,0,21787,3286,0,3286,-9,0,-9,-1,0,-1,-190,0,-190,-29,0,-29,19888,0,19888,2993,0,2993,"September 15, 2015"
6,Commercial Services & Supplies,4378,200,4578,660,30,690,-110,0,-110,-17,0,-17,-17,0,-17,-3,0,-3,4247,200,4447,639,30,669,"September 15, 2015"
7,Construction Materials,37904,1030,38934,5716,155,5872,-743,-200,-943,-112,-30,-142,-278,0,-278,-42,0,-42,37991,1030,39021,5718,155,5873,"September 15, 2015"
8,Consumer Durables,4226,0,4226,637,0,637,-40,0,-40,-6,0,-6,-25,0,-25,-4,0,-4,4112,0,4112,619,0,619,"September 15, 2015"
9,Diversified2,5417,0,5417,817,0,817,31,0,31,5,0,5,-45,0,-45,-7,0,-7,5375,0,5375,809,0,809,"September 15, 2015"
10,Diversified Consumer Services,659,0,659,99,0,99,1,0,1,0,0,0,-1,0,-1,0,0,0,610,0,610,92,0,92,"September 15, 2015"
11,"Food, Beverages & Tobacco",92017,0,92017,13878,0,13878,-447,0,-447,-67,0,-67,105,0,105,16,0,16,90876,0,90876,13678,0,13678,"September 15, 2015"
12,Forest Materials,992,0,992,150,0,150,-17,0,-17,-3,0,-3,-23,0,-23,-4,0,-4,958,0,958,144,0,144,"September 15, 2015"
13,General Industrials,15623,385,16008,2356,58,2414,182,0,182,27,0,27,0,0,0,0,0,0,14631,385,15016,2202,58,2260,"September 15, 2015"
14,Hardware Technology & Equipment,48,0,48,7,0,7,-3,0,-3,0,0,0,-1,0,-1,0,0,0,45,0,45,7,0,7,"September 15, 2015"
15,Healthcare Equipment & Supplies,67,0,67,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,65,0,65,10,0,10,"September 15, 2015"
16,Healthcare Services,8878,0,8878,1339,0,1339,42,0,42,6,0,6,6,0,6,1,0,1,8982,0,8982,1352,0,1352,"September 15, 2015"
17,"Hotels, Restaurants & Tourism",8383,0,8383,1264,0,1264,-90,0,-90,-14,0,-14,-40,0,-40,-6,0,-6,8093,0,8093,1218,0,1218,"September 15, 2015"
18,Household & Personal Products,72377,135,72512,10916,20,10936,-529,0,-529,-80,0,-80,-565,0,-565,-85,0,-85,69551,136,69687,10469,20,10489,"September 15, 2015"
19,Media,27596,684,28280,4162,103,4265,-198,-5,-202,-30,-1,-31,-41,-14,-55,-6,-2,-8,27994,669,28664,4214,101,4314,"September 15, 2015"
20,Metals & Mining,21962,1584,23546,3312,239,3551,-901,0,-901,-136,0,-136,-138,31,-107,-21,5,-16,21801,1614,23416,3281,243,3524,"September 15, 2015"
21,Oil & Gas,94834,759,95593,14302,114,14417,-954,-80,-1034,-144,-12,-156,-316,-118,-433,-48,-18,-65,94012,639,94651,14150,96,14246,"September 15, 2015"
22,Pharmaceuticals & Biotechnology,193748,0,193748,29220,0,29220,-260,0,-260,-39,0,-39,-386,0,-386,-58,0,-58,183000,0,183000,27544,0,27544,"September 15, 2015"
23,Realty,13496,263,13759,2035,40,2075,-370,0,-370,-56,0,-56,30,0,30,4,0,4,14046,263,14309,2114,40,2154,"September 15, 2015"
24,Retailing,6453,0,6453,973,0,973,90,0,90,14,0,14,31,0,31,5,0,5,6426,0,6426,967,0,967,"September 15, 2015"
25,Software & Services,262053,0,262053,39522,0,39522,-2190,0,-2190,-330,0,-330,-346,0,-346,-52,0,-52,258672,0,258672,38934,0,38934,"September 15, 2015"
26,Telecom Services,45232,3506,48738,6822,529,7351,-516,-98,-615,-78,-15,-93,-296,51,-245,-45,8,-37,43941,3558,47499,6614,536,7149,"September 15, 2015"
27,Telecommunications Equipment,187,0,187,28,0,28,0,0,0,0,0,0,7,0,7,1,0,1,194,0,194,29,0,29,"September 15, 2015"
28,"Textiles, Apparels & Accessories",28806,0,28806,4344,0,4344,28,0,28,4,0,4,12,0,12,2,0,2,27809,0,27809,4186,0,4186,"September 15, 2015"
29,Transportation,43802,27,43829,6606,4,6610,-28,2,-25,-4,0,-4,-99,6,-93,-15,1,-14,42091,27,42118,6335,4,6339,"September 15, 2015"
29 a,Airlines,166,0,166,25,0,25,-42,0,-42,-6,0,-6,0,0,0,0,0,0,166,0,166,25,0,25,"September 15, 2015"
29 b,Logistics,3028,1,3030,457,0,457,24,0,24,4,0,4,30,0,30,5,0,5,2947,1,2949,444,0,444,"September 15, 2015"
29 c,Marine Port & Services,28261,0,28261,4262,0,4262,104,0,104,16,0,16,111,0,111,17,0,17,26881,0,26881,4046,0,4046,"September 15, 2015"
29 d,Roads & Highways,2581,26,2607,389,4,393,62,2,64,9,0,10,-13,6,-6,-2,1,-1,2430,26,2456,366,4,370,"September 15, 2015"
29 e,Shipping,1375,0,1375,207,0,207,-29,0,-29,-4,0,-4,-11,0,-11,-2,0,-2,1362,0,1362,205,0,205,"September 15, 2015"
29 f,Surface Transportation,57,0,57,9,0,9,0,0,0,0,0,0,1,0,1,0,0,0,52,0,52,8,0,8,"September 15, 2015"
29 g,Transport Related Services,8334,0,8334,1257,0,1257,-148,0,-148,-22,0,-22,-219,0,-219,-33,0,-33,8253,0,8253,1242,0,1242,"September 15, 2015"
30,Utilities3,53658,6009,59666,8092,906,8999,-764,23,-740,-115,4,-112,-391,-77,-468,-59,-12,-70,53187,5956,59143,8005,897,8902,"September 15, 2015"
31,Sovereign,0,155111,155111,0,23393,23393,0,-69,-69,0,-10,-10,0,-13,-13,0,-2,-2,0,155578,155578,0,23417,23417,"September 15, 2015"
32,Others4,276950,109224,386174,41768,16473,58241,-2626,211,-2415,-396,32,-364,-1564,-1952,-3516,-235,-294,-529,272907,106987,379894,41077,16103,57180,"September 15, 2015"
,Grand Total,1974197,339351,2313548,297739,51179,348919,-15702,-196,-15899,-2368,-30,-2398,-6471,-890,-7361,-974,-134,-1108,1932500,338346,2270846,290871,50926,341798,"September 15, 2015"
