0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,ReportDate
,,"AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","AUC as on March 15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 01-15, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","Net Investment March 16-31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","AUC as on March 31, 2025","March 31, 2025"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"March 31, 2025"
,,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,"March 31, 2025"
Sr. No.,Sectors,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,"March 31, 2025"
1,Automobile and Auto Components,436583,32,0,0,0,0,0,0,0,0,0,436615,50134,4,0,0,0,0,0,0,0,0,0,50138,-3640,0,0,0,0,0,0,0,0,0,0,-3640,-418,0,0,0,0,0,0,0,0,0,0,-418,776,0,0,0,0,0,0,0,0,0,0,776,91,0,0,0,0,0,0,0,0,0,0,91,450908,32,0,0,0,0,0,0,0,0,0,450940,52688,4,0,0,0,0,0,0,0,0,0,52692,"March 31, 2025"
2,Capital Goods,296299,693,26,0,0,0,0,0,0,0,0,297018,34025,80,3,0,0,0,0,0,0,0,0,34108,-1912,-21,-1,0,0,0,0,0,0,0,0,-1934,-220,-2,0,0,0,0,0,0,0,0,0,-222,1613,-25,-5,0,0,0,0,0,0,0,0,1583,188,-3,-1,0,0,0,0,0,0,0,0,184,324758,669,31,0,0,0,0,0,0,0,0,325458,37947,78,4,0,0,0,0,0,0,0,0,38029,"March 31, 2025"
3,Chemicals,111088,0,523,0,0,0,0,0,0,0,0,111611,12756,0,60,0,0,0,0,0,0,0,0,12816,-129,0,0,0,0,0,0,0,0,0,0,-129,-15,0,0,0,0,0,0,0,0,0,0,-15,620,0,0,0,0,0,0,0,0,0,0,620,72,0,0,0,0,0,0,0,0,0,0,72,116306,0,523,0,0,0,0,0,0,0,0,116829,13590,0,61,0,0,0,0,0,0,0,0,13651,"March 31, 2025"
4,Construction,110406,95,0,0,113,0,0,0,0,0,0,110614,12678,11,0,0,13,0,0,0,0,0,0,12702,-864,-18,0,0,2,0,0,0,0,0,0,-880,-99,-2,0,0,0,0,0,0,0,0,0,-101,615,0,0,0,-1,0,0,0,0,0,0,614,72,0,0,0,0,0,0,0,0,0,0,72,121372,95,0,0,111,0,0,0,0,0,0,121578,14182,11,0,0,13,0,0,0,0,0,0,14206,"March 31, 2025"
5,Construction Materials,102830,1250,0,0,0,0,0,0,0,0,0,104080,11808,144,0,0,0,0,0,0,0,0,0,11952,-1465,0,-335,0,0,0,0,0,0,0,0,-1800,-168,0,-38,0,0,0,0,0,0,0,0,-206,-132,100,0,0,0,0,0,0,0,0,0,-32,-15,12,0,0,0,0,0,0,0,0,0,-3,113627,1350,0,0,0,0,0,0,0,0,0,114977,13277,158,0,0,0,0,0,0,0,0,0,13435,"March 31, 2025"
6,Consumer Durables,178245,0,0,0,0,0,0,0,0,0,0,178245,20468,0,0,0,0,0,0,0,0,0,0,20468,-1566,0,0,0,0,0,0,0,0,0,0,-1566,-180,0,0,0,0,0,0,0,0,0,0,-180,48,0,0,0,0,0,0,0,0,0,0,48,6,0,0,0,0,0,0,0,0,0,0,6,184666,0,0,0,0,0,0,0,0,0,0,184666,21578,0,0,0,0,0,0,0,0,0,0,21578,"March 31, 2025"
