0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","September 15, 2022"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"September 15, 2022"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"September 15, 2022"
1,Automobile and Auto Components,265918,0,11,0,265929,33357,0,2,0,33359,1911,0,0,0,1911,240,0,0,0,240,1919,0,0,0,1919,241,0,0,0,241,272961,0,11,0,272972,34299,0,2,0,34301,"September 15, 2022"
2,Capital Goods,117775,403,0,0,118178,14774,51,0,0,14825,2246,0,0,0,2246,282,0,0,0,282,1579,0,0,0,1579,198,0,0,0,198,116994,403,0,0,117397,14701,51,0,0,14752,"September 15, 2022"
3,Chemicals,107663,0,0,0,107663,13505,0,0,0,13505,922,0,0,0,922,116,0,0,0,116,341,0,0,0,341,43,0,0,0,43,111864,0,0,0,111864,14056,0,0,0,14056,"September 15, 2022"
4,Construction,64691,641,2208,0,67540,8115,80,277,0,8472,501,0,0,0,501,63,0,0,0,63,412,-18,0,0,394,52,-2,0,0,50,66317,623,2208,0,69148,8333,78,277,0,8688,"September 15, 2022"
5,Construction Materials,75929,1195,783,0,77907,9525,150,98,0,9773,-104,0,0,0,-104,-13,0,0,0,-13,-378,0,0,0,-378,-47,0,0,0,-47,83037,1195,783,0,85015,10434,150,98,0,10682,"September 15, 2022"
6,Consumer Durables,179276,0,0,0,179276,22488,0,0,0,22488,725,0,0,0,725,91,0,0,0,91,654,0,0,0,654,82,0,0,0,82,181028,0,0,0,181028,22747,0,0,0,22747,"September 15, 2022"
7,Consumer Services,116387,419,285,0,117091,14600,52,36,0,14688,2122,0,160,0,2282,266,0,20,0,286,1443,0,0,0,1443,181,0,0,0,181,121602,419,285,0,122306,15280,52,36,0,15368,"September 15, 2022"
