0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
,,"AUC as on August 15, 2018","AUC as on August 15, 2018","AUC as on August 15, 2018","AUC as on August 15, 2018","AUC as on August 15, 2018","AUC as on August 15, 2018","AUC as on August 15, 2018","AUC as on August 15, 2018","Net Investment August 01-15, 2018","Net Investment August 01-15, 2018","Net Investment August 01-15, 2018","Net Investment August 01-15, 2018","Net Investment August 01-15, 2018","Net Investment August 01-15, 2018","Net Investment August 01-15, 2018","Net Investment August 01-15, 2018","Net Investment August 16-31, 2018","Net Investment August 16-31, 2018","Net Investment August 16-31, 2018","Net Investment August 16-31, 2018","Net Investment August 16-31, 2018","Net Investment August 16-31, 2018","Net Investment August 16-31, 2018","Net Investment August 16-31, 2018","AUC as on August 31, 2018","AUC as on August 31, 2018","AUC as on August 31, 2018","AUC as on August 31, 2018","AUC as on August 31, 2018","AUC as on August 31, 2018","AUC as on August 31, 2018","AUC as on August 31, 2018","August 31, 2018"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"August 31, 2018"
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,"August 31, 2018"
1,Automobiles & Auto Components,211016,317,0,211333,30245,45,0,30290,-716,0,0,-716,-103,0,0,-103,92,0,0,92,13,0,0,13,211946,317,0,212263,29883,45,0,29928,"August 31, 2018"
2,Total Financial Services,1026544,61182,0,1087726,147133,8769,0,155902,2128,63,0,2191,305,9,0,314,-3527,-1085,0,-4612,-497,-153,0,-650,1021480,60210,0,1081690,144022,8489,0,152511,"August 31, 2018"
2a,Banks,588406,6901,0,595307,84336,989,0,85325,2518,88,0,2606,361,13,0,374,-2689,-41,0,-2730,-379,-6,0,-385,585542,6852,0,592394,82557,966,0,83523,"August 31, 2018"
2b,Other Financial Services1,438138,54281,0,492419,62798,7780,0,70578,-390,-25,0,-415,-56,-4,0,-60,-838,-1043,0,-1881,-118,-147,0,-265,435938,53358,0,489296,61464,7523,0,68987,"August 31, 2018"
3,Capital Goods,106595,1144,0,107739,15278,164,0,15442,751,0,0,751,108,0,0,108,513,-61,0,452,72,-9,0,63,112811,483,0,113294,15906,68,0,15974,"August 31, 2018"
4,Chemicals & Petrochemicals,35233,0,0,35233,5050,0,0,5050,-110,0,0,-110,-16,0,0,-16,-12,0,0,-12,-2,0,0,-2,38050,0,0,38050,5365,0,0,5365,"August 31, 2018"
5,Coal,9940,0,0,9940,1425,0,0,1425,248,0,0,248,36,0,0,36,185,0,0,185,26,0,0,26,10296,0,0,10296,1452,0,0,1452,"August 31, 2018"
