0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on May 15, 2024","AUC as on May 15, 2024","AUC as on May 15, 2024","AUC as on May 15, 2024","AUC as on May 15, 2024","AUC as on May 15, 2024","AUC as on May 15, 2024","AUC as on May 15, 2024","AUC as on May 15, 2024","AUC as on May 15, 2024","Net Investment May 01-15, 2024","Net Investment May 01-15, 2024","Net Investment May 01-15, 2024","Net Investment May 01-15, 2024","Net Investment May 01-15, 2024","Net Investment May 01-15, 2024","Net Investment May 01-15, 2024","Net Investment May 01-15, 2024","Net Investment May 01-15, 2024","Net Investment May 01-15, 2024","Net Investment May 16-31, 2024","Net Investment May 16-31, 2024","Net Investment May 16-31, 2024","Net Investment May 16-31, 2024","Net Investment May 16-31, 2024","Net Investment May 16-31, 2024","Net Investment May 16-31, 2024","Net Investment May 16-31, 2024","Net Investment May 16-31, 2024","Net Investment May 16-31, 2024","AUC as on May 31, 2024","AUC as on May 31, 2024","AUC as on May 31, 2024","AUC as on May 31, 2024","AUC as on May 31, 2024","AUC as on May 31, 2024","AUC as on May 31, 2024","AUC as on May 31, 2024","AUC as on May 31, 2024","AUC as on May 31, 2024","May 31, 2024"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"May 31, 2024"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"May 31, 2024"
1,Automobile and Auto Components,513478,163,11,0,513652,61488,19,1,0,61508,-706,0,0,0,-706,-85,0,0,0,-85,-3323,0,0,0,-3323,-399,0,0,0,-399,523996,163,10,0,524169,62906,20,1,0,62927,"May 31, 2024"
2,Capital Goods,349516,771,29,0,350316,41854,92,4,0,41950,376,0,0,0,376,45,0,0,0,45,5648,0,0,0,5648,678,0,0,0,678,375815,771,29,0,376615,45117,93,4,0,45214,"May 31, 2024"
3,Chemicals,101643,0,615,0,102258,12171,0,74,0,12245,-96,0,0,0,-96,-11,0,0,0,-11,568,0,0,0,568,68,0,0,0,68,100951,0,615,0,101566,12119,0,74,0,12193,"May 31, 2024"
4,Construction,134689,418,0,74,135181,16129,50,0,9,16188,-3811,0,0,-6,-3817,-456,0,0,-1,-457,1125,-113,0,-2,1010,135,-14,0,0,121,146151,305,0,73,146529,17545,37,0,9,17591,"May 31, 2024"
5,Construction Materials,112149,1275,60,0,113484,13430,153,7,0,13590,-802,0,0,0,-802,-96,0,0,0,-96,-456,0,321,0,-135,-55,0,38,0,-17,112786,1275,380,0,114441,13540,153,46,0,13739,"May 31, 2024"
6,Consumer Durables,192396,0,0,0,192396,23039,0,0,0,23039,-659,0,0,0,-659,-79,0,0,0,-79,-102,0,0,0,-102,-12,0,0,0,-12,197892,0,0,0,197892,23757,0,0,0,23757,"May 31, 2024"
7,Consumer Services,250079,1109,670,0,251858,29946,133,80,0,30159,733,0,-416,0,317,88,0,-50,0,38,2026,0,0,0,2026,243,0,0,0,243,243750,1109,670,0,245529,29262,133,80,0,29475,"May 31, 2024"
