0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,ReportDate
7,Consumer Services,331118,920,50,0,0,0,0,0,0,0,0,332088,37691,105,6,0,0,0,0,0,0,0,0,37802,490,0,0,0,0,0,0,0,0,0,0,490,56,0,0,0,0,0,0,0,0,0,0,56,-3246,0,0,0,0,0,0,0,0,0,0,-3246,-368,0,0,0,0,0,0,0,0,0,0,-368,333421,920,50,0,0,0,0,0,0,0,0,334391,37773,104,6,0,0,0,0,0,0,0,0,37883,"September 15,2025"
8,Diversified,4422,204,0,0,0,0,0,0,0,0,0,4626,503,23,0,0,0,0,0,0,0,0,0,526,-55,0,0,0,0,0,0,0,0,0,0,-55,-6,0,0,0,0,0,0,0,0,0,0,-6,-34,0,0,0,0,0,0,0,0,0,0,-34,-4,0,0,0,0,0,0,0,0,0,0,-4,4399,204,0,0,0,0,0,0,0,0,0,4603,498,23,0,0,0,0,0,0,0,0,0,521,"September 15,2025"
9,Fast Moving Consumer Goods,406541,92,285,0,0,0,0,0,0,0,0,406918,46276,11,32,0,0,0,0,0,0,0,0,46319,53,0,0,0,0,0,0,0,0,0,0,53,6,0,0,0,0,0,0,0,0,0,0,6,-1092,0,0,0,0,0,0,0,0,0,0,-1092,-124,0,0,0,0,0,0,0,0,0,0,-124,398659,92,285,0,0,0,0,0,0,0,0,399036,45164,10,32,0,0,0,0,0,0,0,0,45206,"September 15,2025"
10,Financial Services,2165190,16927,12775,0,0,0,0,0,0,550,0,2195442,246460,1927,1454,0,0,0,0,0,0,63,0,249904,-9817,-499,-1701,0,0,0,0,0,0,-1,0,-12018,-1117,-57,-194,0,0,0,0,0,0,0,0,-1368,1634,-220,-458,0,0,0,0,0,0,83,0,1039,185,-25,-52,0,0,0,0,0,0,9,0,117,2241088,16710,12219,0,0,0,0,0,0,584,0,2270601,253893,1893,1384,0,0,0,0,0,0,66,0,257236,"September 15,2025"
11,Forest Materials,2978,484,0,0,0,0,0,0,0,0,0,3462,339,55,0,0,0,0,0,0,0,0,0,394,-27,0,0,0,0,0,0,0,0,0,0,-27,-3,0,0,0,0,0,0,0,0,0,0,-3,-9,0,0,0,0,0,0,0,0,0,0,-9,-1,0,0,0,0,0,0,0,0,0,0,-1,3114,484,0,0,0,0,0,0,0,0,0,3598,353,55,0,0,0,0,0,0,0,0,0,408,"September 15,2025"
12,Healthcare,484373,435,1300,0,0,0,0,0,0,0,0,486108,55136,49,148,0,0,0,0,0,0,0,0,55333,678,0,0,0,0,0,0,0,0,0,0,678,77,0,0,0,0,0,0,0,0,0,0,77,-1601,0,0,0,0,0,0,0,0,0,0,-1601,-181,0,0,0,0,0,0,0,0,0,0,-181,493567,435,1300,0,0,0,0,0,0,0,0,495302,55916,49,147,0,0,0,0,0,0,0,0,56112,"September 15,2025"
13,Information Technology,515520,0,0,0,0,0,0,0,0,0,0,515520,58681,0,0,0,0,0,0,0,0,0,0,58681,-4905,0,0,0,0,0,0,0,0,0,0,-4905,-558,0,0,0,0,0,0,0,0,0,0,-558,-2014,0,0,0,0,0,0,0,0,0,0,-2014,-228,0,0,0,0,0,0,0,0,0,0,-228,524387,0,0,0,0,0,0,0,0,0,0,524387,59408,0,0,0,0,0,0,0,0,0,0,59408,"September 15,2025"
14,"Media, Entertainment & Publication",12588,0,0,0,0,0,0,0,0,0,0,12588,1433,0,0,0,0,0,0,0,0,0,0,1433,179,0,0,0,0,0,0,0,0,0,0,179,20,0,0,0,0,0,0,0,0,0,0,20,-16,0,0,0,0,0,0,0,0,0,0,-16,-2,0,0,0,0,0,0,0,0,0,0,-2,12746,0,0,0,0,0,0,0,0,0,0,12746,1444,0,0,0,0,0,0,0,0,0,0,1444,"September 15,2025"
15,Metals & Mining,199753,261,0,0,0,0,0,0,0,0,0,200014,22738,30,0,0,0,0,0,0,0,0,0,22768,-1266,0,0,0,0,0,0,0,0,0,0,-1266,-144,0,0,0,0,0,0,0,0,0,0,-144,1394,0,0,0,0,0,0,0,0,0,0,1394,158,0,0,0,0,0,0,0,0,0,0,158,216264,261,0,0,0,0,0,0,0,0,0,216525,24501,30,0,0,0,0,0,0,0,0,0,24531,"September 15,2025"
16,"Oil, Gas & Consumable Fuels",483436,316,0,0,0,0,0,0,0,0,0,483752,55029,36,0,0,0,0,0,0,0,0,0,55065,-2017,-26,0,0,0,0,0,0,0,0,0,-2043,-230,-3,0,0,0,0,0,0,0,0,0,-233,-1502,-26,0,0,0,0,0,0,0,0,0,-1528,-170,-3,0,0,0,0,0,0,0,0,0,-173,497802,289,0,0,0,0,0,0,0,0,0,498091,56396,33,0,0,0,0,0,0,0,0,0,56429,"September 15,2025"
17,Power,227232,3431,0,0,6080,0,0,0,0,0,0,236743,25865,391,0,0,692,0,0,0,0,0,0,26948,-1708,25,0,0,76,0,0,0,0,0,0,-1607,-194,3,0,0,9,0,0,0,0,0,0,-182,-2107,25,0,0,79,0,0,0,0,0,0,-2003,-239,3,0,0,9,0,0,0,0,0,0,-227,235850,3456,0,0,6355,0,0,0,0,0,0,245661,26719,392,0,0,720,0,0,0,0,0,0,27831,"September 15,2025"
18,Realty,131705,1621,860,0,24000,0,0,0,0,0,0,158186,14992,185,98,0,2732,0,0,0,0,0,0,18007,-34,545,0,0,209,0,0,0,0,0,0,720,-4,62,0,0,24,0,0,0,0,0,0,82,-1927,0,0,0,-168,0,0,0,0,0,0,-2095,-218,0,0,0,-19,0,0,0,0,0,0,-237,134151,1621,856,0,25003,0,0,0,0,0,0,161631,15198,184,97,0,2833,0,0,0,0,0,0,18312,"September 15,2025"
19,Services,168570,3698,1760,0,3459,0,0,0,0,0,0,177487,19188,421,200,0,394,0,0,0,0,0,0,20203,1967,-100,0,0,0,0,0,0,0,0,0,1867,224,-11,0,0,0,0,0,0,0,0,0,213,236,-2321,-1102,0,-1,0,0,0,0,0,0,-3188,27,-263,-125,0,0,0,0,0,0,0,0,-361,174103,3658,1760,0,3456,0,0,0,0,0,0,182977,19724,414,199,0,392,0,0,0,0,0,0,20729,"September 15,2025"
20,Telecommunication,347806,121,7900,0,12177,0,0,0,0,0,0,368004,39590,14,899,0,1386,0,0,0,0,0,0,41889,-1680,0,0,0,0,0,0,0,0,0,0,-1680,-191,0,0,0,0,0,0,0,0,0,0,-191,-1505,0,0,0,0,0,0,0,0,0,0,-1505,-170,0,0,0,0,0,0,0,0,0,0,-170,351744,121,7900,0,12015,0,0,0,0,0,0,371780,39849,14,895,0,1361,0,0,0,0,0,0,42119,"September 15,2025"
21,Textiles,22342,460,0,0,0,0,0,0,0,0,0,22802,2543,52,0,0,0,0,0,0,0,0,0,2595,-422,0,0,0,0,0,0,0,0,0,0,-422,-48,0,0,0,0,0,0,0,0,0,0,-48,-119,0,0,0,0,0,0,0,0,0,0,-119,-14,0,0,0,0,0,0,0,0,0,0,-14,23108,460,0,0,0,0,0,0,0,0,0,23568,2618,52,0,0,0,0,0,0,0,0,0,2670,"September 15,2025"
22,Utilities,2284,72,0,0,0,0,0,0,0,0,0,2356,260,8,0,0,0,0,0,0,0,0,0,268,15,-6,0,0,0,0,0,0,0,0,0,9,2,-1,0,0,0,0,0,0,0,0,0,1,-46,0,0,0,0,0,0,0,0,0,0,-46,-5,0,0,0,0,0,0,0,0,0,0,-5,2351,72,0,0,0,0,0,0,0,0,0,2423,266,8,0,0,0,0,0,0,0,0,0,274,"September 15,2025"
23,Sovereign,0,58324,1472,263455,0,0,0,0,0,0,0,323251,0,6639,168,29989,0,0,0,0,0,0,0,36796,0,1344,52,3640,0,0,0,0,0,0,0,5036,0,153,6,414,0,0,0,0,0,0,0,573,0,-510,4,8499,0,0,0,0,0,0,0,7993,0,-58,0,963,0,0,0,0,0,0,0,905,0,58001,1475,271325,0,0,0,0,0,0,0,330801,0,6571,167,30738,0,0,0,0,0,0,0,37476,"September 15,2025"
24,Others,47620,93346,138610,0,9655,8877,1863,198,0,2196,25,302390,5421,10625,15778,0,1099,1010,212,23,0,250,3,34421,60,1020,545,0,0,128,-108,24,-1,40,0,1708,7,116,62,0,0,15,-12,3,0,5,0,196,133,-3,-113,0,0,-710,-78,31,-1,-19,3,-757,15,0,-13,0,0,-80,-9,4,0,-2,0,-85,48619,97123,138975,0,9605,8414,1794,280,0,2340,28,307178,5508,11003,15744,0,1088,953,203,32,0,265,3,34799,"September 15,2025"
,Grand Total,7032675,182700,165941,263455,55484,8877,1863,198,0,2745,25,7713963,800519,20796,18889,29989,6316,1010,212,23,0,313,3,878070,-14019,2298,-1105,3640,308,128,-108,24,-1,39,0,-8796,-1596,262,-126,414,35,15,-12,3,0,4,0,-1001,-9759,-3056,-1668,8499,-90,-710,-78,31,-1,64,3,-6765,-1106,-346,-189,963,-10,-80,-9,4,0,7,0,-766,7241284,186300,165750,271325,56548,8414,1794,280,0,2924,28,7934647,820365,21106,18778,30738,6406,953,203,32,0,331,3,898915,"September 15,2025"
