0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,ReportDate
,,"AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","AUC as on August 31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment August 16-31, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","Net Investment September 01-15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","AUC as on September 15, 2024","September 15, 2024"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"September 15, 2024"
,,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,"September 15, 2024"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Debt-FAR,Hybrid,Equity,Debt,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt,Debt VRR,Debt-FAR,Hybrid,Equity,Debt,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt,Debt VRR,Debt-FAR,Hybrid,Equity,Debt,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt,Debt VRR,Debt-FAR,Hybrid,Equity,Debt,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt,Debt VRR,Debt-FAR,Hybrid,Equity,Debt,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt,Debt VRR,Debt-FAR,Hybrid,Equity,Debt,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt,Debt VRR,Debt-FAR,Hybrid,Equity,Debt,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt,Debt VRR,Debt-FAR,Hybrid,Equity,Debt,Hybrid,Solution oriented,Other,AIF,Total,"September 15, 2024"
1,Automobile and Auto Components,591671,163,0,0,0,0,0,0,0,0,0,591834,70545,19,0,0,0,0,0,0,0,0,0,70564,-751,0,-10,-,0,-,-,-,-,-,-,-761,-89,0,-1,-,0,-,-,-,-,-,-,-90,-1983,-127,0,0,0,0,0,0,0,0,0,-2110,-236,-15,0,0,0,0,0,0,0,0,0,-251,578527,37,0,0,0,0,0,0,0,0,0,578564,68940,4,0,0,0,0,0,0,0,0,0,68944,"September 15, 2024"
2,Capital Goods,405929,764,29,0,0,0,0,0,0,0,0,406722,48399,91,3,0,0,0,0,0,0,0,0,48493,780,0,0,-,0,-,-,-,-,-,-,780,93,0,0,-,0,-,-,-,-,-,-,93,1778,-4,0,0,0,0,0,0,0,0,0,1774,212,0,0,0,0,0,0,0,0,0,0,212,410162,764,29,0,0,0,0,0,0,0,0,410955,48877,91,3,0,0,0,0,0,0,0,0,48971,"September 15, 2024"
3,Chemicals,119830,0,615,0,0,0,0,0,0,0,0,120445,14287,0,73,0,0,0,0,0,0,0,0,14360,182,0,0,-,0,-,-,-,-,-,-,182,22,0,0,-,0,-,-,-,-,-,-,22,699,0,0,0,0,0,0,0,0,0,0,699,83,0,0,0,0,0,0,0,0,0,0,83,122869,0,615,0,0,0,0,0,0,0,0,123484,14641,0,73,0,0,0,0,0,0,0,0,14714,"September 15, 2024"
4,Construction,146176,235,0,0,82,0,0,0,0,0,0,146493,17429,28,0,0,10,0,0,0,0,0,0,17467,-59,0,0,-,-8,-,-,-,-,-,-,-67,-7,0,0,-,-1,-,-,-,-,-,-,-8,584,-82,0,0,-1,0,0,0,0,0,0,501,70,-10,0,0,0,0,0,0,0,0,0,60,143442,153,0,0,83,0,0,0,0,0,0,143678,17093,18,0,0,10,0,0,0,0,0,0,17121,"September 15, 2024"
5,Construction Materials,128776,1275,380,0,0,0,0,0,0,0,0,130431,15354,152,45,0,0,0,0,0,0,0,0,15551,894,0,0,-,0,-,-,-,-,-,-,894,107,0,0,-,0,-,-,-,-,-,-,107,-393,0,0,0,0,0,0,0,0,0,0,-393,-47,0,0,0,0,0,0,0,0,0,0,-47,132692,1275,380,0,0,0,0,0,0,0,0,134347,15812,152,45,0,0,0,0,0,0,0,0,16009,"September 15, 2024"
6,Consumer Durables,229429,125,0,0,0,0,0,0,0,0,0,229554,27355,15,0,0,0,0,0,0,0,0,0,27370,5297,0,0,-,0,-,-,-,-,-,-,5297,632,0,0,-,0,-,-,-,-,-,-,632,2226,0,0,0,0,0,0,0,0,0,0,2226,265,0,0,0,0,0,0,0,0,0,0,265,244187,125,0,0,0,0,0,0,0,0,0,244312,29098,15,0,0,0,0,0,0,0,0,0,29113,"September 15, 2024"
