0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,ReportDate
7,Consumer Services,337305,1099,670,0,0,0,0,0,0,0,0,339074,40217,131,80,0,0,0,0,0,0,0,0,40428,1962,0,0,-,0,-,-,-,-,-,-,1962,234,0,0,-,0,-,-,-,-,-,-,234,-156,0,0,0,0,0,0,0,0,0,0,-156,-19,0,0,0,0,0,0,0,0,0,0,-19,352186,1099,670,0,0,0,0,0,0,0,0,353955,41968,131,80,0,0,0,0,0,0,0,0,42179,"September 15, 2024"
8,Diversified,7583,218,0,0,0,0,0,0,0,0,0,7801,904,26,0,0,0,0,0,0,0,0,0,930,15,0,0,-,0,-,-,-,-,-,-,15,2,0,0,-,0,-,-,-,-,-,-,2,13,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,2,7899,218,0,0,0,0,0,0,0,0,0,8117,941,26,0,0,0,0,0,0,0,0,0,967,"September 15, 2024"
9,Fast Moving Consumer Goods,469262,115,285,0,0,0,0,0,0,0,0,469662,55950,14,34,0,0,0,0,0,0,0,0,55998,1815,0,0,-,0,-,-,-,-,-,-,1815,216,0,0,-,0,-,-,-,-,-,-,216,1372,0,0,0,0,0,0,0,0,0,0,1372,163,0,0,0,0,0,0,0,0,0,0,163,485603,115,285,0,0,0,0,0,0,0,0,486003,57866,14,34,0,0,0,0,0,0,0,0,57914,"September 15, 2024"
10,Financial Services,2067809,21382,14878,0,0,0,0,0,0,273,0,2104342,246547,2549,1774,0,0,0,0,0,0,33,0,250903,2782,602,381,-,0,-,-,-,-,-,-,3765,332,72,45,-,0,-,-,-,-,-,-,449,12253,862,372,0,0,0,0,0,0,0,0,13487,1460,103,44,0,0,0,0,0,0,0,0,1607,2118593,22334,15211,0,0,0,0,0,0,275,0,2156413,252460,2661,1813,0,0,0,0,0,0,33,0,256967,"September 15, 2024"
11,Forest Materials,4062,458,0,0,0,0,0,0,0,0,0,4520,484,55,0,0,0,0,0,0,0,0,0,539,-26,0,0,-,0,-,-,-,-,-,-,-26,-3,0,0,-,0,-,-,-,-,-,-,-3,72,0,0,0,0,0,0,0,0,0,0,72,9,0,0,0,0,0,0,0,0,0,0,9,4662,458,0,0,0,0,0,0,0,0,0,5120,556,55,0,0,0,0,0,0,0,0,0,611,"September 15, 2024"
12,Healthcare,469978,213,0,0,0,0,0,0,0,0,0,470191,56036,25,0,0,0,0,0,0,0,0,0,56061,2369,0,0,-,0,-,-,-,-,-,-,2369,282,0,0,-,0,-,-,-,-,-,-,282,3652,0,0,0,0,0,0,0,0,0,0,3652,435,0,0,0,0,0,0,0,0,0,0,435,482398,213,0,0,0,0,0,0,0,0,0,482611,57484,25,0,0,0,0,0,0,0,0,0,57509,"September 15, 2024"
13,Information Technology,725132,0,21,0,0,0,0,0,0,0,0,725153,86458,0,3,0,0,0,0,0,0,0,0,86461,4529,0,0,-,0,-,-,-,-,-,-,4529,540,0,0,-,0,-,-,-,-,-,-,540,48,0,0,0,0,0,0,0,0,0,0,48,6,0,0,0,0,0,0,0,0,0,0,6,732004,0,21,0,0,0,0,0,0,0,0,732025,87228,0,3,0,0,0,0,0,0,0,0,87231,"September 15, 2024"
14,"Media, Entertainment & Publication",14340,0,45,0,0,0,0,0,0,0,0,14385,1710,0,5,0,0,0,0,0,0,0,0,1715,-180,0,0,-,0,-,-,-,-,-,-,-180,-21,0,0,-,0,-,-,-,-,-,-,-21,143,0,-10,0,0,0,0,0,0,0,0,133,17,0,-1,0,0,0,0,0,0,0,0,16,14679,0,45,0,0,0,0,0,0,0,0,14724,1749,0,5,0,0,0,0,0,0,0,0,1754,"September 15, 2024"
15,Metals & Mining,214893,71,1250,0,0,0,0,0,0,0,0,216214,25622,8,149,0,0,0,0,0,0,0,0,25779,-1105,0,0,-,0,-,-,-,-,-,-,-1105,-132,0,0,-,0,-,-,-,-,-,-,-132,-1857,50,0,0,0,0,0,0,0,0,0,-1807,-221,6,0,0,0,0,0,0,0,0,0,-215,210889,120,1250,0,0,0,0,0,0,0,0,212259,25130,14,149,0,0,0,0,0,0,0,0,25293,"September 15, 2024"
16,"Oil, Gas & Consumable Fuels",640756,414,0,0,0,0,0,0,0,0,0,641170,76398,49,0,0,0,0,0,0,0,0,0,76447,2518,-50,0,-,0,-,-,-,-,-,-,2468,300,-6,0,-,0,-,-,-,-,-,-,294,1672,0,0,0,0,0,0,0,0,0,0,1672,199,0,0,0,0,0,0,0,0,0,0,199,616787,414,0,0,0,0,0,0,0,0,0,617201,73499,49,0,0,0,0,0,0,0,0,0,73548,"September 15, 2024"
17,Power,321866,3418,223,0,5306,0,0,0,0,0,0,330813,38376,407,27,0,633,0,0,0,0,0,0,39443,-2305,-1,0,-,-1321,-,-,-,-,-,-,-3627,-275,0,0,-,-158,-,-,-,-,-,-,-433,1167,-12,-14,0,-55,0,0,0,0,0,0,1086,139,-1,-2,0,-7,0,0,0,0,0,0,129,320366,3406,209,0,5340,0,0,0,0,0,0,329321,38176,406,25,0,636,0,0,0,0,0,0,39243,"September 15, 2024"
18,Realty,157297,883,751,0,23694,0,0,0,0,0,0,182625,18755,105,90,0,2825,0,0,0,0,0,0,21775,-277,0,273,-,473,-,-,-,-,-,-,469,-33,0,33,-,56,-,-,-,-,-,-,56,2903,33,-25,0,628,0,0,0,0,0,0,3539,346,4,-3,0,75,0,0,0,0,0,0,422,160382,920,726,0,24595,0,0,0,0,0,0,186623,19112,110,87,0,2931,0,0,0,0,0,0,22240,"September 15, 2024"
19,Services,162985,2784,975,0,3433,0,0,0,0,0,0,170177,19433,332,116,0,409,0,0,0,0,0,0,20290,4251,0,-101,-,-3,-,-,-,-,-,-,4147,507,0,-12,-,0,-,-,-,-,-,-,495,-422,0,-35,0,-5,0,0,0,0,0,0,-462,-50,0,-4,0,-1,0,0,0,0,0,0,-55,162459,2784,977,0,3415,0,0,0,0,0,0,169635,19359,332,116,0,407,0,0,0,0,0,0,20214,"September 15, 2024"
20,Telecommunication,294527,192,0,0,10644,0,0,0,0,0,0,305363,35117,23,0,0,1269,0,0,0,0,0,0,36409,1399,0,0,-,0,-,-,-,-,-,-,1399,167,0,0,-,0,-,-,-,-,-,-,167,1699,726,7174,0,21,0,0,0,0,0,0,9620,202,87,855,0,3,0,0,0,0,0,0,1147,299647,192,7900,0,12357,0,0,0,0,0,0,320096,35707,23,941,0,1472,0,0,0,0,0,0,38143,"September 15, 2024"
21,Textiles,22242,460,0,0,0,0,0,0,0,0,0,22702,2652,55,0,0,0,0,0,0,0,0,0,2707,260,0,0,-,0,-,-,-,-,-,-,260,31,0,0,-,0,-,-,-,-,-,-,31,-104,0,0,0,0,0,0,0,0,0,0,-104,-12,0,0,0,0,0,0,0,0,0,0,-12,24224,460,0,0,0,0,0,0,0,0,0,24684,2887,55,0,0,0,0,0,0,0,0,0,2942,"September 15, 2024"
22,Utilities,2404,94,0,0,0,0,0,0,0,0,0,2498,287,11,0,0,0,0,0,0,0,0,0,298,-1,-6,0,-,0,-,-,-,-,-,-,-7,0,-1,0,-,0,-,-,-,-,-,-,-1,46,0,0,0,0,0,0,0,0,0,0,46,5,0,0,0,0,0,0,0,0,0,0,5,2612,94,0,0,0,0,0,0,0,0,0,2706,311,11,0,0,0,0,0,0,0,0,0,322,"September 15, 2024"
23,Sovereign,0,70387,341,209212,0,0,0,0,0,0,0,279940,0,8392,41,24945,0,0,0,0,0,0,0,33378,0,8736,-1455,-,0,-,-,-,-,-,-,7281,0,1042,-174,-,0,-,-,-,-,-,-,868,0,-450,-36,14807,0,0,0,0,0,0,0,14321,0,-54,-4,1764,0,0,0,0,0,0,0,1706,0,70212,305,222958,0,0,0,0,0,0,0,293475,0,8367,36,26568,0,0,0,0,0,0,0,34971,"September 15, 2024"
24,Others,19325,78151,132621,0,9517,6544,1533,285,0,1762,35,249773,2304,9318,15812,0,1135,780,183,34,0,210,4,29780,1792,55,-9,-,0,-,-,-,-,-,-,1838,214,7,-1,-,0,-,-,-,-,-,-,220,2452,-946,98,0,1674,-29,527,-6,0,9,0,3779,292,-113,12,0,199,-3,63,-1,0,1,0,450,20609,76475,132697,0,9517,6581,2067,276,0,1777,35,250034,2456,9113,15813,0,1134,784,246,33,0,212,4,29795,"September 15, 2024"
,Grand Total,7553576,182900,153083,209212,52677,6544,1533,285,0,2035,35,8161880,900619,21807,18252,24945,6281,780,183,34,0,243,4,973148,26144,9337,-921,-,-859,-,-,-,-,-,-,33701,3117,1113,-110,-,-102,-,-,-,-,-,-,4018,27862,51,7524,14807,2261,-29,527,-6,0,10,0,53007,3320,6,897,1764,269,-3,63,-1,0,1,0,6316,7647875,181869,161320,222958,55307,6581,2067,276,0,2052,35,8280340,911351,21672,19224,26568,6591,784,246,33,0,245,4,986718,"September 15, 2024"
