0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
,,"AUC as on December 15, 2018","AUC as on December 15, 2018","AUC as on December 15, 2018","AUC as on December 15, 2018","AUC as on December 15, 2018","AUC as on December 15, 2018","AUC as on December 15, 2018","AUC as on December 15, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","Net Investment December 16-31, 2018","Net Investment December 16-31, 2018","Net Investment December 16-31, 2018","Net Investment December 16-31, 2018","Net Investment December 16-31, 2018","Net Investment December 16-31, 2018","Net Investment December 16-31, 2018","Net Investment December 16-31, 2018","AUC as on December 31, 2018","AUC as on December 31, 2018","AUC as on December 31, 2018","AUC as on December 31, 2018","AUC as on December 31, 2018","AUC as on December 31, 2018","AUC as on December 31, 2018","AUC as on December 31, 2018","December 31, 2018"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"December 31, 2018"
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,"December 31, 2018"
1,Automobiles & Auto Components,180267,317,0,180584,25129,44,0,25173,373,0,0,373,52,0,0,52,263,0,0,263,38,0,0,38,179104,317,0,179421,25662,45,0,25707,"December 31, 2018"
2,Total Financial Services,936122,54408,2088,992618,130496,7584,291,138371,-881,1355,1,475,-123,189,0,66,1239,279,-4,1514,178,40,-1,217,959590,54751,2064,1016405,137492,7845,296,145633,"December 31, 2018"
2a,Banks,538454,6310,0,544764,75061,880,0,75941,-2397,-46,0,-2443,-334,-6,0,-340,-1138,-25,0,-1163,-163,-4,0,-167,543299,6310,0,549609,77845,904,0,78749,"December 31, 2018"
2b,Other Financial Services1,397668,48098,2088,447854,55435,6705,291,62431,1516,1401,1,2918,211,195,0,406,2377,303,-4,2676,341,43,-1,383,416291,48441,2064,466796,59647,6941,296,66884,"December 31, 2018"
3,Capital Goods,99866,383,0,100249,13921,53,0,13974,-700,0,0,-700,-98,0,0,-98,473,0,0,473,68,0,0,68,101659,383,0,102042,14566,55,0,14621,"December 31, 2018"
4,Chemicals & Petrochemicals,38718,0,0,38718,5397,0,0,5397,-206,0,0,-206,-29,0,0,-29,-250,0,0,-250,-36,0,0,-36,38137,0,0,38137,5464,0,0,5464,"December 31, 2018"
5,Coal,9412,0,0,9412,1312,0,0,1312,94,0,0,94,13,0,0,13,-121,0,0,-121,-17,0,0,-17,9099,0,0,9099,1304,0,0,1304,"December 31, 2018"
6,Commercial Services & Supplies,7800,200,0,8000,1087,28,0,1115,-165,0,0,-165,-23,0,0,-23,66,0,0,66,9,0,0,9,8223,200,0,8423,1178,29,0,1207,"December 31, 2018"
7,Construction Materials,57787,679,0,58466,8055,95,0,8150,-1,0,0,-1,0,0,0,0,388,0,0,388,56,0,0,56,58292,679,0,58971,8352,97,0,8449,"December 31, 2018"
8,Consumer Durables,38533,0,0,38533,5371,0,0,5371,-23,0,0,-23,-3,0,0,-3,-33,0,0,-33,-5,0,0,-5,39285,0,0,39285,5629,0,0,5629,"December 31, 2018"
9,Diversified2,4020,0,0,4020,560,0,0,560,-52,0,0,-52,-7,0,0,-7,-11,0,0,-11,-2,0,0,-2,3767,0,0,3767,540,0,0,540,"December 31, 2018"
10,Diversified Consumer Services,2837,0,0,2837,396,0,0,396,7,0,0,7,1,0,0,1,-19,0,0,-19,-3,0,0,-3,2808,0,0,2808,402,0,0,402,"December 31, 2018"
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"December 31, 2018"
12,"Food, Beverages & Tobacco",101890,662,0,102552,14204,92,0,14296,-348,0,0,-348,-49,0,0,-49,539,0,0,539,77,0,0,77,104422,662,0,105084,14962,95,0,15057,"December 31, 2018"
13,Forest Materials,1454,335,0,1789,203,47,0,250,-39,0,0,-39,-5,0,0,-5,-28,0,0,-28,-4,0,0,-4,1422,335,0,1757,204,48,0,252,"December 31, 2018"
14,General Industrials,17948,385,0,18333,2502,54,0,2556,-288,0,0,-288,-40,0,0,-40,-117,0,0,-117,-17,0,0,-17,18430,385,0,18815,2641,55,0,2696,"December 31, 2018"
