0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment December 01-15, 2021","Net Investment December 01-15, 2021","Net Investment December 01-15, 2021","Net Investment December 01-15, 2021","Net Investment December 01-15, 2021","Net Investment December 01-15, 2021","Net Investment December 01-15, 2021","Net Investment December 01-15, 2021","Net Investment December 01-15, 2021","Net Investment December 01-15, 2021","AUC as on December 15, 2021","AUC as on December 15, 2021","AUC as on December 15, 2021","AUC as on December 15, 2021","AUC as on December 15, 2021","AUC as on December 15, 2021","AUC as on December 15, 2021","AUC as on December 15, 2021","AUC as on December 15, 2021","AUC as on December 15, 2021","December 15, 2021"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"December 15, 2021"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"December 15, 2021"
1,Automobiles & Auto Components,193073,0,0,0,193073,25713,0,0,0,25713,-1173,0,0,0,-1173,-156,0,0,0,-156,-1321,0,0,0,-1321,-174,0,0,0,-174,197986,0,0,0,197986,26036,0,0,0,26036,"December 15, 2021"
2,Total Financial Services,1464427,17832,7332,0,1489591,195027,2375,976,0,198378,-13204,-6,-171,0,-13381,-1759,-1,-23,0,-1783,-6860,136,-730,0,-7454,-902,18,-96,0,-980,1478997,17951,6639,0,1503587,194494,2361,873,0,197728,"December 15, 2021"
2a,Banks,818524,5002,470,0,823996,109008,666,63,0,109737,-10385,112,50,0,-10223,-1383,15,7,0,-1361,-3916,-398,0,0,-4314,-515,-52,0,0,-567,831304,4595,484,0,836383,109320,604,64,0,109988,"December 15, 2021"
2b,Other Financial Services1,645902,12829,6862,0,665593,86019,1709,914,0,88642,-2819,-118,-221,0,-3158,-375,-16,-29,0,-420,-2944,534,-730,0,-3140,-387,70,-96,0,-413,647693,13356,6155,0,667204,85174,1756,809,0,87739,"December 15, 2021"
3,Capital Goods,143802,265,90,0,144157,19151,35,12,0,19198,-696,0,-10,0,-706,-93,0,-1,0,-94,553,0,0,0,553,73,0,0,0,73,153151,265,90,0,153506,20140,35,12,0,20187,"December 15, 2021"
4,Chemicals & Petrochemicals,77316,0,0,0,77316,10297,0,0,0,10297,-359,0,0,0,-359,-48,0,0,0,-48,401,0,0,0,401,53,0,0,0,53,82979,0,0,0,82979,10912,0,0,0,10912,"December 15, 2021"
5,Coal,6608,0,0,0,6608,880,0,0,0,880,-136,0,0,0,-136,-18,0,0,0,-18,-353,0,0,0,-353,-46,0,0,0,-46,6027,0,0,0,6027,793,0,0,0,793,"December 15, 2021"
6,Commercial Services & Supplies,38388,0,0,0,38388,5112,0,0,0,5112,-542,0,0,0,-542,-72,0,0,0,-72,-240,0,0,0,-240,-32,0,0,0,-32,39022,0,0,0,39022,5131,0,0,0,5131,"December 15, 2021"
7,Construction Materials,93099,1322,666,0,95087,12399,176,89,0,12664,-755,0,0,0,-755,-101,0,0,0,-101,-158,0,0,0,-158,-21,0,0,0,-21,93539,1202,795,0,95536,12301,158,105,0,12564,"December 15, 2021"
8,Consumer Durables,138556,0,0,0,138556,18452,0,0,0,18452,-203,0,0,0,-203,-27,0,0,0,-27,-354,0,0,0,-354,-47,0,0,0,-47,140852,0,0,0,140852,18523,0,0,0,18523,"December 15, 2021"
9,Diversified2,12688,0,0,0,12688,1690,0,0,0,1690,106,0,0,0,106,14,0,0,0,14,17,0,0,0,17,2,0,0,0,2,13427,0,0,0,13427,1766,0,0,0,1766,"December 15, 2021"
10,Diversified Consumer Services,6997,0,0,0,6997,932,0,0,0,932,229,0,0,0,229,30,0,0,0,30,91,0,0,0,91,12,0,0,0,12,6806,0,0,0,6806,895,0,0,0,895,"December 15, 2021"
11,Food & Drugs Retailing,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,"December 15, 2021"
